s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01,-9.662E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.343E+01, 2.455E+01, 2.065E+01, 2.118E+01, 2.846E+01, 2.189E+01, 2.242E+01, 2.935E+01,-7.693E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.342E+01, 2.422E+01, 2.166E+01, 2.196E+01, 2.664E+01, 2.315E+01, 2.284E+01, 2.666E+01,-7.643E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.344E+01, 2.378E+01, 2.228E+01, 2.277E+01, 2.525E+01, 2.301E+01, 2.299E+01, 2.535E+01,-7.594E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.599E+02, 2.339E+01, 2.364E+01, 2.272E+01, 2.305E+01, 2.438E+01, 2.299E+01, 2.331E+01, 2.462E+01,-7.567E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.352E+01, 2.369E+01, 2.299E+01, 2.330E+01, 2.427E+01, 2.327E+01, 2.344E+01, 2.436E+01,-7.555E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.368E+01, 2.382E+01, 2.330E+01, 2.369E+01, 2.406E+01, 2.368E+01, 2.359E+01, 2.420E+01,-7.554E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 2.369E+01, 2.381E+01, 2.344E+01, 2.353E+01, 2.409E+01, 2.372E+01, 2.352E+01, 2.418E+01,-7.558E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.200E+02, 2.377E+01, 2.379E+01, 2.358E+01, 2.381E+01, 2.392E+01, 2.381E+01, 2.362E+01, 2.393E+01,-7.563E+01, 2.095E-01, 3.901E-04, 0.000E+00
-5.994E+01, 2.384E+01, 2.391E+01, 2.364E+01, 2.384E+01, 2.404E+01, 2.392E+01, 2.387E+01, 2.393E+01,-7.566E+01, 2.095E-01, 3.901E-04, 0.000E+00
 6.135E-02, 2.389E+01, 2.380E+01, 2.370E+01, 2.378E+01, 2.420E+01, 2.388E+01, 2.369E+01, 2.382E+01,-7.569E+01, 2.095E-01, 3.901E-04, 4.304E-05
 6.000E+01, 4.658E+01, 4.669E+01, 3.938E+01, 7.222E+01, 2.814E+01, 4.050E+01, 7.105E+01, 2.850E+01,-1.360E+01, 2.094E-01, 4.682E-04, 7.489E+01
 1.200E+02, 6.706E+01, 6.970E+01, 6.791E+01, 9.660E+01, 3.668E+01, 7.154E+01, 9.976E+01, 3.779E+01,-1.862E+01, 2.079E-01, 1.305E-03, 1.001E+02
 1.800E+02, 7.803E+01, 8.004E+01, 8.061E+01, 1.095E+02, 4.399E+01, 8.271E+01, 1.127E+02, 4.471E+01,-4.415E+01, 2.059E-01, 2.452E-03, 1.000E+02
 2.400E+02, 8.279E+01, 8.620E+01, 8.619E+01, 1.133E+02, 4.894E+01, 9.258E+01, 1.167E+02, 4.925E+01,-5.801E+01, 2.031E-01, 4.008E-03, 1.002E+02
 3.000E+02, 8.440E+01, 8.870E+01, 8.857E+01, 1.145E+02, 5.009E+01, 9.687E+01, 1.191E+02, 5.015E+01,-6.500E+01, 2.003E-01, 5.559E-03, 1.002E+02
 3.600E+02, 8.682E+01, 8.994E+01, 9.134E+01, 1.177E+02, 5.138E+01, 9.713E+01, 1.208E+02, 5.187E+01,-6.653E+01, 1.975E-01, 7.097E-03, 1.002E+02
 4.200E+02, 8.740E+01, 9.060E+01, 9.202E+01, 1.181E+02, 5.205E+01, 9.813E+01, 1.217E+02, 5.196E+01,-6.639E+01, 1.951E-01, 8.482E-03, 1.002E+02
 4.800E+02, 8.945E+01, 9.286E+01, 9.321E+01, 1.230E+02, 5.218E+01, 1.004E+02, 1.246E+02, 5.366E+01,-6.644E+01, 1.927E-01, 9.792E-03, 1.003E+02
 5.400E+02, 9.029E+01, 9.463E+01, 9.399E+01, 1.235E+02, 5.336E+01, 1.038E+02, 1.255E+02, 5.459E+01,-6.580E+01, 1.906E-01, 1.097E-02, 1.003E+02
 6.000E+02, 9.104E+01, 9.530E+01, 9.481E+01, 1.241E+02, 5.421E+01, 1.041E+02, 1.274E+02, 5.435E+01,-6.581E+01, 1.887E-01, 1.204E-02, 1.002E+02
 6.600E+02, 9.265E+01, 9.690E+01, 9.650E+01, 1.257E+02, 5.573E+01, 1.055E+02, 1.294E+02, 5.577E+01,-6.482E+01, 1.870E-01, 1.296E-02, 1.003E+02
 7.200E+02, 9.309E+01, 9.742E+01, 9.764E+01, 1.264E+02, 5.524E+01, 1.055E+02, 1.301E+02, 5.665E+01,-6.540E+01, 1.856E-01, 1.375E-02, 1.002E+02
 7.800E+02, 9.357E+01, 9.826E+01, 9.750E+01, 1.263E+02, 5.688E+01, 1.079E+02, 1.305E+02, 5.634E+01,-6.587E+01, 1.846E-01, 1.433E-02, 1.001E+02
 8.400E+02, 9.430E+01, 9.866E+01, 9.791E+01, 1.289E+02, 5.608E+01, 1.077E+02, 1.307E+02, 5.760E+01,-6.464E+01, 1.837E-01, 1.485E-02, 1.002E+02
 9.000E+02, 9.493E+01, 9.955E+01, 9.982E+01, 1.285E+02, 5.650E+01, 1.082E+02, 1.323E+02, 5.811E+01,-6.457E+01, 1.828E-01, 1.534E-02, 1.002E+02
 9.600E+02, 9.661E+01, 1.006E+02, 1.009E+02, 1.303E+02, 5.870E+01, 1.083E+02, 1.342E+02, 5.931E+01,-6.358E+01, 1.822E-01, 1.568E-02, 1.002E+02
 1.020E+03, 9.759E+01, 1.014E+02, 1.012E+02, 1.323E+02, 5.930E+01, 1.104E+02, 1.339E+02, 5.983E+01,-6.436E+01, 1.816E-01, 1.599E-02, 1.002E+02
 1.080E+03, 9.824E+01, 1.019E+02, 1.023E+02, 1.325E+02, 5.996E+01, 1.100E+02, 1.351E+02, 6.057E+01,-6.375E+01, 1.811E-01, 1.629E-02, 1.001E+02
 1.140E+03, 9.869E+01, 1.031E+02, 1.026E+02, 1.330E+02, 6.054E+01, 1.117E+02, 1.365E+02, 6.120E+01,-6.338E+01, 1.806E-01, 1.657E-02, 1.003E+02
 1.200E+03, 1.002E+02, 1.037E+02, 1.033E+02, 1.362E+02, 6.121E+01, 1.123E+02, 1.369E+02, 6.180E+01,-6.351E+01, 1.802E-01, 1.679E-02, 1.002E+02
 1.260E+03, 1.003E+02, 1.045E+02, 1.040E+02, 1.359E+02, 6.095E+01, 1.144E+02, 1.365E+02, 6.250E+01,-6.435E+01, 1.798E-01, 1.701E-02, 1.002E+02
 1.320E+03, 1.012E+02, 1.056E+02, 1.037E+02, 1.374E+02, 6.251E+01, 1.147E+02, 1.394E+02, 6.255E+01,-6.307E+01, 1.795E-01, 1.719E-02, 1.004E+02
 1.380E+03, 1.017E+02, 1.058E+02, 1.056E+02, 1.370E+02, 6.255E+01, 1.159E+02, 1.387E+02, 6.272E+01,-6.314E+01, 1.792E-01, 1.733E-02, 1.001E+02
 1.440E+03, 1.027E+02, 1.062E+02, 1.063E+02, 1.374E+02, 6.447E+01, 1.150E+02, 1.395E+02, 6.397E+01,-6.302E+01, 1.791E-01, 1.742E-02, 1.002E+02
 1.500E+03, 1.024E+02, 1.066E+02, 1.065E+02, 1.372E+02, 6.346E+01, 1.149E+02, 1.399E+02, 6.496E+01,-6.319E+01, 1.789E-01, 1.751E-02, 1.002E+02
 1.560E+03, 1.039E+02, 1.073E+02, 1.068E+02, 1.408E+02, 6.421E+01, 1.167E+02, 1.406E+02, 6.466E+01,-6.315E+01, 1.788E-01, 1.757E-02, 1.002E+02
 1.620E+03, 1.049E+02, 1.082E+02, 1.078E+02, 1.414E+02, 6.552E+01, 1.167E+02, 1.423E+02, 6.567E+01,-6.267E+01, 1.788E-01, 1.759E-02, 1.002E+02
 1.680E+03, 1.055E+02, 1.086E+02, 1.093E+02, 1.407E+02, 6.628E+01, 1.150E+02, 1.441E+02, 6.657E+01,-6.208E+01, 1.787E-01, 1.764E-02, 1.002E+02
 1.740E+03, 1.051E+02, 1.109E+02, 1.093E+02, 1.397E+02, 6.625E+01, 1.191E+02, 1.463E+02, 6.715E+01,-6.234E+01, 1.786E-01, 1.769E-02, 1.003E+02
 1.800E+03, 1.058E+02, 1.100E+02, 1.096E+02, 1.410E+02, 6.690E+01, 1.170E+02, 1.462E+02, 6.672E+01,-6.270E+01, 1.786E-01, 1.766E-02, 1.002E+02
 1.860E+03, 1.069E+02, 1.111E+02, 1.103E+02, 1.428E+02, 6.750E+01, 1.202E+02, 1.453E+02, 6.784E+01,-6.214E+01, 1.786E-01, 1.767E-02, 1.003E+02
 1.920E+03, 1.075E+02, 1.112E+02, 1.115E+02, 1.436E+02, 6.729E+01, 1.204E+02, 1.452E+02, 6.800E+01,-6.200E+01, 1.786E-01, 1.766E-02, 1.003E+02
 1.980E+03, 1.075E+02, 1.119E+02, 1.124E+02, 1.416E+02, 6.854E+01, 1.216E+02, 1.462E+02, 6.775E+01,-6.170E+01, 1.787E-01, 1.764E-02, 1.002E+02
 2.040E+03, 1.077E+02, 1.118E+02, 1.116E+02, 1.431E+02, 6.829E+01, 1.199E+02, 1.471E+02, 6.833E+01,-6.194E+01, 1.786E-01, 1.766E-02, 1.003E+02
 2.100E+03, 1.089E+02, 1.126E+02, 1.121E+02, 1.459E+02, 6.862E+01, 1.206E+02, 1.475E+02, 6.961E+01,-6.259E+01, 1.786E-01, 1.770E-02, 1.001E+02
 2.160E+03, 1.095E+02, 1.132E+02, 1.126E+02, 1.455E+02, 7.024E+01, 1.217E+02, 1.481E+02, 6.990E+01,-6.152E+01, 1.784E-01, 1.778E-02, 1.002E+02
 2.220E+03, 1.097E+02, 1.139E+02, 1.131E+02, 1.460E+02, 6.994E+01, 1.236E+02, 1.485E+02, 6.980E+01,-6.116E+01, 1.783E-01, 1.782E-02, 1.002E+02
 2.280E+03, 1.096E+02, 1.140E+02, 1.141E+02, 1.444E+02, 7.041E+01, 1.229E+02, 1.481E+02, 7.085E+01,-6.128E+01, 1.784E-01, 1.782E-02, 1.001E+02
 2.340E+03, 1.108E+02, 1.142E+02, 1.142E+02, 1.476E+02, 7.072E+01, 1.227E+02, 1.493E+02, 7.068E+01,-6.102E+01, 1.783E-01, 1.783E-02, 1.002E+02
 2.400E+03, 1.117E+02, 1.148E+02, 1.133E+02, 1.487E+02, 7.296E+01, 1.226E+02, 1.499E+02, 7.187E+01,-6.154E+01, 1.782E-01, 1.792E-02, 1.002E+02
 2.460E+03, 1.125E+02, 1.161E+02, 1.148E+02, 1.503E+02, 7.234E+01, 1.257E+02, 1.507E+02, 7.197E+01,-6.171E+01, 1.780E-01, 1.801E-02, 1.003E+02
 2.520E+03, 1.124E+02, 1.156E+02, 1.152E+02, 1.494E+02, 7.251E+01, 1.234E+02, 1.520E+02, 7.150E+01,-6.133E+01, 1.779E-01, 1.805E-02, 1.002E+02
 2.580E+03, 1.131E+02, 1.155E+02, 1.172E+02, 1.487E+02, 7.346E+01, 1.229E+02, 1.518E+02, 7.189E+01,-6.085E+01, 1.781E-01, 1.799E-02, 1.003E+02
 2.640E+03, 1.129E+02, 1.163E+02, 1.178E+02, 1.483E+02, 7.265E+01, 1.246E+02, 1.511E+02, 7.312E+01,-6.125E+01, 1.782E-01, 1.791E-02, 1.002E+02
 2.700E+03, 1.130E+02, 1.175E+02, 1.173E+02, 1.481E+02, 7.368E+01, 1.259E+02, 1.532E+02, 7.346E+01,-6.075E+01, 1.783E-01, 1.787E-02, 1.001E+02
 2.760E+03, 1.149E+02, 1.179E+02, 1.179E+02, 1.531E+02, 7.359E+01, 1.277E+02, 1.526E+02, 7.331E+01,-6.154E+01, 1.783E-01, 1.787E-02, 1.001E+02
 2.820E+03, 1.139E+02, 1.174E+02, 1.181E+02, 1.496E+02, 7.398E+01, 1.255E+02, 1.524E+02, 7.414E+01,-6.056E+01, 1.782E-01, 1.788E-02, 1.002E+02
 2.880E+03, 1.144E+02, 1.170E+02, 1.179E+02, 1.504E+02, 7.497E+01, 1.237E+02, 1.526E+02, 7.472E+01,-6.100E+01, 1.782E-01, 1.790E-02, 1.002E+02
 2.940E+03, 1.149E+02, 1.186E+02, 1.193E+02, 1.504E+02, 7.498E+01, 1.266E+02, 1.546E+02, 7.474E+01,-6.066E+01, 1.782E-01, 1.791E-02, 1.002E+02
 3.000E+03, 1.165E+02, 1.192E+02, 1.195E+02, 1.543E+02, 7.572E+01, 1.283E+02, 1.553E+02, 7.384E+01,-6.050E+01, 1.782E-01, 1.793E-02, 1.003E+02
 3.060E+03, 1.156E+02, 1.198E+02, 1.202E+02, 1.511E+02, 7.549E+01, 1.292E+02, 1.551E+02, 7.501E+01,-6.059E+01, 1.781E-01, 1.795E-02, 1.002E+02
 3.120E+03, 1.157E+02, 1.194E+02, 1.204E+02, 1.510E+02, 7.560E+01, 1.271E+02, 1.554E+02, 7.573E+01,-6.056E+01, 1.781E-01, 1.795E-02, 1.003E+02
 3.180E+03, 1.168E+02, 1.200E+02, 1.203E+02, 1.540E+02, 7.602E+01, 1.288E+02, 1.560E+02, 7.529E+01,-6.066E+01, 1.781E-01, 1.794E-02, 1.003E+02
 3.240E+03, 1.176E+02, 1.203E+02, 1.216E+02, 1.537E+02, 7.764E+01, 1.278E+02, 1.567E+02, 7.653E+01,-6.005E+01, 1.781E-01, 1.798E-02, 1.002E+02
