s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol
Time,"A-01","A-02","A-03","A-04","A-05","A-06","A-07","A-08","A-09","A-10","B-01","B-02","B-03","B-04","B-05","B-06","B-07","B-08","B-09","B-10","C-01","C-02","C-03","C-04","C-05","C-06","C-07","C-08","C-09","C-10","D-01","D-02","D-03","D-04","D-05","D-06","D-07","D-08","D-09","D-10","E-01","E-02","E-03","E-04","E-05","E-06","E-07","E-08","F-01","F-02","F-03","F-04","F-05","F-06","F-07","F-08","F-09","F-10","G-01","G-02","G-03","G-04","G-05","G-06","G-07","G-08","G-09","G-10","H-01_VEL","H-01_TEMP","H-02_VEL","H-02_TEMP","H-03_VEL","H-03_TEMP","H-04_VEL","H-04_TEMP","I-01_VEL","I-01_TEMP","I-02_VEL","I-02_TEMP","I-03_VEL","I-03_TEMP","I-04_VEL","I-04_TEMP","J-01_VEL","J-01_TEMP","J-02_VEL","J-02_TEMP","J-03_VEL","J-03_TEMP","J-04_VEL","J-04_TEMP","K-01_VEL","K-01_TEMP","K-02_VEL","K-02_TEMP","K-03_VEL","K-03_TEMP","K-04_VEL","K-04_TEMP","Wall_RADI_1","Wall_THFG_1","Wall_THFG_2","Hall_THFG","O2-1","O2-2","O2-3","O2-4"
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01,-1.292E-05,-1.292E-05,-1.174E-05,-1.235E-05, 2.068E-01, 2.068E-01, 2.068E-01, 2.068E-01
 1.500E+01, 2.731E+01, 2.727E+01, 2.735E+01, 2.722E+01, 2.723E+01, 2.773E+01, 3.270E+01, 3.885E+01, 3.885E+01, 4.681E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-3.755E-02, 2.701E+01,-4.062E-02, 2.701E+01, 4.445E-02, 2.723E+01, 2.368E-01, 2.841E+01, 3.207E-02, 2.700E+01, 3.620E-02, 2.700E+01, 3.597E-02, 2.700E+01, 3.730E-02, 2.700E+01, 3.439E-02, 2.700E+01, 3.684E-02, 2.700E+01, 3.350E-02, 2.700E+01, 3.399E-02, 2.700E+01, 3.551E-02, 2.700E+01, 3.539E-02, 2.700E+01, 3.636E-02, 2.700E+01, 3.580E-02, 2.700E+01, 1.308E+00, 1.312E+00, 1.321E+00, 4.382E-01, 2.068E-01, 2.068E-01, 2.068E-01, 2.068E-01
 3.001E+01, 2.818E+01, 2.818E+01, 2.839E+01, 2.819E+01, 3.043E+01, 5.683E+01, 8.759E+01, 1.078E+02, 1.078E+02, 1.243E+02, 2.707E+01, 2.709E+01, 2.711E+01, 2.715E+01, 2.966E+01, 3.722E+01, 5.858E+01, 7.495E+01, 7.495E+01, 7.283E+01, 2.704E+01, 2.848E+01, 3.106E+01, 3.342E+01, 3.578E+01, 3.776E+01, 4.384E+01, 4.557E+01, 4.557E+01, 4.317E+01, 2.701E+01, 2.702E+01, 2.714E+01, 2.784E+01, 2.896E+01, 3.171E+01, 3.333E+01, 3.440E+01, 3.440E+01, 3.637E+01, 2.702E+01, 2.714E+01, 2.715E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-3.570E-01, 2.714E+01,-3.636E-01, 2.722E+01, 8.853E-02, 3.416E+01, 1.528E+00, 8.480E+01,-2.942E-01, 2.706E+01,-3.288E-01, 2.719E+01, 3.135E-01, 3.681E+01, 1.255E+00, 6.070E+01, 9.040E-02, 2.700E+01, 8.900E-02, 2.700E+01, 9.104E-02, 2.700E+01, 8.414E-02, 2.700E+01, 8.980E-02, 2.700E+01, 8.875E-02, 2.700E+01, 8.823E-02, 2.700E+01, 8.978E-02, 2.700E+01, 3.874E+00, 3.899E+00, 4.323E+00, 1.283E+00, 2.068E-01, 2.068E-01, 2.068E-01, 2.068E-01
 4.501E+01, 2.939E+01, 2.927E+01, 2.979E+01, 3.028E+01, 3.688E+01, 1.007E+02, 1.431E+02, 1.714E+02, 1.714E+02, 1.841E+02, 2.766E+01, 2.765E+01, 2.981E+01, 3.574E+01, 4.136E+01, 6.942E+01, 1.145E+02, 1.355E+02, 1.355E+02, 1.306E+02, 2.908E+01, 3.023E+01, 3.295E+01, 5.379E+01, 8.249E+01, 8.691E+01, 1.040E+02, 1.069E+02, 1.069E+02, 9.857E+01, 2.828E+01, 3.083E+01, 3.500E+01, 3.765E+01, 4.489E+01, 8.234E+01, 8.421E+01, 8.136E+01, 8.136E+01, 8.038E+01, 4.876E+01, 4.362E+01, 3.827E+01, 3.687E+01, 3.654E+01, 3.689E+01, 4.010E+01, 4.389E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.719E+01, 2.729E+01, 2.904E+01, 3.002E+01, 3.061E+01, 3.061E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-4.175E-01, 2.873E+01,-5.477E-01, 3.349E+01, 2.712E-01, 5.306E+01, 1.819E+00, 1.419E+02,-4.477E-01, 2.846E+01,-4.710E-01, 3.926E+01, 4.575E-01, 6.914E+01, 1.560E+00, 1.202E+02, 7.774E-02, 2.700E+01, 7.569E-02, 2.700E+01, 7.483E-02, 2.708E+01, 3.136E-01, 2.770E+01, 1.306E-01, 2.700E+01, 1.291E-01, 2.700E+01, 1.301E-01, 2.700E+01, 1.301E-01, 2.700E+01, 6.427E+00, 6.484E+00, 6.061E+00, 2.105E+00, 2.068E-01, 2.068E-01, 2.066E-01, 2.067E-01
 6.000E+01, 3.079E+01, 3.159E+01, 3.491E+01, 4.369E+01, 6.443E+01, 1.450E+02, 1.995E+02, 2.341E+02, 2.341E+02, 2.476E+02, 3.001E+01, 3.205E+01, 3.831E+01, 5.641E+01, 7.504E+01, 1.122E+02, 1.621E+02, 1.846E+02, 1.846E+02, 1.763E+02, 3.897E+01, 4.083E+01, 4.459E+01, 8.903E+01, 1.189E+02, 1.308E+02, 1.460E+02, 1.476E+02, 1.476E+02, 1.353E+02, 3.902E+01, 4.513E+01, 5.224E+01, 5.922E+01, 7.050E+01, 1.077E+02, 1.302E+02, 1.260E+02, 1.260E+02, 1.215E+02, 6.575E+01, 5.978E+01, 5.738E+01, 5.677E+01, 5.667E+01, 5.929E+01, 6.736E+01, 7.165E+01, 2.705E+01, 2.707E+01, 2.791E+01, 2.905E+01, 3.170E+01, 3.616E+01, 4.571E+01, 4.773E+01, 4.815E+01, 4.815E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.709E+01, 2.735E+01, 2.761E+01, 2.754E+01, 2.740E+01, 2.740E+01,-4.833E-01, 3.352E+01,-7.068E-01, 5.756E+01, 2.905E-01, 9.260E+01, 2.060E+00, 1.907E+02,-5.587E-01, 3.476E+01,-6.224E-01, 6.092E+01, 5.355E-01, 1.125E+02, 1.769E+00, 1.621E+02,-2.144E-01, 2.704E+01,-1.699E-01, 2.768E+01, 2.869E-01, 3.144E+01, 1.030E+00, 4.263E+01,-8.742E-03, 2.701E+01,-7.212E-03, 2.702E+01, 1.104E-01, 2.773E+01, 4.583E-01, 2.987E+01, 8.232E+00, 8.331E+00, 8.302E+00, 2.889E+00, 2.068E-01, 2.068E-01, 2.059E-01, 2.061E-01
 7.500E+01, 3.447E+01, 3.828E+01, 4.611E+01, 6.241E+01, 9.125E+01, 1.873E+02, 2.511E+02, 2.965E+02, 2.965E+02, 3.124E+02, 3.479E+01, 4.112E+01, 4.985E+01, 7.334E+01, 1.078E+02, 1.458E+02, 2.077E+02, 2.330E+02, 2.330E+02, 2.230E+02, 5.008E+01, 5.483E+01, 5.985E+01, 1.061E+02, 1.562E+02, 1.719E+02, 1.884E+02, 1.902E+02, 1.902E+02, 1.741E+02, 5.430E+01, 6.010E+01, 6.899E+01, 8.162E+01, 9.543E+01, 1.372E+02, 1.681E+02, 1.632E+02, 1.632E+02, 1.583E+02, 9.027E+01, 8.301E+01, 8.167E+01, 8.375E+01, 8.371E+01, 8.617E+01, 9.326E+01, 9.762E+01, 2.715E+01, 2.719E+01, 2.997E+01, 3.542E+01, 4.504E+01, 5.400E+01, 6.273E+01, 6.574E+01, 6.819E+01, 6.819E+01, 2.708E+01, 2.726E+01, 2.733E+01, 2.885E+01, 3.200E+01, 3.616E+01, 4.294E+01, 4.363E+01, 4.255E+01, 4.255E+01,-6.383E-01, 4.466E+01,-8.294E-01, 8.098E+01, 1.835E-02, 1.217E+02, 2.293E+00, 2.418E+02,-3.566E-01, 4.216E+01,-7.776E-01, 7.742E+01, 3.885E-01, 1.479E+02, 2.033E+00, 2.072E+02,-5.022E-01, 2.715E+01,-3.322E-02, 3.232E+01, 6.097E-01, 4.492E+01, 1.337E+00, 6.296E+01,-3.886E-01, 2.708E+01,-3.332E-01, 2.756E+01, 3.351E-01, 3.435E+01, 1.027E+00, 4.617E+01, 9.164E+00, 9.380E+00, 9.236E+00, 3.404E+00, 2.062E-01, 2.059E-01, 2.049E-01, 2.039E-01
 9.000E+01, 4.236E+01, 4.850E+01, 5.883E+01, 7.947E+01, 1.173E+02, 2.053E+02, 2.714E+02, 3.173E+02, 3.173E+02, 3.389E+02, 3.744E+01, 4.899E+01, 5.918E+01, 8.307E+01, 1.285E+02, 1.687E+02, 2.258E+02, 2.537E+02, 2.537E+02, 2.432E+02, 5.747E+01, 6.247E+01, 6.848E+01, 1.082E+02, 1.744E+02, 1.883E+02, 2.085E+02, 2.105E+02, 2.105E+02, 1.937E+02, 6.305E+01, 6.774E+01, 7.541E+01, 9.015E+01, 1.077E+02, 1.485E+02, 1.892E+02, 1.854E+02, 1.854E+02, 1.790E+02, 1.043E+02, 1.008E+02, 1.005E+02, 1.015E+02, 1.020E+02, 1.034E+02, 1.109E+02, 1.158E+02, 2.728E+01, 2.739E+01, 2.822E+01, 3.426E+01, 5.157E+01, 7.237E+01, 8.155E+01, 8.549E+01, 8.787E+01, 8.787E+01, 2.773E+01, 3.088E+01, 3.323E+01, 3.751E+01, 4.404E+01, 5.258E+01, 6.248E+01, 6.309E+01, 6.093E+01, 6.093E+01,-7.107E-01, 5.372E+01,-9.370E-01, 9.399E+01,-1.477E-01, 1.507E+02, 2.399E+00, 2.614E+02,-6.001E-01, 4.803E+01,-8.242E-01, 8.305E+01, 4.370E-01, 1.704E+02, 2.126E+00, 2.260E+02,-6.735E-01, 2.738E+01,-2.965E-01, 3.503E+01, 6.843E-01, 6.015E+01, 1.554E+00, 8.179E+01,-6.376E-01, 2.833E+01,-3.585E-01, 3.388E+01, 4.624E-01, 4.831E+01, 1.097E+00, 6.463E+01, 9.078E+00, 9.381E+00, 9.790E+00, 3.575E+00, 2.044E-01, 2.037E-01, 2.021E-01, 2.010E-01
 1.050E+02, 5.147E+01, 6.009E+01, 7.173E+01, 8.742E+01, 1.215E+02, 2.114E+02, 2.824E+02, 3.302E+02, 3.302E+02, 3.517E+02, 4.173E+01, 5.504E+01, 6.725E+01, 9.108E+01, 1.323E+02, 1.773E+02, 2.342E+02, 2.648E+02, 2.648E+02, 2.544E+02, 6.374E+01, 7.080E+01, 7.686E+01, 1.220E+02, 1.804E+02, 1.895E+02, 2.180E+02, 2.219E+02, 2.219E+02, 2.063E+02, 6.628E+01, 7.519E+01, 8.748E+01, 1.004E+02, 1.149E+02, 1.636E+02, 1.949E+02, 1.917E+02, 1.917E+02, 1.858E+02, 1.174E+02, 1.099E+02, 1.075E+02, 1.091E+02, 1.104E+02, 1.122E+02, 1.175E+02, 1.223E+02, 2.761E+01, 2.818E+01, 2.973E+01, 3.582E+01, 5.804E+01, 7.916E+01, 8.868E+01, 9.189E+01, 9.456E+01, 9.456E+01, 3.025E+01, 3.724E+01, 4.392E+01, 5.002E+01, 5.797E+01, 6.605E+01, 7.440E+01, 7.470E+01, 7.173E+01, 7.173E+01,-6.927E-01, 6.167E+01,-9.222E-01, 1.008E+02,-2.614E-01, 1.591E+02, 2.400E+00, 2.728E+02,-4.819E-01, 5.537E+01,-9.964E-01, 9.189E+01, 1.707E-01, 1.761E+02, 2.198E+00, 2.375E+02,-7.141E-01, 2.866E+01,-3.865E-01, 3.778E+01, 6.844E-01, 6.929E+01, 1.493E+00, 8.987E+01,-6.537E-01, 3.240E+01,-2.616E-01, 4.308E+01, 5.749E-01, 6.084E+01, 1.077E+00, 7.639E+01, 8.379E+00, 8.761E+00, 9.443E+00, 3.490E+00, 2.034E-01, 2.029E-01, 2.009E-01, 1.990E-01
 1.200E+02, 5.674E+01, 6.776E+01, 7.916E+01, 9.355E+01, 1.307E+02, 2.283E+02, 2.911E+02, 3.313E+02, 3.313E+02, 3.447E+02, 4.928E+01, 5.994E+01, 7.123E+01, 9.379E+01, 1.339E+02, 1.782E+02, 2.362E+02, 2.672E+02, 2.672E+02, 2.570E+02, 6.733E+01, 7.032E+01, 7.608E+01, 1.257E+02, 1.873E+02, 1.927E+02, 2.215E+02, 2.265E+02, 2.265E+02, 2.108E+02, 6.570E+01, 7.455E+01, 8.927E+01, 1.033E+02, 1.203E+02, 1.746E+02, 1.988E+02, 1.952E+02, 1.952E+02, 1.892E+02, 1.212E+02, 1.155E+02, 1.159E+02, 1.171E+02, 1.172E+02, 1.182E+02, 1.238E+02, 1.267E+02, 2.848E+01, 2.991E+01, 3.222E+01, 4.083E+01, 6.079E+01, 8.163E+01, 9.239E+01, 9.496E+01, 9.775E+01, 9.775E+01, 3.010E+01, 3.880E+01, 4.752E+01, 5.783E+01, 6.508E+01, 7.195E+01, 7.909E+01, 7.956E+01, 7.665E+01, 7.665E+01,-7.376E-01, 6.656E+01,-8.473E-01, 1.058E+02,-2.141E-01, 1.603E+02, 2.455E+00, 2.741E+02,-5.910E-01, 6.080E+01,-9.475E-01, 9.418E+01, 3.339E-01, 1.774E+02, 2.246E+00, 2.411E+02,-6.727E-01, 3.095E+01,-3.246E-01, 4.224E+01, 7.788E-01, 7.695E+01, 1.505E+00, 9.300E+01,-5.431E-01, 3.499E+01,-2.280E-01, 4.930E+01, 4.876E-01, 6.708E+01, 9.931E-01, 8.055E+01, 8.510E+00, 8.918E+00, 9.988E+00, 3.619E+00, 2.017E-01, 2.008E-01, 1.985E-01, 1.971E-01
