s,C,C,kg/m2,kW/kg
 2.8000000E+001, 4.8000000E+001, 4.4327076E+001, 1.6000000E-002, 4.0803872E-010
 2.9000000E+001, 4.8960000E+001, 4.5345723E+001, 1.6000000E-002, 5.7228254E-010
 3.0000000E+001, 5.0080000E+001, 4.6348173E+001, 1.6000000E-002, 7.9577666E-010
 3.1000000E+001, 5.1040000E+001, 4.7374724E+001, 1.6000000E-002, 1.0985345E-009
 3.2000000E+001, 5.2000000E+001, 4.8412523E+001, 1.6000000E-002, 1.5250504E-009
 3.3000000E+001, 5.2960000E+001, 4.9429787E+001, 1.6000000E-002, 2.1203230E-009
 3.4000000E+001, 5.4080000E+001, 5.0430507E+001, 1.6000000E-002, 2.9226999E-009
 3.5000000E+001, 5.5040000E+001, 5.1456310E+001, 1.6000000E-002, 3.9999495E-009
 3.6000000E+001, 5.6000000E+001, 5.2493613E+001, 1.6000000E-002, 5.5062666E-009
 3.7000000E+001, 5.6960000E+001, 5.3509537E+001, 1.6000000E-002, 7.5916838E-009
 3.8000000E+001, 5.8080000E+001, 5.4508583E+001, 1.6000000E-002, 1.0377081E-008
 3.9000000E+001, 5.9040000E+001, 5.5533720E+001, 1.6000000E-002, 1.4084669E-008
 4.0000000E+001, 6.0000000E+001, 5.6570602E+001, 1.6000000E-002, 1.9232390E-008
 4.1000000E+001, 6.0960000E+001, 5.7585235E+001, 1.6000000E-002, 2.6304222E-008
 4.2000000E+001, 6.2080000E+001, 5.8582667E+001, 1.6000000E-002, 3.5666769E-008
 4.3000000E+001, 6.3040000E+001, 5.9607221E+001, 1.6000000E-002, 4.8026623E-008
 4.4000000E+001, 6.4000000E+001, 6.0643752E+001, 1.6000000E-002, 6.5072298E-008
 4.5000000E+001, 6.4960000E+001, 6.1657141E+001, 1.6000000E-002, 8.8316069E-008
 4.6000000E+001, 6.6080000E+001, 6.2653015E+001, 1.6000000E-002, 1.1882761E-007
 4.7000000E+001, 6.7040000E+001, 6.3677066E+001, 1.6000000E-002, 1.5878888E-007
 4.8000000E+001, 6.8000000E+001, 6.4713311E+001, 1.6000000E-002, 2.1354881E-007
 4.9000000E+001, 6.8960000E+001, 6.5725497E+001, 1.6000000E-002, 2.8768961E-007
 5.0000000E+001, 7.0080000E+001, 6.6719865E+001, 1.6000000E-002, 3.8421242E-007
 5.1000000E+001, 7.1040000E+001, 6.7743488E+001, 1.6000000E-002, 5.0966930E-007
 5.2000000E+001, 7.2000000E+001, 6.8779508E+001, 1.6000000E-002, 6.8054443E-007
 5.3000000E+001, 7.2960000E+001, 6.9790528E+001, 1.6000000E-002, 9.1031462E-007
 5.4000000E+001, 7.4080000E+001, 7.0783438E+001, 1.6000000E-002, 1.2070670E-006
 5.5000000E+001, 7.5040000E+001, 7.1806703E+001, 1.6000000E-002, 1.5899578E-006
 5.6000000E+001, 7.6000000E+001, 7.2842552E+001, 1.6000000E-002, 2.1084603E-006
 5.7000000E+001, 7.6960000E+001, 7.3852437E+001, 1.6000000E-002, 2.8010841E-006
 5.8000000E+001, 7.8080000E+001, 7.4843934E+001, 1.6000000E-002, 3.6887134E-006
 5.9000000E+001, 7.9040000E+001, 7.5866909E+001, 1.6000000E-002, 4.8259471E-006
 6.0000000E+001, 8.0000000E+001, 7.6902638E+001, 1.6000000E-002, 6.3575325E-006
 6.1000000E+001, 8.0960000E+001, 7.7911416E+001, 1.6000000E-002, 8.3904694E-006
 6.2000000E+001, 8.2080000E+001, 7.8901542E+001, 1.6000000E-002, 1.0976250E-005
 6.3000000E+001, 8.3040000E+001, 7.9924291E+001, 1.6000000E-002, 1.4266754E-005
 6.4000000E+001, 8.4000000E+001, 8.0959946E+001, 1.6000000E-002, 1.8675221E-005
 6.5000000E+001, 8.4960000E+001, 8.1967640E+001, 1.6000000E-002, 2.4490952E-005
 6.6000000E+001, 8.6080000E+001, 8.2956434E+001, 1.6000000E-002, 3.1834398E-005
 6.7000000E+001, 8.7040000E+001, 8.3979019E+001, 1.6000000E-002, 4.1118365E-005
 6.8000000E+001, 8.8000000E+001, 8.5014640E+001, 1.6000000E-002, 5.3495057E-005
 6.9000000E+001, 8.8960000E+001, 8.6021271E+001, 1.6000000E-002, 6.9726132E-005
 7.0000000E+001, 9.0080000E+001, 8.7008770E+001, 1.6000000E-002, 9.0075917E-005
 7.1000000E+001, 9.1040000E+001, 8.8031249E+001, 1.5999999E-002, 1.1564187E-004
 7.2000000E+001, 9.2000000E+001, 8.9066876E+001, 1.5999999E-002, 1.4956419E-004
 7.3000000E+001, 9.2960000E+001, 9.0072460E+001, 1.5999999E-002, 1.9379660E-004
 7.4000000E+001, 9.4080000E+001, 9.1058699E+001, 1.5999999E-002, 2.4887158E-004
 7.5000000E+001, 9.5040000E+001, 9.2081128E+001, 1.5999998E-002, 3.1764586E-004
 7.6000000E+001, 9.6000000E+001, 9.3116794E+001, 1.5999998E-002, 4.0849144E-004
 7.7000000E+001, 9.6960000E+001, 9.4121346E+001, 1.5999997E-002, 5.2629334E-004
 7.8000000E+001, 9.8080000E+001, 9.5106359E+001, 1.5999997E-002, 6.7198914E-004
 7.9000000E+001, 9.9040000E+001, 9.6128792E+001, 1.5999996E-002, 8.5286702E-004
 8.0000000E+001, 1.0000000E+002, 9.7164529E+001, 1.5999994E-002, 1.0907778E-003
 8.1000000E+001, 1.0096000E+002, 9.8168060E+001, 1.5999993E-002, 1.3976320E-003
 8.2000000E+001, 1.0208000E+002, 9.9151879E+001, 1.5999991E-002, 1.7746686E-003
 8.3000000E+001, 1.0304000E+002, 1.0017437E+002, 1.5999988E-002, 2.2401282E-003
 8.4000000E+001, 1.0400000E+002, 1.0121020E+002, 1.5999985E-002, 2.8498808E-003
 8.5000000E+001, 1.0496000E+002, 1.0221272E+002, 1.5999981E-002, 3.6322509E-003
 8.6000000E+001, 1.0608000E+002, 1.0319538E+002, 1.5999976E-002, 4.5874463E-003
 8.7000000E+001, 1.0704000E+002, 1.0421797E+002, 1.5999970E-002, 5.7602901E-003
 8.8000000E+001, 1.0800000E+002, 1.0525393E+002, 1.5999962E-002, 7.2908225E-003
 8.9000000E+001, 1.0896000E+002, 1.0625545E+002, 1.5999951E-002, 9.2447497E-003
 9.0000000E+001, 1.1008000E+002, 1.0723697E+002, 1.5999938E-002, 1.1615494E-002
 9.1000000E+001, 1.1104000E+002, 1.0825972E+002, 1.5999922E-002, 1.4511292E-002
 9.2000000E+001, 1.1200000E+002, 1.0929582E+002, 1.5999902E-002, 1.8276458E-002
 9.3000000E+001, 1.1296000E+002, 1.1029634E+002, 1.5999876E-002, 2.3059664E-002
 9.4000000E+001, 1.1408000E+002, 1.1127676E+002, 1.5999844E-002, 2.8828067E-002
 9.5000000E+001, 1.1504000E+002, 1.1229971E+002, 1.5999804E-002, 3.5838688E-002
 9.6000000E+001, 1.1600000E+002, 1.1333598E+002, 1.5999754E-002, 4.4922401E-002
 9.7000000E+001, 1.1696000E+002, 1.1433550E+002, 1.5999691E-002, 5.6407224E-002
 9.8000000E+001, 1.1808000E+002, 1.1531485E+002, 1.5999613E-002, 7.0175488E-002
 9.9000000E+001, 1.1904000E+002, 1.1633804E+002, 1.5999516E-002, 8.6827783E-002
 1.0000000E+002, 1.2000000E+002, 1.1737451E+002, 1.5999395E-002, 1.0833298E-001
 1.0100000E+002, 1.2096000E+002, 1.1837304E+002, 1.5999245E-002, 1.3539621E-001
 1.0200000E+002, 1.2208000E+002, 1.1935135E+002, 1.5999058E-002, 1.6765164E-001
 1.0300000E+002, 1.2304000E+002, 1.2037483E+002, 1.5998828E-002, 2.0648099E-001
 1.0400000E+002, 1.2400000E+002, 1.2141150E+002, 1.5998542E-002, 2.5646751E-001
 1.0500000E+002, 1.2496000E+002, 1.2240905E+002, 1.5998186E-002, 3.1908606E-001
 1.0600000E+002, 1.2608000E+002, 1.2338636E+002, 1.5997748E-002, 3.9329042E-001
 1.0700000E+002, 1.2704000E+002, 1.2441019E+002, 1.5997211E-002, 4.8221089E-001
 1.0800000E+002, 1.2800000E+002, 1.2544710E+002, 1.5996547E-002, 5.9633090E-001
 1.0900000E+002, 1.2896000E+002, 1.2644368E+002, 1.5995724E-002, 7.3864358E-001
 1.1000000E+002, 1.3008000E+002, 1.2742003E+002, 1.5994714E-002, 9.0632185E-001
 1.1100000E+002, 1.3104000E+002, 1.2844428E+002, 1.5993481E-002, 1.1063477E+000
 1.1200000E+002, 1.3200000E+002, 1.2948147E+002, 1.5991964E-002, 1.3622785E+000
 1.1300000E+002, 1.3296000E+002, 1.3047710E+002, 1.5990092E-002, 1.6799754E+000
 1.1400000E+002, 1.3408000E+002, 1.3145258E+002, 1.5987806E-002, 2.0521019E+000
 1.1500000E+002, 1.3504000E+002, 1.3247731E+002, 1.5985027E-002, 2.4939710E+000
 1.1600000E+002, 1.3600000E+002, 1.3351489E+002, 1.5981621E-002, 3.0575376E+000
 1.1700000E+002, 1.3696000E+002, 1.3450961E+002, 1.5977439E-002, 3.7537410E+000
 1.1800000E+002, 1.3808000E+002, 1.3548435E+002, 1.5972355E-002, 4.5640568E+000
 1.1900000E+002, 1.3904000E+002, 1.3650971E+002, 1.5966203E-002, 5.5214074E+000
 1.2000000E+002, 1.4000000E+002, 1.3754786E+002, 1.5958697E-002, 6.7379573E+000
 1.2100000E+002, 1.4096000E+002, 1.3854177E+002, 1.5949526E-002, 8.2325902E+000
 1.2200000E+002, 1.4208000E+002, 1.3951600E+002, 1.5938431E-002, 9.9591726E+000
 1.2300000E+002, 1.4304000E+002, 1.4054223E+002, 1.5925077E-002, 1.1986618E+001
 1.2400000E+002, 1.4400000E+002, 1.4158133E+002, 1.5908867E-002, 1.4550534E+001
 1.2500000E+002, 1.4496000E+002, 1.4257461E+002, 1.5889173E-002, 1.7678499E+001
 1.2600000E+002, 1.4608000E+002, 1.4354878E+002, 1.5865494E-002, 2.1255345E+001
 1.2700000E+002, 1.4704000E+002, 1.4457631E+002, 1.5837176E-002, 2.5419585E+001
 1.2800000E+002, 1.4800000E+002, 1.4561712E+002, 1.5803036E-002, 3.0646521E+001
 1.2900000E+002, 1.4896000E+002, 1.4661008E+002, 1.5761864E-002, 3.6957856E+001
 1.3000000E+002, 1.5008000E+002, 1.4758506E+002, 1.5712780E-002, 4.4060574E+001
 1.3100000E+002, 1.5104000E+002, 1.4861465E+002, 1.5654612E-002, 5.2215198E+001
 1.3200000E+002, 1.5200000E+002, 1.4965860E+002, 1.5585189E-002, 6.2318048E+001
 1.3300000E+002, 1.5296000E+002, 1.5065172E+002, 1.5502411E-002, 7.4306949E+001
 1.3400000E+002, 1.5408000E+002, 1.5162902E+002, 1.5405026E-002, 8.7418229E+001
 1.3500000E+002, 1.5504000E+002, 1.5266195E+002, 1.5291294E-002, 1.0209327E+002
 1.3600000E+002, 1.5600000E+002, 1.5371148E+002, 1.5157803E-002, 1.1982940E+002
 1.3700000E+002, 1.5696000E+002, 1.5470523E+002, 1.5001609E-002, 1.4020867E+002
 1.3800000E+002, 1.5808000E+002, 1.5568714E+002, 1.4821967E-002, 1.6125605E+002
 1.3900000E+002, 1.5904000E+002, 1.5672499E+002, 1.4617375E-002, 1.8365232E+002
 1.4000000E+002, 1.6000000E+002, 1.5778349E+002, 1.4384085E-002, 2.0941148E+002
 1.4100000E+002, 1.6096000E+002, 1.5877734E+002, 1.4119892E-002, 2.3715002E+002
 1.4200000E+002, 1.6208000E+002, 1.5976614E+002, 1.3827688E-002, 2.6229049E+002
 1.4300000E+002, 1.6304000E+002, 1.6080969E+002, 1.3508865E-002, 2.8618019E+002
 1.4400000E+002, 1.6400000E+002, 1.6187943E+002, 1.3162558E-002, 3.1084416E+002
 1.4500000E+002, 1.6496000E+002, 1.6286966E+002, 1.2790847E-002, 3.3363793E+002
 1.4600000E+002, 1.6608000E+002, 1.6386471E+002, 1.2404519E-002, 3.4674394E+002
 1.4700000E+002, 1.6704000E+002, 1.6491176E+002, 1.2009628E-002, 3.5441136E+002
 1.4800000E+002, 1.6800000E+002, 1.6598929E+002, 1.1609719E-002, 3.5888865E+002
 1.4900000E+002, 1.6896000E+002, 1.6696870E+002, 1.1210676E-002, 3.5807490E+002
 1.5000000E+002, 1.7008000E+002, 1.6796376E+002, 1.0827132E-002, 3.4411707E+002
 1.5100000E+002, 1.7104000E+002, 1.6901081E+002, 1.0463324E-002, 3.2634108E+002
 1.5200000E+002, 1.7200000E+002, 1.7008618E+002, 1.0120385E-002, 3.0753106E+002
 1.5300000E+002, 1.7296000E+002, 1.7105181E+002, 9.8005122E-003, 2.8672873E+002
 1.5400000E+002, 1.7408000E+002, 1.7203977E+002, 9.5116951E-003, 2.5873654E+002
 1.5500000E+002, 1.7504000E+002, 1.7308775E+002, 9.2515812E-003, 2.3283214E+002
 1.5600000E+002, 1.7600000E+002, 1.7415327E+002, 9.0162680E-003, 2.1039878E+002
 1.5700000E+002, 1.7696000E+002, 1.7511035E+002, 8.8041454E-003, 1.8937679E+002
 1.5800000E+002, 1.7808000E+002, 1.7608905E+002, 8.6172509E-003, 1.6650838E+002
 1.5900000E+002, 1.7904000E+002, 1.7714123E+002, 8.4516395E-003, 1.4714896E+002
 1.6000000E+002, 1.8000000E+002, 1.7819558E+002, 8.3028808E-003, 1.3172013E+002
 1.6100000E+002, 1.8096000E+002, 1.7915003E+002, 8.1693573E-003, 1.1770687E+002
 1.6200000E+002, 1.8208000E+002, 1.8012046E+002, 8.0513976E-003, 1.0339590E+002
 1.6300000E+002, 1.8304000E+002, 1.8117860E+002, 7.9463173E-003, 9.1467986E+001
 1.6400000E+002, 1.8400000E+002, 1.8222310E+002, 7.8509504E-003, 8.2327789E+001
 1.6500000E+002, 1.8496000E+002, 1.8317822E+002, 7.7644997E-003, 7.3886737E+001
 1.6600000E+002, 1.8608000E+002, 1.8414183E+002, 7.6870299E-003, 6.5419145E+001
 1.6700000E+002, 1.8704000E+002, 1.8520614E+002, 7.6170490E-003, 5.8287189E+001
 1.6800000E+002, 1.8800000E+002, 1.8624447E+002, 7.5522026E-003, 5.3182443E+001
 1.6900000E+002, 1.8896000E+002, 1.8719890E+002, 7.4920740E-003, 4.8436515E+001
 1.7000000E+002, 1.9008000E+002, 1.8816131E+002, 7.4367213E-003, 4.3672736E+001
 1.7100000E+002, 1.9104000E+002, 1.8922694E+002, 7.3852848E-003, 3.9657514E+001
 1.7200000E+002, 1.9200000E+002, 1.9026325E+002, 7.3364216E-003, 3.6746106E+001
 1.7300000E+002, 1.9296000E+002, 1.9121523E+002, 7.2900877E-003, 3.3883174E+001
 1.7400000E+002, 1.9408000E+002, 1.9217755E+002, 7.2465313E-003, 3.0872112E+001
 1.7500000E+002, 1.9504000E+002, 1.9324449E+002, 7.2052711E-003, 2.8285910E+001
 1.7600000E+002, 1.9600000E+002, 1.9427921E+002, 7.1654039E-003, 2.6404048E+001
 1.7700000E+002, 1.9696000E+002, 1.9522928E+002, 7.1270143E-003, 2.4494374E+001
 1.7800000E+002, 1.9808000E+002, 1.9619175E+002, 7.0904044E-003, 2.2438826E+001
 1.7900000E+002, 1.9904000E+002, 1.9725999E+002, 7.0552813E-003, 2.0660067E+001
 1.8000000E+002, 2.0000000E+002, 1.9829333E+002, 7.0209889E-003, 1.9365333E+001
 1.8100000E+002, 2.0096000E+002, 1.9924180E+002, 6.9876770E-003, 1.8026097E+001
 1.8200000E+002, 2.0208000E+002, 2.0020453E+002, 6.9556661E-003, 1.6567801E+001
 1.8300000E+002, 2.0304000E+002, 2.0127402E+002, 6.9247698E-003, 1.5302951E+001
 1.8400000E+002, 2.0400000E+002, 2.0230608E+002, 6.8944851E-003, 1.4383337E+001
 1.8500000E+002, 2.0496000E+002, 2.0325315E+002, 6.8649912E-003, 1.3420031E+001
 1.8600000E+002, 2.0608000E+002, 2.0421621E+002, 6.8365983E-003, 1.2365001E+001
 1.8700000E+002, 2.0704000E+002, 2.0528687E+002, 6.8091742E-003, 1.1450445E+001
 1.8800000E+002, 2.0800000E+002, 2.0631770E+002, 6.7823105E-003, 1.0787729E+001
 1.8900000E+002, 2.0896000E+002, 2.0726351E+002, 6.7561852E-003, 1.0087361E+001
 1.9000000E+002, 2.1008000E+002, 2.0822692E+002, 6.7310742E-003, 9.3180874E+000
 1.9100000E+002, 2.1104000E+002, 2.0929867E+002, 6.7068660E-003, 8.6535750E+000
 1.9200000E+002, 2.1200000E+002, 2.1032831E+002, 6.6832132E-003, 8.1764900E+000
 1.9300000E+002, 2.1296000E+002, 2.1127298E+002, 6.6602733E-003, 7.6693065E+000
 1.9400000E+002, 2.1408000E+002, 2.1223675E+002, 6.6382768E-003, 7.1113849E+000
 1.9500000E+002, 2.1504000E+002, 2.1330950E+002, 6.6171188E-003, 6.6340609E+000
 1.9600000E+002, 2.1600000E+002, 2.1432996E+002, 6.5964964E-003, 6.3004623E+000
 1.9700000E+002, 2.1696000E+002, 2.1528955E+002, 6.5774822E-003, 5.7351352E+000
 1.9800000E+002, 2.1808000E+002, 2.1622991E+002, 6.5608427E-003, 5.0292576E+000
 1.9900000E+002, 2.1904000E+002, 2.1732812E+002, 6.5459042E-003, 4.5190169E+000
 2.0000000E+002, 2.2000000E+002, 2.1833221E+002, 6.5319735E-003, 4.2326978E+000
 2.0100000E+002, 2.2096000E+002, 2.1929732E+002, 6.5189871E-003, 3.9545632E+000
 2.0200000E+002, 2.2208000E+002, 2.2024164E+002, 6.5068134E-003, 3.7157915E+000
 2.0300000E+002, 2.2304000E+002, 2.2133455E+002, 6.4953294E-003, 3.5176041E+000
 2.0400000E+002, 2.2400000E+002, 2.2234309E+002, 6.4842280E-003, 3.4320579E+000
 2.0500000E+002, 2.2496000E+002, 2.2330246E+002, 6.4735654E-003, 3.3272739E+000
 2.0600000E+002, 2.2608000E+002, 2.2425100E+002, 6.4633381E-003, 3.2271167E+000
 2.0700000E+002, 2.2704000E+002, 2.2534136E+002, 6.4534953E-003, 3.1511707E+000
 2.0800000E+002, 2.2800000E+002, 2.2635179E+002, 6.4438287E-003, 3.1656721E+000
 2.0900000E+002, 2.2896000E+002, 2.2730795E+002, 6.4344080E-003, 3.1628407E+000
 2.1000000E+002, 2.3008000E+002, 2.2825895E+002, 6.4252589E-003, 3.1601520E+000
 2.1100000E+002, 2.3104000E+002, 2.2934819E+002, 6.4163484E-003, 3.1835711E+000
 2.1200000E+002, 2.3200000E+002, 2.3035943E+002, 6.4075045E-003, 3.3023800E+000
 2.1300000E+002, 2.3296000E+002, 2.3131343E+002, 6.3987936E-003, 3.4115879E+000
 2.1400000E+002, 2.3408000E+002, 2.3226616E+002, 6.3902476E-003, 3.5250028E+000
 2.1500000E+002, 2.3504000E+002, 2.3335487E+002, 6.3818354E-003, 3.6755759E+000
 2.1600000E+002, 2.3600000E+002, 2.3436646E+002, 6.3733968E-003, 3.9474923E+000
 2.1700000E+002, 2.3696000E+002, 2.3531879E+002, 6.3649898E-003, 4.2210753E+000
 2.1800000E+002, 2.3808000E+002, 2.3627291E+002, 6.3566444E-003, 4.5077790E+000
 2.1900000E+002, 2.3904000E+002, 2.3736139E+002, 6.3483238E-003, 4.8529503E+000
 2.2000000E+002, 2.4000000E+002, 2.3837308E+002, 6.3398611E-003, 5.3725429E+000
 2.2100000E+002, 2.4096000E+002, 2.3932404E+002, 6.3313041E-003, 5.9089978E+000
 2.2200000E+002, 2.4208000E+002, 2.4027936E+002, 6.3226766E-003, 6.4717809E+000
 2.2300000E+002, 2.4304000E+002, 2.4136778E+002, 6.3139286E-003, 7.1289349E+000
 2.2400000E+002, 2.4400000E+002, 2.4237943E+002, 6.3048671E-003, 8.0534324E+000
 2.2500000E+002, 2.4496000E+002, 2.4332920E+002, 6.2955281E-003, 9.0135957E+000
 2.2600000E+002, 2.4608000E+002, 2.4428563E+002, 6.2859273E-003, 1.0016021E+001
 2.2700000E+002, 2.4704000E+002, 2.4537412E+002, 6.2759929E-003, 1.1168393E+001
 2.2800000E+002, 2.4800000E+002, 2.4638566E+002, 6.2654810E-003, 1.2737856E+001
 2.2900000E+002, 2.4896000E+002, 2.4733438E+002, 6.2544166E-003, 1.4359704E+001
 2.3000000E+002, 2.5008000E+002, 2.4829187E+002, 6.2428093E-003, 1.6034308E+001
 2.3100000E+002, 2.5104000E+002, 2.4938053E+002, 6.2305571E-003, 1.7934606E+001
 2.3200000E+002, 2.5200000E+002, 2.5039190E+002, 6.2173353E-003, 2.0472680E+001
 2.3300000E+002, 2.5296000E+002, 2.5133969E+002, 6.2031679E-003, 2.3056182E+001
 2.3400000E+002, 2.5408000E+002, 2.5229825E+002, 6.1880706E-003, 2.5671456E+001
 2.3500000E+002, 2.5504000E+002, 2.5338722E+002, 6.1719098E-003, 2.8591823E+001
 2.3600000E+002, 2.5600000E+002, 2.5439835E+002, 6.1542534E-003, 3.2434292E+001
 2.3700000E+002, 2.5696000E+002, 2.5534531E+002, 6.1351563E-003, 3.6236269E+001
 2.3800000E+002, 2.5808000E+002, 2.5630496E+002, 6.1146768E-003, 3.9958219E+001
 2.3900000E+002, 2.5904000E+002, 2.5739440E+002, 6.0926686E-003, 4.4017680E+001
 2.4000000E+002, 2.6000000E+002, 2.5840520E+002, 6.0685885E-003, 4.9290982E+001
 2.4100000E+002, 2.6096000E+002, 2.5935143E+002, 6.0425933E-003, 5.4261761E+001
 2.4200000E+002, 2.6208000E+002, 2.6031220E+002, 6.0148554E-003, 5.8862671E+001
 2.4300000E+002, 2.6304000E+002, 2.6140229E+002, 5.9852657E-003, 6.3709383E+001
 2.4400000E+002, 2.6400000E+002, 2.6241260E+002, 5.9532076E-003, 6.9965702E+001
 2.4500000E+002, 2.6496000E+002, 2.6335818E+002, 5.9190435E-003, 7.5400491E+001
 2.4600000E+002, 2.6608000E+002, 2.6432007E+002, 5.8831442E-003, 7.9965864E+001
 2.4700000E+002, 2.6704000E+002, 2.6541096E+002, 5.8454943E-003, 8.4543830E+001
 2.4800000E+002, 2.6800000E+002, 2.6642055E+002, 5.8054653E-003, 9.0573739E+001
 2.4900000E+002, 2.6896000E+002, 2.6736553E+002, 5.7636921E-003, 9.5096579E+001
 2.5000000E+002, 2.7008000E+002, 2.6832848E+002, 5.7207615E-003, 9.8206716E+001
 2.5100000E+002, 2.7104000E+002, 2.6942024E+002, 5.6767480E-003, 1.0110677E+002
 2.5200000E+002, 2.7200000E+002, 2.7042883E+002, 5.6310335E-003, 1.0544319E+002
 2.5300000E+002, 2.7296000E+002, 2.7137320E+002, 5.5844662E-003, 1.0773557E+002
 2.5400000E+002, 2.7408000E+002, 2.7233710E+002, 5.5377415E-003, 1.0834023E+002
 2.5500000E+002, 2.7504000E+002, 2.7342968E+002, 5.4909345E-003, 1.0873376E+002
 2.5600000E+002, 2.7600000E+002, 2.7443702E+002, 5.4434068E-003, 1.1062389E+002
 2.5700000E+002, 2.7696000E+002, 2.7538080E+002, 5.3960577E-003, 1.1033801E+002
 2.5800000E+002, 2.7808000E+002, 2.7634550E+002, 5.3495320E-003, 1.0848491E+002
 2.5900000E+002, 2.7904000E+002, 2.7743879E+002, 5.3038168E-003, 1.0664133E+002
 2.6000000E+002, 2.8000000E+002, 2.7844475E+002, 5.2582350E-003, 1.0639978E+002
 2.6100000E+002, 2.8096000E+002, 2.7938797E+002, 5.2135976E-003, 1.0419647E+002
 2.6200000E+002, 2.8208000E+002, 2.8035331E+002, 5.1704093E-003, 1.0077088E+002
 2.6300000E+002, 2.8304000E+002, 2.8144720E+002, 5.1285545E-003, 9.7611999E+001
 2.6400000E+002, 2.8400000E+002, 2.8245176E+002, 5.0873471E-003, 9.6085151E+001
 2.6500000E+002, 2.8496000E+002, 2.8339447E+002, 5.0474586E-003, 9.2939799E+001
 2.6600000E+002, 2.8608000E+002, 2.8436036E+002, 5.0092507E-003, 8.8924088E+001
 2.6700000E+002, 2.8704000E+002, 2.8545474E+002, 4.9725437E-003, 8.5335622E+001
 2.6800000E+002, 2.8800000E+002, 2.8645799E+002, 4.9366903E-003, 8.3290185E+001
 2.6900000E+002, 2.8896000E+002, 2.8740025E+002, 4.9022295E-003, 7.9952211E+001
 2.7000000E+002, 2.9008000E+002, 2.8836662E+002, 4.8694147E-003, 7.6009115E+001
 2.7100000E+002, 2.9104000E+002, 2.8946140E+002, 4.8380465E-003, 7.2544383E+001
 2.7200000E+002, 2.9200000E+002, 2.9046347E+002, 4.8075489E-003, 7.0451947E+001
 2.7300000E+002, 2.9296000E+002, 2.9140534E+002, 4.7783526E-003, 6.7331426E+001
 2.7400000E+002, 2.9408000E+002, 2.9237215E+002, 4.7506388E-003, 6.3783547E+001
 2.7500000E+002, 2.9504000E+002, 2.9346724E+002, 4.7242161E-003, 6.0695324E+001
 2.7600000E+002, 2.9600000E+002, 2.9446828E+002, 4.6985910E-003, 5.8779228E+001
 2.7700000E+002, 2.9696000E+002, 2.9540981E+002, 4.6741103E-003, 5.6040914E+001
