s,C,C,kg/m2
 3.5600000E+002, 7.9040000E+001, 7.8532931E+001, 1.6000000E-002
 3.6000000E+002, 7.9760000E+001, 7.9261606E+001, 1.6000000E-002
 3.6500000E+002, 8.0480000E+001, 7.9983534E+001, 1.6000000E-002
 3.7000000E+002, 8.1280000E+001, 8.0785290E+001, 1.5999999E-002
 3.7500000E+002, 8.2208000E+001, 8.1639725E+001, 1.5999999E-002
 3.8000000E+002, 8.3040000E+001, 8.2542335E+001, 1.5999999E-002
 3.8400000E+002, 8.3760000E+001, 8.3270301E+001, 1.5999999E-002
 3.8900000E+002, 8.4480000E+001, 8.3992094E+001, 1.5999999E-002
 3.9400000E+002, 8.5280000E+001, 8.4793766E+001, 1.5999998E-002
 3.9900000E+002, 8.6208000E+001, 8.5649084E+001, 1.5999998E-002
 4.0400000E+002, 8.7040000E+001, 8.6551300E+001, 1.5999997E-002
 4.0800000E+002, 8.7760000E+001, 8.7278602E+001, 1.5999997E-002
 4.1300000E+002, 8.8480000E+001, 8.8000275E+001, 1.5999996E-002
 4.1800000E+002, 8.9280000E+001, 8.8801870E+001, 1.5999995E-002
 4.2300000E+002, 9.0208000E+001, 8.9658062E+001, 1.5999994E-002
 4.2800000E+002, 9.1040000E+001, 9.0559849E+001, 1.5999993E-002
 4.3200000E+002, 9.1760000E+001, 9.1286533E+001, 1.5999991E-002
 4.3700000E+002, 9.2480000E+001, 9.2008098E+001, 1.5999989E-002
 4.4200000E+002, 9.3280000E+001, 9.2809621E+001, 1.5999987E-002
 4.4700000E+002, 9.4208000E+001, 9.3666680E+001, 1.5999984E-002
 4.5200000E+002, 9.5040000E+001, 9.4568006E+001, 1.5999980E-002
 4.5600000E+002, 9.5760000E+001, 9.5294114E+001, 1.5999976E-002
 4.6100000E+002, 9.6480000E+001, 9.6015584E+001, 1.5999972E-002
 4.6600000E+002, 9.7280000E+001, 9.6817038E+001, 1.5999965E-002
 4.7100000E+002, 9.8208000E+001, 9.7674955E+001, 1.5999957E-002
 4.7600000E+002, 9.9040000E+001, 9.8575793E+001, 1.5999948E-002
 4.8000000E+002, 9.9760000E+001, 9.9301366E+001, 1.5999937E-002
 4.8500000E+002, 1.0048000E+002, 1.0002275E+002, 1.5999925E-002
 4.9000000E+002, 1.0128000E+002, 1.0082414E+002, 1.5999908E-002
 4.9500000E+002, 1.0220800E+002, 1.0168290E+002, 1.5999888E-002
 5.0000000E+002, 1.0304000E+002, 1.0258323E+002, 1.5999863E-002
 5.0400000E+002, 1.0376000E+002, 1.0330831E+002, 1.5999837E-002
 5.0900000E+002, 1.0448000E+002, 1.0402961E+002, 1.5999805E-002
 5.1400000E+002, 1.0528000E+002, 1.0483094E+002, 1.5999763E-002
 5.1900000E+002, 1.0620800E+002, 1.0569055E+002, 1.5999712E-002
 5.2400000E+002, 1.0704000E+002, 1.0659033E+002, 1.5999650E-002
 5.2800000E+002, 1.0776000E+002, 1.0731496E+002, 1.5999583E-002
 5.3300000E+002, 1.0848000E+002, 1.0803619E+002, 1.5999504E-002
 5.3800000E+002, 1.0928000E+002, 1.0883747E+002, 1.5999400E-002
 5.4300000E+002, 1.1020800E+002, 1.0969790E+002, 1.5999274E-002
 5.4800000E+002, 1.1104000E+002, 1.1059713E+002, 1.5999121E-002
 5.5200000E+002, 1.1176000E+002, 1.1132133E+002, 1.5998957E-002
 5.5700000E+002, 1.1248000E+002, 1.1204251E+002, 1.5998763E-002
 5.6200000E+002, 1.1328000E+002, 1.1284373E+002, 1.5998508E-002
 5.6700000E+002, 1.1420800E+002, 1.1370497E+002, 1.5998204E-002
 5.7200000E+002, 1.1504000E+002, 1.1460364E+002, 1.5997834E-002
 5.7600000E+002, 1.1576000E+002, 1.1532745E+002, 1.5997438E-002
 5.8100000E+002, 1.1648000E+002, 1.1604857E+002, 1.5996972E-002
 5.8600000E+002, 1.1728000E+002, 1.1684975E+002, 1.5996363E-002
 5.9100000E+002, 1.1820800E+002, 1.1771181E+002, 1.5995638E-002
 5.9600000E+002, 1.1904000E+002, 1.1860988E+002, 1.5994758E-002
 6.0000000E+002, 1.1976000E+002, 1.1933335E+002, 1.5993821E-002
 6.0500000E+002, 1.2048000E+002, 1.2005442E+002, 1.5992723E-002
 6.1000000E+002, 1.2128000E+002, 1.2085556E+002, 1.5991293E-002
 6.1500000E+002, 1.2220800E+002, 1.2171843E+002, 1.5989597E-002
 6.2000000E+002, 1.2304000E+002, 1.2261591E+002, 1.5987544E-002
 6.2400000E+002, 1.2376000E+002, 1.2333906E+002, 1.5985368E-002
 6.2900000E+002, 1.2448000E+002, 1.2406010E+002, 1.5982826E-002
 6.3400000E+002, 1.2528000E+002, 1.2486121E+002, 1.5979528E-002
 6.3900000E+002, 1.2620800E+002, 1.2572490E+002, 1.5975632E-002
 6.4400000E+002, 1.2704000E+002, 1.2662178E+002, 1.5970937E-002
 6.4800000E+002, 1.2776000E+002, 1.2734466E+002, 1.5965978E-002
 6.5300000E+002, 1.2848000E+002, 1.2806569E+002, 1.5960208E-002
 6.5800000E+002, 1.2928000E+002, 1.2886680E+002, 1.5952751E-002
 6.6300000E+002, 1.3020800E+002, 1.2973136E+002, 1.5943978E-002
 6.6800000E+002, 1.3104000E+002, 1.3062764E+002, 1.5933455E-002
 6.7200000E+002, 1.3176000E+002, 1.3135029E+002, 1.5922392E-002
 6.7700000E+002, 1.3248000E+002, 1.3207135E+002, 1.5909577E-002
 6.8200000E+002, 1.3328000E+002, 1.3287251E+002, 1.5893094E-002
 6.8700000E+002, 1.3420800E+002, 1.3373804E+002, 1.5873803E-002
 6.9200000E+002, 1.3504000E+002, 1.3463373E+002, 1.5850802E-002
 6.9600000E+002, 1.3576000E+002, 1.3535623E+002, 1.5826764E-002
 7.0100000E+002, 1.3648000E+002, 1.3607740E+002, 1.5799086E-002
 7.0600000E+002, 1.3728000E+002, 1.3687871E+002, 1.5763718E-002
 7.1100000E+002, 1.3820800E+002, 1.3774543E+002, 1.5722638E-002
 7.1600000E+002, 1.3904000E+002, 1.3864054E+002, 1.5674078E-002
 7.2000000E+002, 1.3976000E+002, 1.3936302E+002, 1.5623773E-002
 7.2500000E+002, 1.4048000E+002, 1.4008442E+002, 1.5566396E-002
 7.3000000E+002, 1.4128000E+002, 1.4088604E+002, 1.5493837E-002
 7.3500000E+002, 1.4220800E+002, 1.4175440E+002, 1.5410588E-002
 7.4000000E+002, 1.4304000E+002, 1.4264890E+002, 1.5313553E-002
 7.4400000E+002, 1.4376000E+002, 1.4337153E+002, 1.5214497E-002
 7.4900000E+002, 1.4448000E+002, 1.4409338E+002, 1.5103314E-002
 7.5400000E+002, 1.4528000E+002, 1.4489557E+002, 1.4965210E-002
 7.5900000E+002, 1.4620800E+002, 1.4576628E+002, 1.4810087E-002
 7.6400000E+002, 1.4704000E+002, 1.4665999E+002, 1.4633588E-002
 7.6800000E+002, 1.4776000E+002, 1.4738296E+002, 1.4457912E-002
 7.7300000E+002, 1.4848000E+002, 1.4810548E+002, 1.4266128E-002
 7.7800000E+002, 1.4928000E+002, 1.4890845E+002, 1.4035102E-002
 7.8300000E+002, 1.5020800E+002, 1.4978237E+002, 1.3784762E-002
 7.8800000E+002, 1.5104000E+002, 1.5067470E+002, 1.3511085E-002
 7.9200000E+002, 1.5176000E+002, 1.5139804E+002, 1.3249664E-002
 7.9700000E+002, 1.5248000E+002, 1.5212117E+002, 1.2976593E-002
 8.0200000E+002, 1.5328000E+002, 1.5292476E+002, 1.2662812E-002
 8.0700000E+002, 1.5420800E+002, 1.5380228E+002, 1.2340478E-002
 8.1200000E+002, 1.5504000E+002, 1.5469205E+002, 1.2007544E-002
 8.1600000E+002, 1.5576000E+002, 1.5541536E+002, 1.1706783E-002
 8.2100000E+002, 1.5648000E+002, 1.5613852E+002, 1.1409927E-002
 8.2600000E+002, 1.5728000E+002, 1.5694201E+002, 1.1087706E-002
 8.3100000E+002, 1.5820800E+002, 1.5782249E+002, 1.0776097E-002
 8.3600000E+002, 1.5904000E+002, 1.5870860E+002, 1.0472822E-002
 8.4000000E+002, 1.5976000E+002, 1.5943129E+002, 1.0213275E-002
 8.4500000E+002, 1.6048000E+002, 1.6015381E+002, 9.9696593E-003
 8.5000000E+002, 1.6128000E+002, 1.6095651E+002, 9.7171280E-003
 8.5500000E+002, 1.6220800E+002, 1.6183883E+002, 9.4835265E-003
 8.6000000E+002, 1.6304000E+002, 1.6272135E+002, 9.2649561E-003
 8.6400000E+002, 1.6376000E+002, 1.6344324E+002, 9.0838124E-003
 8.6900000E+002, 1.6448000E+002, 1.6416499E+002, 8.9182096E-003
 8.7400000E+002, 1.6528000E+002, 1.6496683E+002, 8.7501403E-003
 8.7900000E+002, 1.6620800E+002, 1.6585026E+002, 8.5973793E-003
 8.8400000E+002, 1.6704000E+002, 1.6673011E+002, 8.4562965E-003
 8.8800000E+002, 1.6776000E+002, 1.6745138E+002, 8.3403231E-003
 8.9300000E+002, 1.6848000E+002, 1.6817257E+002, 8.2347421E-003
 8.9800000E+002, 1.6928000E+002, 1.6897380E+002, 8.1276978E-003
 9.0300000E+002, 1.7020800E+002, 1.6985801E+002, 8.0302248E-003
 9.0800000E+002, 1.7104000E+002, 1.7073609E+002, 7.9398291E-003
 9.1200000E+002, 1.7176000E+002, 1.7145698E+002, 7.8650593E-003
 9.1700000E+002, 1.7248000E+002, 1.7217785E+002, 7.7964199E-003
 9.2200000E+002, 1.7328000E+002, 1.7297872E+002, 7.7260361E-003
 9.2700000E+002, 1.7420800E+002, 1.7386355E+002, 7.6609207E-003
 9.3200000E+002, 1.7504000E+002, 1.7474046E+002, 7.5994012E-003
 9.3600000E+002, 1.7576000E+002, 1.7546114E+002, 7.5474904E-003
 9.4100000E+002, 1.7648000E+002, 1.7618181E+002, 7.4988000E-003
 9.4600000E+002, 1.7728000E+002, 1.7698249E+002, 7.4478249E-003
 9.5100000E+002, 1.7820800E+002, 1.7786785E+002, 7.3996914E-003
 9.5600000E+002, 1.7904000E+002, 1.7874394E+002, 7.3533746E-003
 9.6000000E+002, 1.7976000E+002, 1.7946446E+002, 7.3136453E-003
 9.6500000E+002, 1.8048000E+002, 1.8018503E+002, 7.2758041E-003
 9.7000000E+002, 1.8128000E+002, 1.8098560E+002, 7.2356252E-003
 9.7500000E+002, 1.8220800E+002, 1.8187143E+002, 7.1971577E-003
 9.8000000E+002, 1.8304000E+002, 1.8274687E+002, 7.1596928E-003
 9.8400000E+002, 1.8376000E+002, 1.8346730E+002, 7.1272072E-003
 9.8900000E+002, 1.8448000E+002, 1.8418779E+002, 7.0959590E-003
 9.9400000E+002, 1.8528000E+002, 1.8498828E+002, 7.0624914E-003
 9.9900000E+002, 1.8620800E+002, 1.8587454E+002, 7.0301906E-003
 1.0040000E+003, 1.8704000E+002, 1.8674944E+002, 6.9985326E-003
 1.0080000E+003, 1.8776000E+002, 1.8746979E+002, 6.9709316E-003
 1.0130000E+003, 1.8848000E+002, 1.8819023E+002, 6.9442587E-003
 1.0180000E+003, 1.8928000E+002, 1.8899066E+002, 6.9155866E-003
 1.0230000E+003, 1.9020800E+002, 1.8987730E+002, 6.8878332E-003
 1.0280000E+003, 1.9104000E+002, 1.9075175E+002, 6.8605901E-003
 1.0320000E+003, 1.9176000E+002, 1.9147202E+002, 6.8368074E-003
 1.0370000E+003, 1.9248000E+002, 1.9219242E+002, 6.8138055E-003
 1.0420000E+003, 1.9328000E+002, 1.9299281E+002, 6.7890732E-003
 1.0470000E+003, 1.9420800E+002, 1.9387979E+002, 6.7651392E-003
 1.0520000E+003, 1.9504000E+002, 1.9475383E+002, 6.7416714E-003
 1.0560000E+003, 1.9576000E+002, 1.9547403E+002, 6.7212020E-003
 1.0610000E+003, 1.9648000E+002, 1.9619439E+002, 6.7014234E-003
 1.0660000E+003, 1.9728000E+002, 1.9699474E+002, 6.6801806E-003
 1.0710000E+003, 1.9820800E+002, 1.9788203E+002, 6.6596517E-003
 1.0760000E+003, 1.9904000E+002, 1.9875572E+002, 6.6395592E-003
 1.0800000E+003, 1.9976000E+002, 1.9947585E+002, 6.6220568E-003
 1.0850000E+003, 2.0048000E+002, 2.0019610E+002, 6.6053166E-003
 1.0900000E+003, 2.0128000E+002, 2.0099630E+002, 6.5883572E-003
 1.0950000E+003, 2.0220800E+002, 2.0188399E+002, 6.5730057E-003
 1.1000000E+003, 2.0304000E+002, 2.0275723E+002, 6.5587225E-003
 1.1040000E+003, 2.0376000E+002, 2.0347737E+002, 6.5467301E-003
 1.1090000E+003, 2.0448000E+002, 2.0419771E+002, 6.5354797E-003
 1.1140000E+003, 2.0528000E+002, 2.0499786E+002, 6.5236685E-003
 1.1190000E+003, 2.0620800E+002, 2.0588573E+002, 6.5124646E-003
 1.1240000E+003, 2.0704000E+002, 2.0675873E+002, 6.5016509E-003
 1.1280000E+003, 2.0776000E+002, 2.0747879E+002, 6.4923122E-003
 1.1330000E+003, 2.0848000E+002, 2.0819909E+002, 6.4833455E-003
 1.1380000E+003, 2.0928000E+002, 2.0899924E+002, 6.4737482E-003
 1.1430000E+003, 2.1020800E+002, 2.0988731E+002, 6.4644836E-003
 1.1480000E+003, 2.1104000E+002, 2.1076009E+002, 6.4554092E-003
 1.1520000E+003, 2.1176000E+002, 2.1148009E+002, 6.4474769E-003
 1.1570000E+003, 2.1248000E+002, 2.1220037E+002, 6.4397789E-003
 1.1620000E+003, 2.1328000E+002, 2.1300051E+002, 6.4314618E-003
 1.1670000E+003, 2.1420800E+002, 2.1388877E+002, 6.4233604E-003
 1.1720000E+003, 2.1504000E+002, 2.1476135E+002, 6.4153620E-003
 1.1760000E+003, 2.1576000E+002, 2.1548131E+002, 6.4083208E-003
 1.1810000E+003, 2.1648000E+002, 2.1620157E+002, 6.4014420E-003
 1.1860000E+003, 2.1728000E+002, 2.1700171E+002, 6.3939633E-003
 1.1910000E+003, 2.1820800E+002, 2.1789015E+002, 6.3866313E-003
 1.1960000E+003, 2.1904000E+002, 2.1876254E+002, 6.3793473E-003
 1.2000000E+003, 2.1976000E+002, 2.1948246E+002, 6.3728964E-003
 1.2050000E+003, 2.2048000E+002, 2.2020271E+002, 6.3665560E-003
 1.2100000E+003, 2.2128000E+002, 2.2100284E+002, 6.3596197E-003
 1.2150000E+003, 2.2220800E+002, 2.2189146E+002, 6.3527723E-003
 1.2200000E+003, 2.2304000E+002, 2.2276368E+002, 6.3459196E-003
 1.2240000E+003, 2.2376000E+002, 2.2348355E+002, 6.3398062E-003
 1.2290000E+003, 2.2448000E+002, 2.2420380E+002, 6.3337504E-003
 1.2340000E+003, 2.2528000E+002, 2.2500392E+002, 6.3270698E-003
 1.2390000E+003, 2.2620800E+002, 2.2589271E+002, 6.3204110E-003
 1.2440000E+003, 2.2704000E+002, 2.2676477E+002, 6.3136753E-003
 1.2480000E+003, 2.2776000E+002, 2.2748460E+002, 6.3076019E-003
 1.2530000E+003, 2.2848000E+002, 2.2820484E+002, 6.3015165E-003
 1.2580000E+003, 2.2928000E+002, 2.2900496E+002, 6.2947206E-003
 1.2630000E+003, 2.3020800E+002, 2.2989392E+002, 6.2878505E-003
 1.2680000E+003, 2.3104000E+002, 2.3076583E+002, 6.2807915E-003
 1.2720000E+003, 2.3176000E+002, 2.3148562E+002, 6.2743296E-003
 1.2770000E+003, 2.3248000E+002, 2.3220586E+002, 6.2677515E-003
 1.2820000E+003, 2.3328000E+002, 2.3300597E+002, 6.2602829E-003
 1.2870000E+003, 2.3420800E+002, 2.3389511E+002, 6.2525917E-003
 1.2920000E+003, 2.3504000E+002, 2.3476687E+002, 6.2445308E-003
 1.2960000E+003, 2.3576000E+002, 2.3548663E+002, 6.2370156E-003
 1.3010000E+003, 2.3648000E+002, 2.3620686E+002, 6.2292240E-003
 1.3060000E+003, 2.3728000E+002, 2.3700698E+002, 6.2202147E-003
 1.3110000E+003, 2.3820800E+002, 2.3789629E+002, 6.2107552E-003
 1.3160000E+003, 2.3904000E+002, 2.3876791E+002, 6.2006442E-003
 1.3200000E+003, 2.3976000E+002, 2.3948765E+002, 6.1910571E-003
 1.3250000E+003, 2.4048000E+002, 2.4020789E+002, 6.1809588E-003
 1.3300000E+003, 2.4128000E+002, 2.4100802E+002, 6.1691098E-003
 1.3350000E+003, 2.4220800E+002, 2.4189751E+002, 6.1564885E-003
 1.3400000E+003, 2.4304000E+002, 2.4276900E+002, 6.1428176E-003
 1.3440000E+003, 2.4376000E+002, 2.4348871E+002, 6.1297239E-003
 1.3490000E+003, 2.4448000E+002, 2.4420897E+002, 6.1158192E-003
 1.3540000E+003, 2.4528000E+002, 2.4500911E+002, 6.0994012E-003
 1.3590000E+003, 2.4620800E+002, 2.4589881E+002, 6.0818309E-003
 1.3640000E+003, 2.4704000E+002, 2.4677016E+002, 6.0627467E-003
 1.3680000E+003, 2.4776000E+002, 2.4748986E+002, 6.0444668E-003
 1.3730000E+003, 2.4848000E+002, 2.4821013E+002, 6.0250935E-003
 1.3780000E+003, 2.4928000E+002, 2.4901030E+002, 6.0023093E-003
 1.3830000E+003, 2.5020800E+002, 2.4990023E+002, 5.9780785E-003
 1.3880000E+003, 2.5104000E+002, 2.5077144E+002, 5.9519778E-003
 1.3920000E+003, 2.5176000E+002, 2.5149112E+002, 5.9272217E-003
 1.3970000E+003, 2.5248000E+002, 2.5221142E+002, 5.9012857E-003
 1.4020000E+003, 2.5328000E+002, 2.5301161E+002, 5.8711794E-003
 1.4070000E+003, 2.5420800E+002, 2.5390179E+002, 5.8396523E-003
 1.4120000E+003, 2.5504000E+002, 2.5477285E+002, 5.8062651E-003
 1.4160000E+003, 2.5576000E+002, 2.5549249E+002, 5.7751354E-003
 1.4210000E+003, 2.5648000E+002, 2.5621282E+002, 5.7431047E-003
 1.4260000E+003, 2.5728000E+002, 2.5701304E+002, 5.7066135E-003
 1.4310000E+003, 2.5820800E+002, 2.5790347E+002, 5.6691794E-003
 1.4360000E+003, 2.5904000E+002, 2.5877435E+002, 5.6303704E-003
 1.4400000E+003, 2.5976000E+002, 2.5949395E+002, 5.5949044E-003
 1.4450000E+003, 2.6048000E+002, 2.6021429E+002, 5.5591351E-003
 1.4500000E+003, 2.6128000E+002, 2.6101451E+002, 5.5191828E-003
 1.4550000E+003, 2.6220800E+002, 2.6190519E+002, 5.4790423E-003
 1.4600000E+003, 2.6304000E+002, 2.6277587E+002, 5.4382743E-003
 1.4640000E+003, 2.6376000E+002, 2.6349541E+002, 5.4017039E-003
 1.4690000E+003, 2.6448000E+002, 2.6421574E+002, 5.3654715E-003
 1.4740000E+003, 2.6528000E+002, 2.6501595E+002, 5.3256820E-003
 1.4790000E+003, 2.6620800E+002, 2.6590685E+002, 5.2863883E-003
 1.4840000E+003, 2.6704000E+002, 2.6677733E+002, 5.2471342E-003
 1.4880000E+003, 2.6776000E+002, 2.6749678E+002, 5.2124255E-003
 1.4930000E+003, 2.6848000E+002, 2.6821711E+002, 5.1784947E-003
 1.4980000E+003, 2.6928000E+002, 2.6901729E+002, 5.1416913E-003
 1.5030000E+003, 2.7020800E+002, 2.6990840E+002, 5.1057908E-003
 1.5080000E+003, 2.7104000E+002, 2.7077867E+002, 5.0703385E-003
 1.5120000E+003, 2.7176000E+002, 2.7149804E+002, 5.0392966E-003
 1.5170000E+003, 2.7248000E+002, 2.7221835E+002, 5.0092182E-003
 1.5220000E+003, 2.7328000E+002, 2.7301850E+002, 4.9768547E-003
 1.5270000E+003, 2.7420800E+002, 2.7390978E+002, 4.9455322E-003
 1.5320000E+003, 2.7504000E+002, 2.7477986E+002, 4.9148265E-003
 1.5360000E+003, 2.7576000E+002, 2.7549915E+002, 4.8881021E-003
 1.5410000E+003, 2.7648000E+002, 2.7621944E+002, 4.8623453E-003
 1.5460000E+003, 2.7728000E+002, 2.7701957E+002, 4.8347637E-003
 1.5510000E+003, 2.7820800E+002, 2.7791100E+002, 4.8081920E-003
 1.5560000E+003, 2.7904000E+002, 2.7878090E+002, 4.7822562E-003
 1.5600000E+003, 2.7976000E+002, 2.7950013E+002, 4.7597603E-003
 1.5650000E+003, 2.8048000E+002, 2.8022040E+002, 4.7381430E-003
 1.5700000E+003, 2.8128000E+002, 2.8102050E+002, 4.7150548E-003
 1.5750000E+003, 2.8220800E+002, 2.8191207E+002, 4.6928674E-003
 1.5800000E+003, 2.8304000E+002, 2.8278182E+002, 4.6712632E-003
 1.5840000E+003, 2.8376000E+002, 2.8350098E+002, 4.6525577E-003
 1.5890000E+003, 2.8448000E+002, 2.8422124E+002, 4.6346095E-003
 1.5940000E+003, 2.8528000E+002, 2.8502132E+002, 4.6154645E-003
 1.5990000E+003, 2.8620800E+002, 2.8591301E+002, 4.5970888E-003
 1.6040000E+003, 2.8704000E+002, 2.8678263E+002, 4.5792185E-003
 1.6080000E+003, 2.8776000E+002, 2.8750173E+002, 4.5637581E-003
 1.6130000E+003, 2.8848000E+002, 2.8822198E+002, 4.5489325E-003
 1.6180000E+003, 2.8928000E+002, 2.8902204E+002, 4.5331261E-003
 1.6230000E+003, 2.9020800E+002, 2.8991384E+002, 4.5179616E-003
 1.6280000E+003, 2.9104000E+002, 2.9078334E+002, 4.5032227E-003
 1.6320000E+003, 2.9176000E+002, 2.9150239E+002, 4.4904740E-003
 1.6370000E+003, 2.9248000E+002, 2.9222263E+002, 4.4782498E-003
 1.6420000E+003, 2.9328000E+002, 2.9302269E+002, 4.4652171E-003
 1.6470000E+003, 2.9420800E+002, 2.9391458E+002, 4.4527139E-003
 1.6520000E+003, 2.9504000E+002, 2.9478397E+002, 4.4405635E-003
 1.6560000E+003, 2.9576000E+002, 2.9550298E+002, 4.4300525E-003
 1.6610000E+003, 2.9648000E+002, 2.9622322E+002, 4.4199716E-003
 1.6660000E+003, 2.9728000E+002, 2.9702326E+002, 4.4092215E-003
 1.6710000E+003, 2.9820800E+002, 2.9791524E+002, 4.3989055E-003
