s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
-1.1597342E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1296748E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0996154E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0695560E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0394966E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0094372E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.7996720E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.4990779E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.1991832E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.8971193E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.5950555E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.2982911E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9962273E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.6994628E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.3973990E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.0953352E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.7985707E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.4965069E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.1997424E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.8976786E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.5956148E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.2988503E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9967865E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.6947227E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.3979582E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.0958944E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.7991300E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.4970661E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.1950023E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.8982379E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.5961741E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.2994096E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9973458E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.6952820E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3985175E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0964537E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9968923E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9762541E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9556159E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0120286E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0326668E+000, 3.8548679E-036, 4.1241472E-036, 3.1551667E-036, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0003113E+000, 2.9183256E-022, 3.6722898E-022, 6.7924821E-022, 1.0151246E-074, 6.4391948E-075, 1.7038628E-075
 1.0020950E+001, 2.7149954E-017, 3.6843215E-017, 4.5301560E-017, 1.6620343E-048, 1.1949384E-048, 1.1774006E-047
 1.3041588E+001, 3.2846864E-007, 2.1494285E-005, 6.4251098E-005, 2.6056189E-034, 1.4123200E-033, 2.5925878E-033
 1.6009232E+001, 1.2284932E-002, 1.1412147E-002, 5.6595194E-003, 9.9587276E-026, 1.4429474E-025, 9.0343209E-026
 1.9029870E+001, 5.5058305E-002, 4.2664190E-002, 2.2356052E-002, 7.8861278E-021, 9.7969149E-021, 1.8696991E-021
 2.2050509E+001, 3.4164616E-002, 1.7017866E-002, 7.1998135E-003, 6.2741670E-018, 8.1483675E-018, 9.9908092E-018
 2.5018153E+001, 4.8729608E-002, 2.1927609E-002, 2.8014024E-003, 1.4075640E-014, 3.1454473E-015, 3.1164860E-014
 2.8038791E+001, 8.3574604E-002, 4.2693258E-002, 5.5215319E-003, 4.1019006E-006, 1.1434398E-006, 5.1840836E-008
 3.1006436E+001, 6.4766270E-002, 3.7603406E-002, 7.4776936E-003, 9.4939824E-007, 2.7885533E-007, 3.8208539E-008
 3.4027074E+001, 9.0618222E-002, 4.8708857E-002, 6.6496279E-003, 2.7776946E-003, 3.2243449E-003, 1.1652618E-003
 3.7047712E+001, 9.6283062E-002, 5.4354101E-002, 7.6421303E-003, 2.3887554E-002, 1.7002076E-002, 8.3965949E-003
 4.0003136E+001, 8.1906326E-002, 3.1838174E-002, 1.6770164E-003, 3.1991617E-003, 1.1822308E-003, 2.1343453E-004
 4.3000729E+001, 1.1019782E-001, 6.0199792E-002, 1.0831243E-002, 2.1063533E-002, 1.4122036E-002, 6.1561133E-004
 4.6045902E+001, 9.7038291E-002, 5.2607977E-002, 5.3075296E-003, 5.0464847E-002, 3.2051458E-002, 7.5061876E-003
 4.9043494E+001, 1.0239563E-001, 6.8768792E-002, 1.2214464E-002, 1.6215214E-002, 9.7160225E-003, 6.8872563E-003
 5.2041086E+001, 1.0543997E-001, 5.6002152E-002, 1.0144690E-002, 3.4355256E-002, 1.9537945E-002, 7.7463208E-003
 5.5038678E+001, 6.3274710E-002, 3.8934601E-002, 1.4327568E-002, 3.6203653E-002, 2.5554823E-002, 1.2387782E-002
 5.8036270E+001, 6.7240233E-002, 3.6326345E-002, 1.0853383E-002, 4.8932613E-002, 2.7866946E-002, 5.1490842E-003
 6.1033862E+001, 7.2779842E-002, 3.2171935E-002, 7.6465597E-003, 3.0733427E-002, 1.1219469E-002, 2.0685566E-004
 6.4031454E+001, 8.9933825E-002, 4.7820650E-002, 1.5000343E-002, 1.3539481E-002, 1.0399284E-002, 2.1859751E-003
 6.7029046E+001, 1.0639257E-001, 5.8711518E-002, 1.3802458E-002, 3.9552660E-002, 2.2942942E-002, 2.2996803E-003
 7.0026638E+001, 5.8031734E-002, 2.2616313E-002, 3.2978065E-003, 6.5938745E-002, 5.1434399E-002, 2.0117594E-002
 7.3024231E+001, 6.6706735E-002, 2.5192914E-002, 3.0087189E-003, 3.2074963E-002, 1.6955417E-002, 1.0129198E-003
 7.6021823E+001, 7.5719114E-002, 4.2227605E-002, 1.0081196E-002, 6.1392442E-002, 4.8235460E-002, 6.4836108E-003
 7.9019415E+001, 1.0790916E-001, 5.0541928E-002, 5.2436179E-003, 3.4423801E-002, 2.2015368E-002, 1.0023363E-002
 8.2017007E+001, 7.9373804E-002, 3.6738701E-002, 4.5749923E-003, 4.2300750E-002, 2.9338913E-002, 7.7342079E-003
 8.5014599E+001, 9.2449898E-002, 4.5510392E-002, 5.7826437E-003, 3.9215285E-002, 2.8280870E-002, 9.3964377E-003
 8.8012191E+001, 6.9151772E-002, 3.3549474E-002, 8.1722355E-003, 2.9746048E-002, 2.0104186E-002, 7.5893547E-003
 9.1009783E+001, 5.1045106E-002, 2.6546934E-002, 7.7206054E-003, 1.6630237E-002, 6.0050710E-003, 6.3435185E-004
 9.4007375E+001, 4.9638883E-002, 2.1688297E-002, 1.7661705E-003, 1.6233097E-002, 5.5629936E-003, 1.1286847E-003
 9.7004968E+001, 6.9338729E-002, 3.4465981E-002, 1.8532301E-003, 2.1583787E-002, 1.1595025E-002, 2.3272768E-003
 1.0000256E+002, 8.5356527E-002, 4.9514353E-002, 1.7597319E-002, 3.7150386E-002, 2.3935096E-002, 2.5576281E-003
 1.0300015E+002, 1.0946664E-001, 5.2187768E-002, 6.7053508E-003, 2.7123685E-002, 1.4667318E-002, 1.4932546E-003
 1.0604532E+002, 9.2904105E-002, 4.4965491E-002, 6.8033166E-003, 1.2504441E-002, 5.6246342E-003, 1.0379490E-003
 1.0904292E+002, 7.0938732E-002, 2.6113018E-002, 7.4677274E-003, 8.8505344E-004, 1.5922216E-004, 3.0775880E-006
 1.1204051E+002, 7.0327294E-002, 2.8196928E-002, 3.3684663E-003, 1.3399023E-002, 9.7276596E-003, 4.5428800E-003
 1.1503810E+002, 6.8373053E-002, 3.7997477E-002, 5.9920272E-003, 3.5937040E-002, 2.8180414E-002, 1.1871416E-002
 1.1803569E+002, 4.5742324E-003, 2.6507053E-003, 4.7319806E-004, 5.1461155E-002, 2.9121051E-002, 8.6672338E-003
 1.2103329E+002, 8.6833439E-007, 1.2760068E-007, 1.7820604E-009, 3.9203643E-002, 2.7351336E-002, 1.1913190E-002
 1.2403088E+002, 1.1969070E-011, 2.4536366E-012, 2.2530024E-014, 3.9203887E-002, 2.5504681E-002, 8.6048711E-003
 1.2702847E+002, 3.6595286E-017, 1.4648604E-017, 6.7419239E-018, 2.9957031E-002, 1.9394801E-002, 7.9148641E-003
 1.3002606E+002, 3.2695761E-019, 2.4800823E-019, 1.2953830E-019, 1.4576065E-002, 9.0432460E-003, 4.1062950E-004
 1.3302365E+002, 1.4626381E-021, 5.5571274E-022, 1.8993797E-022, 2.5812155E-006, 1.0689540E-006, 6.9617283E-007
 1.3602125E+002, 2.0015221E-023, 1.2550323E-023, 2.7674966E-024, 1.8636476E-009, 9.7926068E-010, 7.4051241E-010
 1.3901884E+002, 6.7703627E-027, 2.1897705E-027, 3.2961231E-028, 3.9852515E-014, 3.5774596E-015, 4.1931253E-015
 1.4201643E+002, 1.9344973E-030, 8.4746893E-031, 1.6778827E-031, 2.6889118E-017, 8.1080856E-018, 2.6921414E-018
 1.4501402E+002, 2.7386317E-034, 9.9444317E-035, 9.2870049E-036, 4.3757835E-019, 2.2395023E-019, 6.9489875E-020
 1.4801161E+002, 1.5525255E-038, 4.5624497E-039, 4.1079579E-040, 2.8143068E-021, 6.7680780E-022, 6.5709489E-022
 1.5100921E+002, 2.8819538E-043, 4.8432530E-044, 2.5856419E-045, 4.2556857E-023, 1.6266789E-023, 5.3975329E-024
 1.5400680E+002, 4.5336580E-048, 6.7013418E-049, 2.9960015E-050, 8.0882343E-026, 1.9652256E-026, 1.6803788E-027
 1.5700439E+002, 2.1282546E-052, 2.7529035E-053, 3.5929860E-055, 1.3996450E-027, 5.0807038E-028, 7.5538925E-029
 1.6000198E+002, 9.0013792E-057, 1.8129047E-057, 1.2108806E-058, 9.3421490E-031, 1.9448332E-031, 9.0185923E-033
 1.6304716E+002, 3.1691303E-061, 4.9755098E-062, 1.1007071E-063, 8.6710687E-034, 2.4520717E-034, 3.0390078E-035
 1.6604475E+002, 5.2704461E-066, 9.2446981E-067, 2.2287862E-068, 7.7573350E-038, 1.6498319E-038, 8.4861659E-040
 1.6904234E+002, 3.4440362E-070, 1.1861234E-070, 1.1503101E-071, 9.0579265E-041, 4.9591496E-041, 8.6213987E-042
 1.7203993E+002, 7.6905749E-075, 1.3357108E-075, 2.7239069E-077, 2.2559325E-043, 7.3876450E-044, 7.8316827E-045
 1.7503752E+002, 2.3957420E-079, 4.5582650E-080, 2.2846712E-081, 2.4288252E-046, 4.7090909E-047, 1.6245199E-048
 1.7803512E+002, 1.5081580E-084, 2.4293911E-085, 9.1053406E-087, 1.7750110E-050, 4.7270828E-051, 3.5653239E-052
 1.8103271E+002, 3.7545932E-089, 5.7390862E-090, 1.4676355E-091, 1.1511397E-053, 5.3230858E-054, 1.2414901E-054
 1.8403030E+002, 3.9834120E-094, 4.7045017E-095, 8.0725733E-097, 3.6994720E-056, 1.2483778E-056, 1.3297482E-057
 1.8702789E+002, 5.4278751E-099, 8.2546831E-100, 1.9137009E-101, 1.7225295E-059, 4.5926052E-060, 1.6895935E-061
 1.9002548E+002, 3.8284292E-104, 4.4150559E-105, 1.4469833E-107, 5.1820958E-064, 1.4373804E-064, 8.0532302E-066
 1.9302308E+002, 2.7402952E-109, 2.8466011E-110, 4.4156398E-112, 5.2496949E-069, 7.2262276E-070, 8.1969690E-071
 1.9602067E+002, 5.3273722E-114, 6.8555294E-115, 9.9717401E-117, 2.3356111E-073, 6.5525691E-074, 1.4203686E-074
 1.9901826E+002, 6.4561641E-119, 8.7906243E-120, 2.6145676E-121, 2.9797844E-077, 6.8673479E-078, 2.9165090E-079
 2.0000000E+002, 3.7319228E-123, 5.2557243E-124, 3.1449993E-125, 4.5278828E-080, 1.7216829E-080, 2.3741239E-081
