s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
-1.3397619E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3099397E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.2796975E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.2498753E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.2196331E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1898110E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1599888E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1297466E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0999244E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0696822E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0398600E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0096178E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.7979567E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.4997351E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.1973130E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.8990914E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.5966694E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.2984477E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9960257E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.6978040E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.3995823E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.0971603E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.7989386E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.4965166E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.1982949E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.8958729E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.5976512E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.2994295E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9970075E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.6987858E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.3963638E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.0981421E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.7999204E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.4974984E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.1992767E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.8968547E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.5986330E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.2962110E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9979893E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.6997676E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3973456E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0991239E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9670189E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9848019E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9605819E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0216351E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0038520E+000, 3.7071866E-058, 4.1445979E-057, 8.9122661E-057, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0280721E+000, 4.6236836E-030, 1.4331750E-029, 1.1961112E-029, 2.5151228E-113, 2.0629811E-112, 1.5741548E-111, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0010289E+001, 2.4227326E-021, 4.5912400E-021, 9.4849892E-021, 5.6367447E-067, 2.2427247E-066, 7.6280367E-066, 5.1742933E-193, 7.2879110E-190, 5.1033795E-189
 1.3034509E+001, 3.1988398E-017, 8.4904925E-017, 2.1878587E-016, 9.8237246E-046, 4.2877854E-045, 3.8610136E-044, 5.5512401E-127, 4.3142078E-125, 2.5524077E-124
 1.6016726E+001, 1.5517456E-007, 1.8524060E-007, 5.0067963E-008, 3.4925881E-033, 9.4569802E-033, 5.2236321E-032, 1.0374985E-094, 3.4043285E-093, 1.6577607E-092
 1.9040946E+001, 3.3144737E-005, 3.5801465E-005, 4.2578308E-005, 1.3373980E-025, 3.0292514E-025, 1.3566892E-024, 2.0385309E-071, 3.6432642E-070, 1.1537093E-069
 2.2023163E+001, 2.6115376E-002, 1.0294950E-002, 2.9883064E-003, 2.4131264E-020, 4.3273411E-020, 8.5525123E-020, 3.3296149E-054, 5.0653197E-053, 1.0963470E-052
 2.5005380E+001, 4.9972796E-002, 1.4999042E-002, 5.2002527E-003, 1.0583594E-016, 1.6860743E-016, 2.7932082E-016, 6.1747240E-043, 3.2313584E-042, 7.0710583E-042
 2.8029600E+001, 8.3269430E-002, 1.9092805E-002, 5.0757466E-003, 4.9476454E-009, 7.4027378E-009, 4.2193589E-009, 7.4264827E-035, 3.3738941E-034, 6.9088601E-034
 3.1011817E+001, 1.1367519E-001, 3.5466123E-002, 1.5128847E-002, 5.5958426E-005, 9.1344651E-005, 7.5367456E-005, 6.5792055E-028, 4.5117172E-027, 7.3449764E-027
 3.4036037E+001, 8.7641352E-002, 1.0730177E-002, 5.7647229E-003, 2.7492806E-003, 3.6706721E-003, 5.0693068E-003, 4.1839216E-023, 8.9244827E-023, 1.1139435E-022
 3.7018254E+001, 6.6653654E-002, 3.0745873E-002, 9.0841652E-003, 1.7552344E-002, 1.5733412E-002, 1.3375786E-002, 4.2702702E-020, 9.1882630E-020, 1.1371451E-019
 4.0000471E+001, 4.3331429E-002, 1.5954962E-002, 8.3224717E-003, 3.3493187E-002, 2.6986490E-002, 2.2721806E-002, 2.6586584E-018, 5.5231573E-018, 7.9029328E-018
 4.3024691E+001, 9.3335407E-002, 3.8915428E-002, 8.8798950E-003, 5.2732886E-002, 3.9099020E-002, 1.5043784E-002, 8.7228420E-015, 3.5647593E-013, 8.0307419E-013
 4.6006908E+001, 6.5830599E-002, 1.3592286E-002, 2.8620276E-004, 3.1429524E-002, 2.3126536E-002, 9.6095535E-003, 4.1944898E-009, 1.4905835E-008, 1.4319482E-008
 4.9031128E+001, 1.6253317E-002, 1.6194788E-003, 6.1032522E-006, 2.7675310E-002, 1.6383399E-002, 4.2712180E-003, 4.6539069E-004, 8.5266758E-004, 1.2412131E-003
 5.2013345E+001, 7.2234504E-006, 9.0842996E-008, 3.2628824E-008, 1.7219591E-003, 6.0043474E-004, 1.5713055E-004, 1.4038106E-003, 1.9377538E-003, 2.0924601E-003
 5.5037565E+001, 3.0640702E-007, 9.9719907E-009, 4.4446352E-010, 3.9338102E-008, 1.4321226E-008, 2.3062790E-010, 1.2000718E-002, 1.1600795E-002, 1.1453847E-002
 5.8019782E+001, 5.8353667E-007, 3.2653397E-008, 1.4870065E-009, 5.1608755E-008, 1.3892582E-008, 1.0646217E-009, 1.5217453E-002, 9.5657758E-003, 7.6833351E-003
 6.1001999E+001, 2.2937729E-004, 4.9485297E-006, 1.0935022E-007, 5.7280722E-004, 1.9202646E-004, 6.0731774E-006, 2.8202010E-002, 1.8597749E-002, 1.2529672E-002
 6.4026219E+001, 3.2414982E-005, 2.8368978E-007, 3.1972536E-006, 2.4940499E-005, 1.7616901E-006, 8.9317812E-009, 2.2398025E-002, 1.0140882E-002, 6.4096634E-003
 6.7008436E+001, 1.4785616E-003, 2.2588647E-004, 1.1341265E-004, 6.3934945E-011, 3.1382661E-012, 7.6553518E-013, 2.8161143E-002, 1.2401757E-002, 9.0544159E-003
 7.0032656E+001, 6.6356510E-002, 2.1751427E-002, 3.9900554E-003, 3.4583189E-012, 2.0829675E-013, 2.2582212E-015, 3.3337894E-002, 2.1593101E-002, 1.7540746E-002
 7.3014873E+001, 8.8369580E-002, 2.6004620E-002, 4.6546741E-003, 2.7608183E-013, 3.7864613E-014, 2.9347300E-013, 2.2355108E-002, 1.7943082E-002, 1.5758404E-002
 7.6039093E+001, 5.8395572E-002, 1.1772834E-002, 9.2556985E-004, 1.5487695E-010, 8.3269299E-011, 6.6285392E-011, 2.2455719E-002, 1.1696397E-002, 7.6034713E-003
 7.9021310E+001, 2.0345612E-002, 3.5066300E-003, 1.6685277E-004, 9.0928120E-007, 6.5441043E-008, 3.0725189E-010, 1.6322501E-002, 1.0327037E-002, 8.2676056E-003
 8.2003527E+001, 9.8953717E-006, 5.8311542E-007, 5.0969228E-009, 1.0736076E-009, 9.9723438E-011, 1.8197027E-012, 9.4601428E-003, 6.9895724E-003, 5.8856889E-003
 8.5027747E+001, 2.6871125E-005, 3.6406168E-007, 3.7877572E-007, 2.3163086E-010, 2.0950298E-011, 2.1001572E-013, 1.4376685E-002, 8.5739515E-003, 6.1693140E-003
 8.8009964E+001, 1.3326549E-004, 4.3089177E-006, 2.7816939E-008, 1.0889320E-008, 1.0410330E-009, 3.9901661E-011, 6.6905527E-003, 3.8376953E-003, 3.0276974E-003
 9.1034184E+001, 4.5806369E-004, 2.4489460E-005, 8.0364383E-008, 7.4690954E-009, 8.0566230E-010, 5.3770309E-012, 5.9862517E-003, 2.0548840E-003, 1.2758501E-003
 9.4016401E+001, 5.8405112E-006, 6.8313225E-008, 4.2962185E-010, 4.5079307E-010, 7.0741575E-011, 1.4615364E-012, 5.3902988E-003, 3.7378675E-003, 2.7943931E-003
 9.7040621E+001, 5.8648518E-008, 9.9339015E-010, 6.3809388E-012, 1.6815805E-011, 1.9157213E-012, 6.8043010E-015, 5.6548819E-003, 1.4374615E-003, 3.0883266E-004
 1.0002284E+002, 8.1092221E-011, 7.5042423E-013, 3.1822942E-014, 1.1559423E-017, 9.2820306E-018, 8.2715606E-018, 3.0306856E-004, 4.9929810E-005, 1.6620429E-005
 1.0300505E+002, 6.9904235E-012, 5.2739275E-013, 4.6387174E-014, 2.2519974E-017, 6.1901205E-018, 7.5146885E-019, 2.2781302E-005, 3.3266827E-006, 1.3490863E-006
 1.0602927E+002, 1.0048532E-012, 3.9587327E-013, 1.7590142E-013, 7.0726979E-018, 2.2451748E-018, 2.3902407E-019, 2.0714749E-006, 3.8528493E-006, 2.7408371E-006
 1.0901149E+002, 3.0304300E-013, 9.0965202E-014, 2.3312010E-014, 1.1260474E-017, 7.2010751E-018, 9.9299182E-019, 3.9719462E-007, 6.0806335E-009, 1.4478409E-009
 1.1203571E+002, 1.5203831E-012, 1.8130000E-013, 1.5651168E-014, 2.6424344E-020, 8.1130537E-021, 1.3084371E-021, 2.0260277E-009, 2.7628068E-009, 2.2631099E-009
 1.1501793E+002, 2.0249689E-015, 2.4147698E-016, 4.5731452E-017, 3.4338375E-022, 1.0215668E-022, 7.8874930E-024, 1.2876897E-009, 4.7714310E-010, 2.7379861E-010
 1.1800015E+002, 8.3641388E-014, 1.6717754E-015, 9.5156711E-017, 5.0334579E-025, 1.9052966E-025, 2.7502960E-026, 1.7251222E-010, 3.7413662E-012, 1.4936317E-012
 1.2102437E+002, 2.8012940E-014, 1.8785110E-016, 1.9120721E-017, 2.4704962E-025, 1.3517403E-025, 3.2995852E-026, 5.6307657E-017, 1.1098592E-017, 4.1890242E-018
 1.2400658E+002, 2.7111496E-014, 4.5756157E-016, 4.4169614E-017, 8.3027636E-027, 2.3987512E-027, 2.9248252E-028, 5.5146851E-017, 1.5123210E-017, 7.7858233E-018
 1.2703080E+002, 4.6000524E-014, 2.7414003E-015, 1.8380430E-015, 1.3572213E-025, 7.6968607E-026, 1.0458417E-026, 1.2366954E-016, 2.7855331E-017, 1.2928684E-017
 1.3001302E+002, 7.0106138E-013, 2.1677543E-014, 6.8547491E-015, 4.0905982E-025, 1.6697925E-025, 1.4018169E-026, 2.0337575E-017, 5.2495625E-018, 2.7148085E-018
 1.3303724E+002, 1.2881998E-011, 1.0263814E-012, 5.4196656E-013, 8.8881981E-025, 1.0311600E-024, 1.5430690E-025, 5.1435888E-018, 1.6192979E-018, 8.9978840E-019
 1.3601946E+002, 2.9865184E-010, 5.4823099E-012, 5.8492215E-014, 6.4027701E-024, 3.2512154E-024, 6.1415160E-025, 1.0946558E-019, 4.0219950E-020, 2.5757263E-020
 1.3900167E+002, 3.5207567E-009, 1.2174655E-010, 2.3699307E-011, 2.2994756E-023, 9.2551008E-024, 1.6350740E-024, 1.0281678E-020, 4.1624822E-021, 3.2977765E-021
 1.4202589E+002, 2.6427153E-008, 9.9529257E-010, 2.7269024E-011, 1.3415418E-022, 1.7895562E-022, 5.0382738E-022, 2.4267057E-018, 3.0443506E-018, 1.7951794E-018
 1.4500811E+002, 3.8888860E-005, 1.0838190E-005, 1.0627142E-006, 2.7812065E-019, 3.7893573E-019, 2.6791062E-019, 2.6213179E-017, 1.0286287E-017, 3.6408788E-018
 1.4803233E+002, 1.7035521E-003, 2.5096399E-005, 6.7907513E-008, 1.3787896E-017, 7.4670556E-018, 1.2596236E-018, 2.4570558E-017, 7.2646149E-018, 3.9643552E-018
 1.5101455E+002, 1.1402482E-002, 2.7508213E-003, 1.6021550E-005, 1.6854543E-016, 1.7826140E-016, 4.9270129E-017, 1.4642467E-016, 2.9437017E-016, 3.2674464E-016
 1.5403877E+002, 4.8575280E-002, 1.6395261E-002, 2.6768338E-003, 2.2446316E-015, 6.4398280E-015, 3.6650606E-015, 1.2764382E-014, 1.8616017E-015, 1.6187146E-015
 1.5702098E+002, 6.8610791E-003, 3.9928153E-004, 1.1816166E-005, 5.2028291E-014, 3.3700975E-014, 1.3919823E-014, 4.5135289E-013, 1.3736960E-013, 8.0464446E-014
 1.6000320E+002, 9.6135845E-004, 1.9362209E-005, 2.8360487E-007, 2.8329982E-012, 2.5758587E-012, 1.1923892E-010, 4.1158906E-010, 2.0590937E-009, 1.5353110E-009
 1.6302742E+002, 2.7653137E-007, 3.5104751E-009, 1.4115932E-011, 2.3580458E-007, 8.8594098E-007, 3.5028053E-006, 4.6670963E-007, 2.1464392E-005, 2.8858557E-005
 1.6600964E+002, 1.9242431E-015, 2.2028024E-016, 6.7441128E-017, 5.7155027E-006, 1.0045493E-006, 1.7707275E-006, 4.3022024E-004, 1.8758552E-003, 1.5034019E-003
 1.6903386E+002, 9.2868844E-018, 1.7958049E-018, 2.5600316E-019, 1.9578753E-004, 2.1645624E-005, 5.8983574E-006, 9.7048850E-003, 6.2778992E-003, 4.0100372E-003
 1.7201608E+002, 7.2235209E-020, 9.9035555E-021, 1.1462611E-021, 1.1870833E-003, 7.8859234E-004, 1.6528133E-004, 2.0837495E-002, 1.0019323E-002, 7.6158465E-003
 1.7504030E+002, 4.3751435E-023, 5.0668155E-024, 6.0167298E-025, 1.4775273E-004, 1.0507531E-004, 1.0152483E-005, 1.9418879E-002, 9.5015523E-003, 7.8791917E-003
 1.7802251E+002, 2.0952558E-026, 1.4278633E-027, 1.3353980E-028, 1.4424589E-007, 2.8590575E-008, 4.4138423E-010, 1.5031407E-002, 7.2885350E-003, 3.6218937E-003
 1.8100473E+002, 2.6176755E-030, 5.6351672E-031, 1.4593755E-031, 4.5660228E-013, 1.2460224E-013, 3.8202689E-015, 3.3737239E-002, 1.5286291E-002, 9.2290952E-003
 1.8402895E+002, 5.7868064E-035, 7.7634705E-036, 8.1191780E-037, 3.6357055E-018, 2.2859678E-018, 9.8753892E-019, 2.9536295E-002, 1.4788840E-002, 1.1351766E-002
 1.8701117E+002, 1.1760145E-039, 7.7539644E-041, 5.0924597E-042, 3.9404339E-020, 2.1525732E-020, 1.2455643E-020, 3.5697117E-002, 1.9866886E-002, 1.5364591E-002
 1.9003539E+002, 3.7890552E-044, 3.2784917E-045, 2.8631102E-046, 6.3662388E-021, 3.9095182E-021, 1.5521642E-021, 1.6043193E-002, 7.9997488E-003, 7.0389397E-003
 1.9301760E+002, 3.1521600E-048, 3.4333794E-049, 1.3468426E-050, 2.0191052E-022, 9.5414733E-023, 1.9176563E-023, 1.7500654E-002, 1.0249770E-002, 7.1054191E-003
 1.9604182E+002, 2.5608459E-053, 8.2993318E-055, 2.2647064E-056, 1.8069386E-025, 7.6627943E-026, 2.1097502E-026, 6.1098417E-003, 4.3264230E-004, 1.1954850E-004
 1.9902404E+002, 1.0295667E-058, 2.6365753E-060, 1.5589944E-061, 1.5571324E-028, 6.0202499E-029, 1.7569961E-029, 1.5818288E-004, 1.0809411E-004, 9.1179632E-005
 2.0200626E+002, 1.0750632E-063, 2.8033031E-065, 9.7617434E-067, 6.1504875E-031, 2.5152708E-031, 4.6254962E-032, 2.3637784E-006, 8.4810356E-007, 4.4041253E-007
 2.0503048E+002, 1.8325400E-068, 4.8098313E-070, 1.4521944E-071, 2.7437160E-034, 9.7547906E-035, 9.4339233E-036, 1.0838731E-010, 3.6506397E-011, 1.7306364E-011
 2.0801269E+002, 1.3927056E-073, 7.0294826E-075, 1.7995613E-076, 7.2701582E-038, 2.5990527E-038, 2.4895817E-039, 8.0503843E-016, 1.2697933E-016, 6.2840188E-017
 2.1103691E+002, 7.9096854E-079, 2.3632314E-080, 2.9889527E-082, 3.2911148E-042, 9.3822818E-043, 9.0751604E-044, 5.7463681E-019, 1.1667766E-019, 5.8390286E-020
