s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,H2ORear,O2Front,CO2Front,COFront,THCFront,SootFront,H2OFront,HFR,HFF,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C
 0.000E+00, 2.076E-01, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.941E-03, 2.076E-01, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.941E-03,-4.692E-06,-7.735E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-7.514E-04,-2.757E-03, 8.964E-03,-9.732E-03,-4.766E-03, 5.018E-04,-3.798E-03, 7.022E-03, 3.432E-03
 8.001E+01, 2.008E-01, 4.376E-03, 2.560E-10, 2.150E-11, 5.350E-11, 8.789E-03, 1.999E-01, 4.941E-03, 4.957E-10, 4.106E-11, 1.036E-10, 9.192E-03, 9.263E-01, 7.059E-01, 8.484E+01, 9.386E+01, 2.109E+01, 9.325E+01, 2.206E+01, 8.870E+01, 5.144E+01, 4.466E+01, 6.415E+01, 2.005E+01, 8.194E+01, 7.668E+01, 8.897E+01, 9.041E+01, 7.985E+01, 7.295E+01, 6.500E+01, 2.082E+01, 2.255E+01, 5.530E+01, 4.059E+01, 3.650E+01, 2.523E+01, 2.030E+01, 2.207E+01, 2.137E+01, 2.139E+01, 2.152E+01, 2.119E+01,-6.236E-01,-5.761E-01,-6.042E-01,-3.024E-01,-9.630E-03, 9.774E-02, 7.126E-02, 9.741E-02, 1.069E-01
 1.600E+02, 1.671E-01, 2.434E-02, 2.059E-08, 1.229E-09, 4.309E-09, 2.306E-02, 1.657E-01, 2.516E-02, 1.173E-07, 7.273E-09, 2.456E-08, 2.365E-02, 7.033E+00, 5.248E+00, 3.435E+02, 3.924E+02, 4.181E+01, 3.730E+02, 4.806E+01, 3.564E+02, 2.182E+02, 1.764E+02, 2.554E+02, 2.299E+01, 3.623E+02, 3.485E+02, 3.587E+02, 3.599E+02, 3.352E+02, 2.996E+02, 2.803E+02, 2.076E+01, 3.154E+01, 2.406E+02, 1.936E+02, 1.877E+02, 6.423E+01, 2.090E+01, 3.311E+01, 2.974E+01, 3.097E+01, 2.953E+01, 2.922E+01,-1.961E+00,-1.813E+00,-1.939E+00,-8.603E-01, 1.724E-01, 4.404E-01, 4.063E-01, 4.525E-01, 5.273E-01
 2.400E+02, 1.290E-01, 4.687E-02, 1.351E-08, 6.261E-10, 2.831E-09, 3.922E-02, 1.416E-01, 3.939E-02, 8.158E-06, 4.837E-07, 1.711E-06, 3.385E-02, 1.547E+01, 1.567E+01, 5.221E+02, 5.812E+02, 8.590E+01, 5.620E+02, 9.979E+01, 5.709E+02, 3.697E+02, 3.626E+02, 4.450E+02, 3.658E+01, 5.229E+02, 5.364E+02, 5.483E+02, 4.980E+02, 4.696E+02, 4.605E+02, 4.399E+02, 2.241E+01, 5.490E+01, 3.769E+02, 3.005E+02, 3.069E+02, 1.246E+02, 2.229E+01, 5.955E+01, 4.957E+01, 5.411E+01, 4.936E+01, 4.807E+01,-2.619E+00,-2.494E+00,-2.640E+00,-1.178E+00, 6.854E-02, 5.996E-01, 5.513E-01, 6.129E-01, 7.325E-01
 3.200E+02, 1.287E-01, 4.705E-02, 1.413E-08, 5.454E-10, 2.961E-09, 3.934E-02, 1.440E-01, 3.798E-02, 8.887E-06, 5.166E-07, 1.864E-06, 3.284E-02, 1.552E+01, 1.542E+01, 5.219E+02, 5.756E+02, 9.134E+01, 5.443E+02, 1.289E+02, 5.536E+02, 3.830E+02, 3.770E+02, 4.610E+02, 5.736E+01, 5.175E+02, 5.277E+02, 5.396E+02, 5.022E+02, 4.776E+02, 4.726E+02, 4.531E+02, 2.166E+01, 5.665E+01, 3.730E+02, 2.897E+02, 3.047E+02, 1.358E+02, 2.227E+01, 6.192E+01, 5.158E+01, 5.576E+01, 5.119E+01, 5.037E+01,-2.639E+00,-2.527E+00,-2.686E+00,-1.175E+00, 9.330E-02, 6.507E-01, 5.923E-01, 6.869E-01, 8.131E-01
 4.000E+02, 1.396E-01, 4.061E-02, 7.897E-09, 4.431E-10, 1.655E-09, 3.472E-02, 1.538E-01, 3.216E-02, 2.342E-06, 1.068E-07, 4.908E-07, 2.866E-02, 1.317E+01, 1.277E+01, 5.068E+02, 5.223E+02, 8.628E+01, 5.072E+02, 1.186E+02, 4.720E+02, 3.583E+02, 3.478E+02, 4.307E+02, 7.464E+01, 4.852E+02, 4.854E+02, 4.845E+02, 4.654E+02, 4.432E+02, 4.248E+02, 4.101E+02, 2.208E+01, 5.100E+01, 3.477E+02, 2.610E+02, 2.706E+02, 1.100E+02, 2.200E+01, 5.481E+01, 4.636E+01, 5.013E+01, 4.579E+01, 4.508E+01,-2.519E+00,-2.357E+00,-2.525E+00,-1.112E+00, 2.057E-01, 6.573E-01, 6.054E-01, 6.825E-01, 7.906E-01
 4.800E+02, 1.327E-01, 4.467E-02, 9.293E-08, 4.242E-09, 1.948E-08, 3.763E-02, 1.360E-01, 4.264E-02, 1.057E-04, 3.375E-06, 2.229E-05, 3.630E-02, 1.844E+01, 2.023E+01, 5.420E+02, 6.275E+02, 1.000E+02, 5.619E+02, 1.287E+02, 6.099E+02, 4.107E+02, 4.191E+02, 5.092E+02, 8.515E+01, 5.550E+02, 5.616E+02, 5.697E+02, 5.185E+02, 4.906E+02, 4.826E+02, 4.606E+02, 2.266E+01, 6.556E+01, 3.790E+02, 3.064E+02, 3.179E+02, 1.598E+02, 2.269E+01, 7.077E+01, 5.891E+01, 6.411E+01, 5.845E+01, 5.670E+01,-2.871E+00,-2.635E+00,-2.792E+00,-1.228E+00,-4.583E-02, 6.322E-01, 5.746E-01, 6.179E-01, 7.748E-01
 5.600E+02, 9.841E-02, 6.495E-02, 6.289E-08, 2.034E-09, 1.320E-08, 5.222E-02, 8.592E-02, 7.128E-02, 1.027E-03, 3.351E-05, 2.194E-04, 5.798E-02, 3.687E+01, 4.626E+01, 7.001E+02, 8.771E+02, 1.569E+02, 6.722E+02, 2.245E+02, 8.783E+02, 5.599E+02, 6.065E+02, 7.209E+02, 9.308E+01, 7.668E+02, 7.539E+02, 7.770E+02, 7.654E+02, 7.038E+02, 7.025E+02, 6.639E+02, 2.740E+01, 1.324E+02, 5.434E+02, 4.288E+02, 4.591E+02, 2.869E+02, 2.588E+01, 1.400E+02, 1.147E+02, 1.252E+02, 1.130E+02, 1.065E+02,-3.490E+00,-3.165E+00,-3.486E+00,-1.739E+00,-2.989E-01, 6.492E-01, 6.212E-01, 6.531E-01, 8.798E-01
 6.400E+02, 7.044E-02, 8.150E-02, 1.271E-07, 2.695E-09, 2.672E-08, 6.415E-02, 5.700E-02, 8.596E-02, 3.364E-03, 1.678E-04, 7.231E-04, 7.131E-02, 5.037E+01, 6.429E+01, 7.503E+02, 9.801E+02, 1.992E+02, 7.340E+02, 2.779E+02, 9.894E+02, 6.454E+02, 7.021E+02, 8.255E+02, 1.064E+02, 8.704E+02, 8.380E+02, 8.799E+02, 9.055E+02, 8.214E+02, 8.461E+02, 7.832E+02, 3.281E+01, 1.872E+02, 6.606E+02, 4.588E+02, 5.149E+02, 3.417E+02, 2.789E+01, 1.950E+02, 1.596E+02, 1.732E+02, 1.572E+02, 1.455E+02,-3.766E+00,-3.416E+00,-3.933E+00,-1.988E+00,-2.280E-01, 7.224E-01, 7.090E-01, 7.234E-01, 9.657E-01
