s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,PT-RW-Ba-U,PT-RW-Ba-L,PT-RW-Fr-U,PT-RW-Fr-L,PT-RW-Ce,TC-RW-Ba-U,TC-RW-Ba-L,TC-RW-Fr-U,TC-RW-Fr-L,TC-RW-Ce,PT-LW-Ba-U,PT-LW-Fr-U,PT-C-Ba-L,PT-C-Ba-R,PT-C-Fr-L,PT-C-Fr-R,PT-C-Ce,PT-F-Ba-R,PT-F-Fr-R,PT-BW-U,PT-BW-M,PT-BW-L,PT-FW-Le-U,PT-FW-Le-L,TC-Door-1490,TC-Door-1350,TC-Door-1200,TC-Door-1050,TC-Door-0900,TC-Door-0600,TC-Door-0300,TC-Door-0010,TC-Front-0010,TC-Front-0300,TC-Front-0600,TC-Front-0900,TC-Front-1200,TC-Front-1500,TC-Front-1790,TC-Back-0010,TC-Back-0300,TC-Back-0600,TC-Back-0900,TC-Back-1200,TC-Back-1500,TC-Back-1790,O2-Door-100,O2-Door-200,O2-Door-800,CO2-Door-100,CO2-Door-200,CO2-Door-800,CO-Door-100,CO-Door-200,CO-Door-800
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 2.052E+01, 2.051E+01, 2.046E+01, 2.052E+01, 2.132E+01, 2.016E+01, 2.018E+01, 2.013E+01, 2.013E+01, 2.041E+01, 2.055E+01, 2.045E+01, 2.019E+01, 2.014E+01, 2.015E+01, 2.014E+01, 2.043E+01, 2.036E+01, 2.038E+01, 2.040E+01, 2.048E+01, 2.034E+01, 2.015E+01, 2.012E+01, 2.030E+01, 2.033E+01, 2.038E+01, 2.042E+01, 2.043E+01, 2.041E+01, 2.033E+01, 2.019E+01, 2.077E+01, 2.143E+01, 2.253E+01, 2.243E+01, 2.162E+01, 2.103E+01, 2.070E+01, 2.073E+01, 2.145E+01, 2.242E+01, 2.218E+01, 2.159E+01, 2.106E+01, 2.072E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.001E+01, 3.934E+01, 3.081E+01, 4.648E+01, 3.217E+01, 5.183E+01, 2.643E+01, 2.359E+01, 2.701E+01, 2.326E+01, 2.958E+01, 4.026E+01, 4.653E+01, 2.693E+01, 2.586E+01, 3.256E+01, 3.159E+01, 7.160E+01, 3.047E+01, 3.248E+01, 3.672E+01, 3.334E+01, 2.952E+01, 2.686E+01, 2.335E+01, 5.710E+01, 7.037E+01, 3.709E+01, 3.342E+01, 3.181E+01, 2.716E+01, 2.564E+01, 2.419E+01, 3.117E+01, 3.768E+01, 4.812E+01, 5.909E+01, 7.069E+01, 1.151E+02, 4.852E+02, 3.090E+01, 3.704E+01, 4.439E+01, 4.928E+01, 5.135E+01, 5.833E+01, 3.645E+02, 1.970E-01, 1.937E-01, 2.066E-01, 6.176E-03, 7.978E-03, 9.204E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 1.169E+02, 4.888E+01, 1.355E+02, 5.561E+01, 1.053E+02, 5.231E+01, 2.993E+01, 5.389E+01, 3.035E+01, 4.805E+01, 1.117E+02, 1.400E+02, 5.348E+01, 5.394E+01, 7.761E+01, 7.009E+01, 1.575E+02, 5.406E+01, 6.199E+01, 9.134E+01, 6.392E+01, 4.885E+01, 5.252E+01, 3.082E+01, 3.548E+02, 4.803E+02, 3.325E+02, 3.169E+02, 1.800E+02, 4.247E+01, 3.406E+01, 3.110E+01, 4.226E+01, 5.218E+01, 7.049E+01, 2.313E+02, 5.177E+02, 5.924E+02, 8.785E+02, 4.265E+01, 5.089E+01, 6.619E+01, 1.663E+02, 2.655E+02, 3.253E+02, 7.449E+02, 1.541E-01, 1.410E-01, 2.036E-01, 2.969E-02, 3.687E-02, 2.531E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.003E+01, 2.099E+02, 6.909E+01, 2.168E+02, 7.767E+01, 1.606E+02, 8.702E+01, 3.748E+01, 8.472E+01, 3.827E+01, 6.914E+01, 2.303E+02, 2.348E+02, 9.921E+01, 9.226E+01, 1.288E+02, 1.088E+02, 2.190E+02, 8.057E+01, 8.999E+01, 1.908E+02, 1.152E+02, 6.911E+01, 8.829E+01, 3.939E+01, 7.160E+02, 6.984E+02, 4.626E+02, 4.380E+02, 3.483E+02, 5.737E+01, 4.246E+01, 3.958E+01, 5.069E+01, 5.833E+01, 1.416E+02, 2.892E+02, 4.127E+02, 6.448E+02, 9.857E+02, 5.134E+01, 5.966E+01, 1.724E+02, 4.436E+02, 5.671E+02, 6.126E+02, 9.187E+02, 1.002E-01, 9.606E-02, 2.060E-01, 5.918E-02, 6.149E-02, 1.236E-03, 0.000E+00, 0.000E+00, 0.000E+00
 7.504E+01, 3.020E+02, 8.954E+01, 2.967E+02, 9.328E+01, 2.026E+02, 1.263E+02, 4.559E+01, 1.200E+02, 4.502E+01, 8.748E+01, 3.114E+02, 3.131E+02, 1.453E+02, 1.344E+02, 1.748E+02, 1.502E+02, 2.675E+02, 1.063E+02, 1.116E+02, 2.928E+02, 1.934E+02, 8.871E+01, 1.298E+02, 4.666E+01, 9.218E+02, 8.464E+02, 6.344E+02, 5.676E+02, 3.822E+02, 5.048E+01, 4.093E+01, 3.961E+01, 5.101E+01, 5.696E+01, 1.545E+02, 3.696E+02, 4.790E+02, 7.740E+02, 1.057E+03, 5.780E+01, 6.778E+01, 2.069E+02, 5.025E+02, 5.842E+02, 7.569E+02, 9.409E+02, 2.694E-02, 3.966E-02, 1.941E-01, 9.807E-02, 9.215E-02, 7.777E-03, 0.000E+00, 0.000E+00, 0.000E+00
 9.003E+01, 3.727E+02, 1.051E+02, 3.783E+02, 1.095E+02, 2.411E+02, 1.650E+02, 5.299E+01, 1.617E+02, 5.234E+01, 1.077E+02, 3.776E+02, 4.018E+02, 1.878E+02, 1.788E+02, 2.252E+02, 1.963E+02, 3.148E+02, 1.279E+02, 1.337E+02, 3.648E+02, 2.242E+02, 1.035E+02, 1.753E+02, 5.426E+01, 8.535E+02, 9.131E+02, 7.856E+02, 5.443E+02, 3.726E+02, 6.069E+01, 3.958E+01, 3.784E+01, 4.542E+01, 4.950E+01, 2.192E+02, 4.440E+02, 6.248E+02, 9.582E+02, 1.015E+03, 6.394E+01, 7.036E+01, 1.460E+02, 3.888E+02, 5.998E+02, 7.565E+02, 9.619E+02, 3.409E-03, 3.177E-03, 2.010E-01, 1.105E-01, 1.106E-01, 3.999E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 4.190E+02, 1.204E+02, 4.499E+02, 1.259E+02, 2.775E+02, 2.004E+02, 6.076E+01, 2.061E+02, 6.006E+01, 1.291E+02, 4.368E+02, 4.686E+02, 2.334E+02, 2.167E+02, 2.769E+02, 2.465E+02, 3.649E+02, 1.493E+02, 1.560E+02, 4.242E+02, 2.600E+02, 1.181E+02, 2.209E+02, 6.225E+01, 8.389E+02, 8.979E+02, 7.308E+02, 6.874E+02, 4.669E+02, 5.513E+01, 4.326E+01, 4.052E+01, 4.719E+01, 5.148E+01, 1.681E+02, 4.367E+02, 6.920E+02, 8.826E+02, 9.985E+02, 6.999E+01, 7.700E+01, 1.159E+02, 4.775E+02, 7.181E+02, 6.957E+02, 8.164E+02, 5.546E-04, 1.539E-02, 2.028E-01, 1.119E-01, 1.049E-01, 2.998E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 4.680E+02, 1.383E+02, 5.042E+02, 1.452E+02, 3.227E+02, 2.403E+02, 6.986E+01, 2.501E+02, 6.924E+01, 1.549E+02, 4.728E+02, 5.232E+02, 2.752E+02, 2.601E+02, 3.279E+02, 2.945E+02, 4.184E+02, 1.727E+02, 1.811E+02, 4.702E+02, 2.970E+02, 1.349E+02, 2.703E+02, 7.168E+01, 8.692E+02, 8.871E+02, 8.185E+02, 7.058E+02, 5.241E+02, 6.177E+01, 4.661E+01, 4.323E+01, 5.380E+01, 6.364E+01, 1.384E+02, 5.339E+02, 6.990E+02, 9.017E+02, 1.018E+03, 7.413E+01, 8.419E+01, 1.287E+02, 5.926E+02, 6.895E+02, 7.364E+02, 9.451E+02, 2.767E-03, 9.512E-03, 2.042E-01, 1.121E-01, 1.086E-01, 2.246E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 4.874E+02, 1.533E+02, 5.429E+02, 1.618E+02, 3.501E+02, 2.718E+02, 7.850E+01, 2.937E+02, 7.818E+01, 1.769E+02, 4.996E+02, 5.550E+02, 3.126E+02, 2.989E+02, 3.746E+02, 3.413E+02, 4.673E+02, 1.923E+02, 2.015E+02, 5.062E+02, 3.360E+02, 1.494E+02, 3.122E+02, 8.078E+01, 8.601E+02, 8.463E+02, 7.492E+02, 7.108E+02, 4.160E+02, 5.730E+01, 4.485E+01, 4.290E+01, 5.266E+01, 5.778E+01, 1.497E+02, 4.847E+02, 6.115E+02, 8.646E+02, 1.029E+03, 7.827E+01, 8.133E+01, 1.228E+02, 5.994E+02, 6.431E+02, 6.934E+02, 8.809E+02, 8.691E-04, 5.611E-03, 2.052E-01, 1.124E-01, 1.104E-01, 1.662E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 5.071E+02, 1.685E+02, 5.622E+02, 1.789E+02, 3.840E+02, 3.034E+02, 8.765E+01, 3.325E+02, 8.769E+01, 2.023E+02, 5.126E+02, 5.741E+02, 3.480E+02, 3.368E+02, 4.200E+02, 3.849E+02, 5.119E+02, 2.115E+02, 2.220E+02, 5.235E+02, 3.642E+02, 1.642E+02, 3.523E+02, 9.039E+01, 8.095E+02, 8.416E+02, 7.710E+02, 7.345E+02, 5.926E+02, 6.278E+01, 4.890E+01, 4.571E+01, 5.640E+01, 6.679E+01, 1.515E+02, 5.407E+02, 7.480E+02, 9.227E+02, 9.696E+02, 7.840E+01, 8.475E+01, 1.283E+02, 4.959E+02, 6.534E+02, 6.789E+02, 8.653E+02, 4.721E-04, 1.377E-03, 2.021E-01, 1.123E-01, 1.125E-01, 3.375E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.650E+02, 5.284E+02, 1.830E+02, 5.710E+02, 1.935E+02, 4.037E+02, 3.367E+02, 9.704E+01, 3.664E+02, 9.701E+01, 2.245E+02, 5.274E+02, 5.956E+02, 3.797E+02, 3.745E+02, 4.601E+02, 4.230E+02, 5.471E+02, 2.296E+02, 2.391E+02, 5.363E+02, 3.925E+02, 1.782E+02, 3.920E+02, 1.002E+02, 8.683E+02, 8.341E+02, 7.164E+02, 7.251E+02, 4.435E+02, 6.181E+01, 4.789E+01, 4.677E+01, 5.775E+01, 6.962E+01, 1.309E+02, 5.236E+02, 5.946E+02, 8.530E+02, 1.014E+03, 8.480E+01, 9.255E+01, 1.336E+02, 6.235E+02, 6.305E+02, 6.322E+02, 8.576E+02, 1.495E-03, 1.021E-02, 2.068E-01, 1.127E-01, 1.082E-01, 7.913E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+02, 5.477E+02, 1.969E+02, 5.926E+02, 2.091E+02, 4.188E+02, 3.696E+02, 1.067E+02, 4.035E+02, 1.070E+02, 2.456E+02, 5.370E+02, 6.084E+02, 4.099E+02, 4.075E+02, 4.996E+02, 4.647E+02, 5.852E+02, 2.467E+02, 2.572E+02, 5.446E+02, 4.081E+02, 1.917E+02, 4.320E+02, 1.101E+02, 8.780E+02, 8.710E+02, 7.318E+02, 6.949E+02, 6.327E+02, 7.001E+01, 5.256E+01, 5.148E+01, 6.522E+01, 7.606E+01, 1.497E+02, 5.310E+02, 6.327E+02, 9.351E+02, 9.925E+02, 9.408E+01, 9.589E+01, 1.375E+02, 6.597E+02, 6.949E+02, 6.903E+02, 8.728E+02, 2.678E-04, 8.946E-03, 2.033E-01, 1.121E-01, 1.084E-01, 2.723E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.950E+02, 5.631E+02, 2.119E+02, 6.095E+02, 2.253E+02, 4.420E+02, 4.016E+02, 1.171E+02, 4.398E+02, 1.177E+02, 2.702E+02, 5.664E+02, 6.215E+02, 4.449E+02, 4.404E+02, 5.345E+02, 5.031E+02, 6.161E+02, 2.643E+02, 2.761E+02, 5.604E+02, 4.254E+02, 2.050E+02, 4.701E+02, 1.211E+02, 8.165E+02, 8.759E+02, 7.627E+02, 7.635E+02, 5.838E+02, 7.180E+01, 5.359E+01, 5.211E+01, 6.786E+01, 9.596E+01, 1.659E+02, 5.455E+02, 7.133E+02, 9.104E+02, 1.006E+03, 1.002E+02, 1.014E+02, 1.482E+02, 6.220E+02, 6.782E+02, 6.515E+02, 7.940E+02, 3.604E-04, 1.179E-02, 2.048E-01, 1.118E-01, 1.073E-01, 1.920E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 5.626E+02, 2.250E+02, 6.256E+02, 2.421E+02, 4.543E+02, 4.261E+02, 1.273E+02, 4.752E+02, 1.292E+02, 2.927E+02, 5.817E+02, 6.432E+02, 4.749E+02, 4.656E+02, 5.691E+02, 5.360E+02, 6.406E+02, 2.788E+02, 2.945E+02, 5.657E+02, 4.380E+02, 2.166E+02, 5.048E+02, 1.328E+02, 8.526E+02, 8.778E+02, 8.289E+02, 8.199E+02, 7.188E+02, 7.501E+01, 5.712E+01, 5.446E+01, 7.091E+01, 9.670E+01, 1.872E+02, 5.737E+02, 7.200E+02, 9.207E+02, 9.899E+02, 1.044E+02, 1.009E+02, 1.649E+02, 6.275E+02, 6.520E+02, 6.388E+02, 8.094E+02, 5.252E-04, 1.115E-02, 2.058E-01, 1.118E-01, 1.077E-01, 1.354E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 5.655E+02, 2.385E+02, 6.336E+02, 2.594E+02, 4.733E+02, 4.489E+02, 1.381E+02, 5.046E+02, 1.414E+02, 3.174E+02, 5.926E+02, 6.633E+02, 5.028E+02, 4.868E+02, 6.014E+02, 5.669E+02, 6.613E+02, 2.938E+02, 3.131E+02, 5.774E+02, 4.521E+02, 2.294E+02, 5.408E+02, 1.457E+02, 8.335E+02, 9.011E+02, 8.060E+02, 7.402E+02, 5.995E+02, 8.104E+01, 6.098E+01, 5.837E+01, 7.469E+01, 1.336E+02, 1.947E+02, 5.725E+02, 8.047E+02, 9.315E+02, 9.572E+02, 1.111E+02, 1.124E+02, 1.614E+02, 6.491E+02, 6.770E+02, 6.812E+02, 8.257E+02, 8.652E-05, 4.618E-03, 2.038E-01, 1.114E-01, 1.106E-01, 2.432E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 5.842E+02, 2.509E+02, 6.477E+02, 2.744E+02, 4.903E+02, 4.748E+02, 1.489E+02, 5.348E+02, 1.536E+02, 3.417E+02, 5.999E+02, 6.697E+02, 5.263E+02, 5.085E+02, 6.281E+02, 5.971E+02, 6.735E+02, 3.085E+02, 3.294E+02, 5.882E+02, 4.711E+02, 2.417E+02, 5.710E+02, 1.586E+02, 9.022E+02, 9.112E+02, 8.347E+02, 8.174E+02, 5.843E+02, 7.923E+01, 6.009E+01, 5.991E+01, 7.746E+01, 1.091E+02, 2.019E+02, 5.719E+02, 7.241E+02, 9.023E+02, 9.930E+02, 1.160E+02, 1.213E+02, 1.819E+02, 6.744E+02, 6.422E+02, 6.586E+02, 7.888E+02, 7.589E-04, 3.898E-03, 2.044E-01, 1.114E-01, 1.111E-01, 2.125E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 5.919E+02, 2.627E+02, 6.638E+02, 2.914E+02, 4.994E+02, 4.974E+02, 1.598E+02, 5.639E+02, 1.669E+02, 3.650E+02, 6.042E+02, 6.822E+02, 5.431E+02, 5.296E+02, 6.552E+02, 6.252E+02, 6.827E+02, 3.215E+02, 3.469E+02, 5.921E+02, 4.774E+02, 2.533E+02, 5.993E+02, 1.723E+02, 8.849E+02, 9.126E+02, 8.090E+02, 8.204E+02, 6.053E+02, 8.425E+01, 6.389E+01, 6.379E+01, 8.495E+01, 1.155E+02, 2.216E+02, 6.217E+02, 7.402E+02, 9.216E+02, 9.963E+02, 1.210E+02, 1.232E+02, 1.703E+02, 6.301E+02, 5.986E+02, 6.372E+02, 7.586E+02, 1.899E-04, 7.289E-03, 2.041E-01, 1.114E-01, 1.093E-01, 2.301E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 5.989E+02, 2.751E+02, 6.715E+02, 3.073E+02, 5.097E+02, 5.183E+02, 1.713E+02, 5.886E+02, 1.805E+02, 3.880E+02, 6.087E+02, 7.041E+02, 5.588E+02, 5.507E+02, 6.809E+02, 6.479E+02, 6.907E+02, 3.346E+02, 3.635E+02, 5.902E+02, 4.843E+02, 2.647E+02, 6.290E+02, 1.864E+02, 9.099E+02, 9.393E+02, 7.609E+02, 8.054E+02, 5.946E+02, 1.036E+02, 6.848E+01, 6.919E+01, 9.003E+01, 1.358E+02, 2.286E+02, 5.998E+02, 7.219E+02, 9.696E+02, 9.349E+02, 1.266E+02, 1.285E+02, 1.610E+02, 6.410E+02, 6.016E+02, 6.488E+02, 7.725E+02, 8.111E-04, 8.821E-03, 2.057E-01, 1.118E-01, 1.087E-01, 1.393E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 6.127E+02, 2.897E+02, 6.872E+02, 3.248E+02, 5.312E+02, 5.408E+02, 1.840E+02, 6.145E+02, 1.952E+02, 4.140E+02, 6.100E+02, 7.060E+02, 5.744E+02, 5.698E+02, 6.979E+02, 6.740E+02, 7.028E+02, 3.507E+02, 3.817E+02, 5.933E+02, 4.972E+02, 2.786E+02, 6.521E+02, 2.012E+02, 8.447E+02, 9.077E+02, 8.269E+02, 7.816E+02, 6.193E+02, 1.122E+02, 6.850E+01, 7.027E+01, 9.744E+01, 1.508E+02, 2.376E+02, 6.697E+02, 7.677E+02, 9.121E+02, 9.654E+02, 1.449E+02, 1.401E+02, 1.714E+02, 6.408E+02, 6.394E+02, 7.078E+02, 7.638E+02, 2.059E-04, 7.210E-03, 2.056E-01, 1.115E-01, 1.093E-01, 1.463E-03, 0.000E+00, 0.000E+00, 0.000E+00
