s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 6.3042929E+001, 2.1251086E-028, 4.8817480E-030, 2.3940006E-034, 6.7368229E-002, 1.5212797E-003, 4.7902192E-010, 2.5941276E-001, 1.7886786E-002, 1.2209659E-007, 2.0566609E-001, 2.9442500E-003, 1.0067678E-008, 6.7227747E-039, 2.3774950E-040, 7.2839942E-046, 6.7344518E-070, 4.8151878E-072, 1.5998836E-068, 1.9006083E-048, 8.5749543E-048, 2.1238267E-047, 8.8114194E-031, 8.7638057E-033, 1.1146765E-031, 2.6015740E-003, 1.9932182E-003, 4.5591204E-003, 2.6194252E-018, 4.4190078E-019, 4.3786822E-020, 1.4740619E-095, 7.0501203E-094, 1.0208420E-090, 2.3504572E-082, 9.8036726E-080, 1.7200677E-076, 3.9711043E-104, 3.9727657E-102, 1.0226293E-098
 6.4025195E+001, 1.0116054E-026, 5.2576609E-028, 5.3761380E-034, 7.5162436E-002, 1.7248954E-003, 1.0125970E-010, 2.5830589E-001, 3.2115879E-002, 2.7333745E-006, 2.1430641E-001, 2.9550210E-003, 1.5016182E-008, 2.9637013E-036, 1.8216802E-038, 5.3782890E-045, 2.4293682E-069, 6.9694127E-071, 1.4801637E-067, 2.1280962E-048, 2.7067596E-048, 1.4420621E-047, 5.6581204E-031, 1.4628316E-032, 6.3017904E-032, 3.3329843E-003, 1.4710016E-002, 3.2027482E-003, 1.7917206E-018, 2.0870061E-019, 1.0350793E-020, 6.7260981E-094, 5.0125058E-092, 1.1512961E-088, 9.0455529E-080, 2.1640238E-077, 1.0874238E-073, 1.1955507E-101, 1.2362169E-099, 2.7936916E-095
 6.5007461E+001, 2.5568729E-026, 9.8956237E-028, 2.7503035E-034, 8.3306156E-002, 2.7439868E-003, 9.9834429E-012, 2.5294109E-001, 3.4480456E-002, 2.3086921E-004, 2.1512125E-001, 5.6613654E-003, 6.7285628E-008, 1.1941090E-034, 1.1908285E-037, 7.4850297E-043, 6.1479440E-069, 3.3935962E-070, 4.6817990E-067, 7.0792565E-049, 2.1693826E-049, 1.8682232E-048, 2.1113636E-031, 2.6935626E-032, 5.1991639E-032, 6.2965138E-003, 4.9754348E-003, 3.2706832E-004, 1.9169870E-018, 1.2603931E-019, 1.8278388E-020, 3.2123897E-093, 1.0267455E-090, 3.6723881E-086, 7.9826663E-078, 3.2592406E-075, 5.0587435E-071, 6.6760999E-100, 4.6850535E-097, 3.5739646E-092
 6.6036502E+001, 1.6263672E-026, 1.1163053E-027, 2.3908613E-033, 8.8235908E-002, 3.7998731E-003, 2.6655856E-012, 2.5184515E-001, 2.2059701E-002, 2.7128087E-004, 2.1175038E-001, 1.1573876E-002, 1.6244827E-007, 3.8432422E-033, 1.4758992E-035, 7.2796430E-040, 1.5618745E-068, 2.2228778E-070, 6.8272325E-066, 1.3494774E-049, 1.2140036E-050, 4.7575612E-050, 4.6449158E-032, 1.8179055E-032, 1.7648948E-032, 2.3114168E-003, 7.6029438E-003, 5.7105490E-003, 1.4563170E-018, 4.2678462E-019, 3.5428214E-020, 1.8200635E-092, 1.0866680E-089, 4.0485656E-084, 1.4890537E-075, 1.8771286E-072, 3.0196758E-068, 2.1781433E-097, 1.2788471E-094, 1.4535894E-089
 6.7018768E+001, 2.1861877E-026, 3.8808512E-028, 3.8829093E-033, 8.6839434E-002, 1.9933139E-003, 1.6017733E-011, 2.4950750E-001, 9.6064798E-003, 6.5208804E-007, 2.2554074E-001, 1.3094914E-002, 2.8881428E-008, 4.1734568E-031, 5.3446430E-033, 7.6652141E-037, 1.6760280E-067, 3.7921003E-071, 1.1235793E-066, 2.6808558E-050, 3.1535730E-052, 3.9943067E-051, 2.6781058E-032, 6.4842763E-033, 1.7275183E-032, 1.1060688E-002, 1.9851588E-002, 1.0070919E-002, 1.4420788E-018, 1.4494764E-018, 2.0836658E-019, 5.8580975E-090, 7.2159176E-087, 1.0643547E-081, 5.2431044E-073, 7.3958667E-070, 9.6418454E-066, 6.4075204E-094, 9.9950781E-092, 2.1185586E-086
 6.8001034E+001, 5.3772477E-026, 2.7286297E-028, 7.2427350E-033, 7.8728467E-002, 7.9330413E-004, 8.7837470E-012, 2.5547993E-001, 1.8416724E-002, 9.6575667E-007, 2.2064609E-001, 2.3464932E-003, 1.1257170E-009, 7.8620730E-030, 6.5406096E-032, 1.4629481E-035, 6.1491645E-066, 2.1720635E-071, 2.0240016E-068, 3.2650285E-051, 4.3816269E-053, 7.3543362E-051, 9.7118916E-033, 1.8615263E-033, 3.0241778E-031, 2.4046160E-002, 3.8236344E-002, 3.8251241E-003, 4.4556232E-018, 1.0677200E-017, 9.9176167E-019, 1.3896875E-086, 4.3351090E-084, 5.9568499E-079, 1.5956196E-070, 1.5640630E-067, 1.6111053E-063, 9.3201697E-091, 8.9926915E-089, 1.0707260E-082
 6.9030075E+001, 1.8106137E-025, 3.6433837E-027, 8.6710344E-031, 6.2647613E-002, 6.3775528E-005, 3.9184301E-012, 2.6981852E-001, 2.8229266E-002, 8.9676059E-007, 2.2918469E-001, 1.7825455E-003, 1.2059127E-008, 2.8851938E-029, 5.6825221E-031, 2.9521507E-035, 1.9822353E-064, 4.4359826E-070, 4.5747226E-070, 2.8295914E-052, 7.4869805E-053, 1.4682238E-051, 6.4267635E-033, 1.5326587E-032, 1.2431080E-030, 3.2827390E-002, 5.0023281E-002, 8.8815205E-005, 1.9117970E-017, 6.1436051E-017, 2.7590495E-018, 3.0329120E-083, 4.1044403E-081, 3.4051516E-076, 6.7865849E-068, 5.9142461E-065, 2.3897602E-061, 2.6401783E-087, 2.9314908E-085, 8.4925393E-079
 7.0012341E+001, 4.6636745E-024, 1.0858372E-025, 1.3074912E-028, 5.9026801E-002, 9.8988132E-005, 5.3040884E-012, 2.8615091E-001, 3.5022740E-002, 1.7234154E-006, 2.4899802E-001, 1.1151910E-003, 5.2617223E-010, 3.5219394E-028, 1.2240203E-029, 4.5177198E-034, 3.6084288E-063, 1.9047873E-068, 7.5103632E-069, 2.5838514E-053, 1.5348202E-053, 1.1461309E-052, 1.2151210E-033, 4.6128018E-032, 6.0209488E-031, 4.4050975E-002, 3.4422214E-002, 1.8156292E-006, 7.8991109E-017, 1.7524713E-016, 3.6444923E-018, 2.7272020E-080, 2.4235941E-078, 7.5115114E-074, 1.7158126E-065, 1.3504254E-062, 1.7985651E-059, 1.2260816E-084, 6.8228480E-082, 1.9168661E-075
 7.1041382E+001, 1.3003334E-022, 1.3961776E-023, 1.5575378E-028, 6.9374384E-002, 2.5052794E-004, 7.6259821E-011, 2.8210448E-001, 6.0389295E-002, 9.9832927E-006, 2.5268907E-001, 6.0937543E-004, 5.8411790E-008, 6.8881002E-027, 1.7604326E-028, 8.3895330E-033, 7.3806254E-062, 7.3877664E-067, 3.8513204E-068, 2.4544038E-054, 1.1257365E-054, 2.6449118E-053, 1.1831644E-033, 7.3731364E-032, 4.4753370E-031, 4.8807929E-002, 1.1328574E-002, 2.6916078E-008, 3.8847267E-016, 1.9304356E-015, 7.6834710E-018, 1.9224555E-077, 2.4510258E-075, 1.4974057E-071, 1.8196130E-063, 7.5562146E-061, 7.4302130E-058, 1.0784746E-081, 1.4502426E-078, 1.9873292E-072
 7.2023648E+001, 5.9065849E-022, 1.1765131E-022, 3.0137329E-028, 8.3632929E-002, 2.2987354E-003, 6.5067454E-011, 2.3939499E-001, 1.6421880E-002, 2.6149682E-006, 2.6470310E-001, 2.2081217E-003, 3.9192694E-008, 5.0204571E-026, 7.1427006E-028, 3.8023123E-032, 1.4689737E-060, 5.6553867E-065, 1.5527972E-069, 4.7914827E-055, 2.8642344E-055, 5.2196741E-053, 8.9589927E-032, 1.0247626E-029, 2.5887982E-029, 4.7570098E-002, 6.5525291E-004, 3.2119754E-006, 2.3634682E-015, 2.5879936E-015, 5.4204015E-017, 2.1827347E-074, 3.8778164E-072, 1.3003625E-069, 4.4935509E-062, 1.4764086E-059, 7.6896681E-057, 5.3513408E-079, 1.7806894E-075, 4.6184664E-070
 7.3005914E+001, 4.6980191E-022, 8.6590183E-023, 2.9251334E-029, 8.4342398E-002, 2.1848874E-003, 5.3016398E-012, 1.0233533E-001, 1.7366849E-004, 9.7911555E-010, 2.5468635E-001, 5.4204666E-003, 1.1078856E-007, 1.7538589E-025, 1.1354587E-027, 2.2294090E-032, 2.1455299E-059, 1.3640105E-063, 3.1638613E-069, 1.3635225E-055, 1.0018430E-055, 1.7352249E-053, 1.2986578E-029, 1.4569095E-027, 3.8762097E-027, 6.0048516E-002, 3.6719053E-002, 4.7631639E-004, 7.6862455E-014, 2.6289997E-015, 2.7049113E-016, 1.9862758E-071, 1.6357299E-069, 4.5695539E-068, 2.8842336E-061, 4.2857767E-059, 2.5647880E-056, 2.1112048E-076, 2.8258421E-073, 2.4710142E-068
 7.4034955E+001, 1.1211931E-021, 1.6350860E-023, 1.3477765E-029, 8.1131775E-002, 2.4247415E-003, 1.1495799E-010, 1.5897144E-001, 1.3684126E-003, 2.2155690E-007, 2.3851624E-001, 8.1226223E-003, 5.8734568E-008, 3.7447358E-025, 1.0948322E-027, 1.2460011E-033, 5.4907854E-058, 1.8494917E-062, 1.7050685E-064, 3.0666316E-056, 4.1801769E-055, 6.6090278E-052, 5.5887158E-028, 2.6298281E-025, 1.1488536E-024, 7.9141173E-002, 4.5915465E-002, 1.3306536E-003, 2.9395477E-013, 7.2046009E-015, 3.1197656E-015, 3.4197489E-069, 1.3228937E-067, 1.7947484E-066, 1.4341913E-060, 9.0520353E-059, 1.4711880E-054, 9.1531158E-074, 8.0857414E-071, 1.4823601E-066
 7.5017221E+001, 3.1774911E-021, 5.1343271E-024, 3.2690253E-030, 7.9635713E-002, 4.7569457E-003, 1.9811032E-010, 2.1763873E-001, 3.2746718E-003, 6.9422488E-008, 2.4743858E-001, 1.5854364E-002, 5.2924438E-007, 6.1306929E-025, 1.6301212E-027, 3.6098016E-034, 5.8084850E-056, 6.4051048E-060, 1.2060923E-062, 5.2461055E-056, 1.4089080E-053, 5.1469937E-051, 3.5479376E-026, 8.8564526E-023, 5.6924270E-023, 9.9041970E-002, 6.0618916E-002, 3.8099405E-004, 1.0837665E-012, 1.7657998E-012, 1.0776101E-013, 6.6218425E-068, 2.2380494E-066, 2.3614853E-064, 6.6956810E-059, 1.7012411E-056, 6.3793637E-053, 2.2074800E-071, 6.8161893E-069, 2.3062882E-065
 7.6046262E+001, 6.8412216E-021, 5.6470289E-024, 2.1444570E-030, 8.0766682E-002, 7.7645244E-004, 8.0541415E-012, 2.3938873E-001, 4.3444996E-003, 1.6348776E-008, 2.6364895E-001, 2.6200647E-002, 8.4861838E-007, 7.2349153E-025, 2.2974282E-027, 9.4590923E-033, 1.6632579E-054, 1.1491265E-058, 4.2986526E-060, 1.2237257E-054, 6.2485600E-052, 8.5854161E-050, 1.5214224E-023, 8.6625743E-021, 2.4618439E-021, 1.1096581E-001, 4.4488828E-002, 1.8632982E-005, 1.0803503E-011, 3.6471254E-010, 4.3729351E-010, 3.1203507E-067, 3.2145152E-065, 2.4089127E-062, 1.6674302E-056, 3.7992786E-054, 3.3993938E-051, 3.2742339E-069, 5.6923377E-067, 4.9253794E-064
 7.7028528E+001, 2.4992913E-020, 5.5620925E-023, 3.0750352E-030, 8.7144960E-002, 9.3082701E-005, 8.2669650E-013, 2.5044611E-001, 5.6566964E-003, 1.8100953E-008, 2.7377095E-001, 3.1280812E-002, 5.4652257E-007, 2.2959839E-024, 5.1445887E-027, 2.7029288E-031, 5.5897712E-054, 3.3501843E-058, 3.8752059E-059, 1.5719346E-053, 1.5716520E-051, 1.4514255E-049, 9.5882595E-022, 1.2419710E-019, 2.6705087E-020, 1.1472029E-001, 2.5781378E-002, 4.0144862E-005, 6.9567128E-010, 3.9423880E-009, 7.1379949E-008, 3.2216311E-065, 4.5137840E-063, 2.8606910E-060, 3.7460086E-054, 6.0391434E-052, 1.6245025E-049, 6.5375946E-068, 3.3350074E-066, 1.7265707E-063
 7.8010794E+001, 9.6724967E-020, 3.3640033E-022, 5.7538788E-029, 9.0595724E-002, 5.2196041E-005, 6.3307543E-013, 2.4940491E-001, 5.0381840E-003, 1.3474564E-008, 2.7322315E-001, 3.7611909E-002, 9.1633713E-007, 1.2998683E-023, 1.2922037E-026, 2.2746415E-031, 1.7863880E-053, 9.3844331E-058, 1.6924830E-058, 3.7053159E-054, 3.1107446E-052, 1.6829310E-049, 1.5756495E-021, 6.9428738E-020, 5.7927325E-020, 1.1603401E-001, 1.8511838E-002, 4.0863372E-004, 1.1275660E-006, 8.9973598E-006, 3.1097119E-009, 2.1808131E-063, 2.2270953E-061, 2.0096395E-058, 4.9850694E-052, 5.2507495E-050, 6.3770906E-048, 1.7418282E-066, 5.9886939E-065, 1.7084423E-062
 7.9039835E+001, 1.5332966E-019, 3.6673613E-022, 1.0657826E-028, 9.4491028E-002, 1.1466272E-004, 7.6428469E-012, 2.3954936E-001, 6.5067779E-003, 5.6731435E-008, 2.7152633E-001, 3.5627625E-002, 8.6088222E-008, 2.8595421E-023, 4.7052019E-027, 5.1000288E-033, 4.6095293E-053, 2.7632266E-057, 3.9898291E-059, 1.7667334E-050, 4.8747839E-048, 3.2219398E-047, 5.2605268E-020, 1.7665073E-018, 1.3768119E-020, 1.1735185E-001, 3.8123630E-002, 8.1987684E-004, 1.3523427E-005, 1.8059918E-005, 1.5475352E-008, 2.6048604E-062, 5.6094724E-060, 3.7723614E-057, 3.6946339E-050, 2.3838799E-048, 2.5197092E-046, 2.3479453E-064, 4.4354776E-063, 1.2270833E-060
 8.0022101E+001, 1.7368336E-019, 1.8835233E-022, 2.4410260E-028, 9.7611276E-002, 4.9694145E-004, 2.4673286E-011, 2.2874787E-001, 1.2224160E-002, 1.2984639E-007, 2.6291929E-001, 3.3718581E-002, 3.5229478E-008, 2.6772708E-023, 1.3275425E-027, 8.2600006E-035, 1.8349136E-052, 8.5568394E-057, 7.0710426E-060, 7.7038118E-047, 1.2784936E-045, 1.4756244E-045, 4.5095882E-019, 1.9564863E-018, 9.7185968E-021, 1.2489223E-001, 4.9583425E-002, 1.1134553E-004, 5.4912948E-005, 2.0914521E-005, 6.9699372E-011, 8.1154266E-062, 2.5590207E-059, 3.5657910E-056, 1.0328149E-048, 5.7023184E-047, 2.8575596E-045, 2.4822909E-062, 2.4449894E-061, 2.4123651E-059
 8.1004367E+001, 1.9313405E-019, 1.5444409E-022, 1.3714015E-028, 1.0309215E-001, 8.9411618E-004, 3.4566925E-011, 2.1200769E-001, 1.4655659E-002, 9.9100652E-008, 2.5373286E-001, 2.5893027E-002, 6.4306563E-008, 1.1597784E-023, 2.7691288E-028, 2.0555439E-036, 3.6126104E-052, 7.9854120E-057, 4.0997850E-061, 4.1343893E-045, 1.2753532E-044, 6.7252519E-045, 5.7416476E-019, 2.2666160E-019, 2.9448399E-021, 1.3323762E-001, 5.7089610E-002, 4.9968335E-005, 7.9962390E-005, 9.0179331E-004, 5.6290631E-006, 1.2497290E-061, 1.2604726E-059, 1.2127787E-054, 1.1147812E-047, 9.4107345E-046, 1.9153462E-044, 8.4401607E-061, 3.5142018E-060, 2.3634353E-058
 8.2033408E+001, 2.0615061E-019, 5.9919165E-023, 5.7804925E-030, 1.1089737E-001, 2.7205122E-003, 8.9348516E-011, 2.1607414E-001, 1.4410998E-002, 1.1270949E-007, 2.5213056E-001, 1.9985742E-002, 6.0552625E-008, 5.8956353E-024, 2.1392049E-028, 6.5109677E-036, 3.9119941E-052, 2.8332641E-057, 1.0386452E-062, 1.9945497E-045, 3.9144912E-045, 7.3667803E-045, 1.7520397E-019, 9.0980984E-021, 4.2058324E-023, 1.3489237E-001, 4.9351367E-002, 6.3893805E-007, 6.6446726E-003, 5.4218771E-003, 3.0464393E-007, 1.6997705E-059, 2.0425337E-057, 1.7436735E-053, 1.0217569E-046, 9.8180383E-045, 2.9117288E-043, 6.4130465E-060, 1.3826400E-059, 7.9695622E-058
 8.3015674E+001, 1.8744415E-019, 1.5544360E-023, 4.9443423E-031, 1.1482469E-001, 4.3002538E-003, 1.5583762E-010, 2.2604353E-001, 1.5237167E-002, 9.5798483E-008, 2.4540248E-001, 1.6065160E-002, 3.6525296E-008, 2.7847991E-024, 3.1555575E-028, 3.9609972E-036, 3.8370962E-052, 3.3310009E-057, 2.6666406E-062, 1.4478224E-046, 1.9870331E-046, 4.0999988E-046, 1.0497591E-018, 1.8211518E-021, 1.4411644E-024, 1.2613805E-001, 4.1995097E-003, 1.6002436E-007, 1.8384030E-003, 8.7374195E-004, 2.2023381E-006, 4.2220247E-057, 3.4095830E-055, 1.8382611E-051, 5.0446312E-046, 2.6031801E-044, 9.8231502E-042, 2.3314155E-059, 4.2951343E-059, 5.2701629E-058
 8.4044714E+001, 1.3215943E-019, 7.8845625E-024, 4.7256550E-031, 1.1031699E-001, 2.8516645E-003, 1.2460758E-010, 2.4264985E-001, 1.1924389E-002, 2.7489106E-008, 2.4039628E-001, 1.5236509E-002, 9.4599956E-008, 1.0404980E-024, 8.8704413E-029, 2.1681671E-036, 9.5345753E-052, 1.7703349E-055, 6.0607873E-060, 8.7552521E-048, 8.9131405E-048, 1.9722375E-046, 4.0838760E-018, 2.3247735E-021, 1.9716407E-025, 9.9673394E-002, 6.8426665E-004, 6.1072549E-005, 3.8356445E-003, 1.4675113E-003, 1.6967860E-007, 1.0824902E-054, 8.0790499E-053, 3.5000298E-049, 9.4010511E-046, 9.7035269E-044, 3.0974880E-040, 3.9832958E-059, 4.1419381E-059, 4.0544205E-058
 8.5011957E+001, 7.0580843E-020, 1.2406416E-023, 8.3117541E-032, 1.0653668E-001, 2.4004301E-003, 2.1055670E-010, 2.5062634E-001, 1.0248174E-002, 2.4964848E-008, 2.4029146E-001, 2.1252248E-002, 1.8373563E-007, 6.7406016E-025, 1.4471134E-028, 3.8657534E-036, 9.5419076E-051, 6.1526675E-055, 5.4971845E-060, 1.5597843E-048, 1.4666523E-047, 5.6615044E-047, 5.7145466E-018, 7.9659082E-020, 3.0796125E-024, 8.9308165E-002, 2.3895540E-002, 2.3812105E-005, 1.1494226E-002, 3.9096927E-003, 1.0025617E-008, 9.7116383E-053, 7.5036744E-051, 2.9951762E-047, 5.2633405E-045, 6.7294379E-042, 5.7355631E-039, 3.8911435E-059, 7.4775972E-059, 8.5440382E-058
 8.6019185E+001, 4.1637157E-020, 1.4099224E-023, 7.7978175E-031, 9.8347944E-002, 4.1159931E-003, 3.0332678E-010, 2.4354045E-001, 1.0343336E-002, 5.0181321E-008, 2.3455568E-001, 1.2057858E-002, 3.8687494E-008, 7.5331845E-025, 3.6486317E-029, 1.0951290E-036, 1.3954348E-050, 3.2113203E-055, 5.6957959E-060, 8.0645418E-049, 2.2154033E-048, 3.2469100E-048, 4.0358125E-018, 1.4678244E-019, 2.0675098E-023, 1.0539101E-001, 3.9811079E-002, 3.9651108E-005, 1.8491752E-002, 6.3854374E-003, 1.3379185E-009, 4.8929603E-051, 5.0512819E-049, 7.4610324E-046, 1.3838319E-043, 1.1305656E-040, 2.3253452E-038, 1.1599324E-059, 4.1442368E-059, 3.8283235E-057
 8.7026414E+001, 3.2866985E-020, 1.0344542E-023, 2.0984178E-031, 8.8193224E-002, 6.3839654E-003, 1.0843760E-009, 2.4308192E-001, 1.3325906E-002, 1.2489742E-007, 2.3991766E-001, 1.0880344E-002, 6.4361730E-008, 3.7617149E-025, 7.8821239E-030, 1.3376664E-037, 9.4287518E-051, 2.2102606E-055, 7.0665289E-059, 7.2661419E-050, 1.4415863E-049, 2.1477532E-049, 8.7716356E-018, 1.1307541E-019, 1.7586958E-022, 1.1061901E-001, 5.2941782E-002, 4.3170548E-005, 2.5720862E-002, 5.4355190E-003, 9.1391475E-010, 2.2806970E-049, 2.8191020E-047, 4.5825374E-044, 1.2808389E-042, 6.5119608E-040, 2.1530793E-037, 2.8549450E-060, 8.4484800E-059, 1.2301970E-056
 8.8033642E+001, 2.6974578E-020, 2.9950895E-024, 4.4003048E-031, 8.4588501E-002, 3.6281681E-003, 9.9299733E-011, 2.4815972E-001, 1.7233880E-002, 3.0404742E-007, 2.3698943E-001, 1.2610620E-002, 4.5179313E-008, 2.0592577E-025, 1.1102820E-029, 4.0325361E-037, 6.5501067E-051, 1.8648587E-055, 2.1760784E-059, 5.3478991E-051, 1.1514285E-050, 6.2178955E-049, 3.3893370E-018, 1.8592044E-020, 1.2396822E-021, 1.2022326E-001, 5.4381340E-002, 2.1671385E-005, 2.9079115E-002, 5.9923429E-003, 1.2304656E-008, 8.1426633E-048, 1.1144581E-045, 3.4686958E-042, 1.6586006E-041, 3.9137358E-039, 2.2641164E-036, 1.3781405E-060, 1.0376036E-058, 2.4685301E-056
 8.9040871E+001, 2.3534439E-020, 6.4895474E-025, 2.8632570E-032, 8.8651502E-002, 7.1359244E-004, 5.1757395E-011, 2.5013815E-001, 2.5163649E-002, 6.5170235E-007, 2.4308776E-001, 1.3737860E-002, 6.5944528E-008, 1.0357878E-025, 7.6761208E-030, 1.1739178E-036, 3.2257859E-051, 1.7599153E-055, 3.3010643E-061, 1.3163429E-051, 1.7918827E-050, 2.0783594E-048, 6.0289941E-019, 3.4000628E-021, 3.2932984E-021, 1.2606847E-001, 1.4749178E-002, 1.2359711E-005, 1.0864460E-002, 5.2829316E-004, 3.7640174E-008, 2.2596145E-046, 2.7468214E-044, 7.2762326E-041, 2.6396586E-040, 2.7708697E-038, 2.5918113E-035, 7.1907648E-061, 9.8381693E-059, 7.7245881E-056
 9.0002317E+001, 2.0689823E-020, 1.7991618E-025, 1.7865951E-033, 9.4016102E-002, 1.0359345E-003, 2.3246309E-011, 2.4587400E-001, 3.1598142E-002, 2.4869556E-006, 2.4611976E-001, 1.1326868E-002, 1.3628662E-008, 5.0905994E-026, 8.0903160E-030, 8.1145339E-036, 1.0702566E-051, 7.4529109E-056, 1.2509315E-062, 8.9805027E-052, 8.0038963E-051, 9.7768591E-049, 8.2875954E-020, 7.1847867E-020, 2.2183321E-021, 1.0437486E-001, 2.0116726E-003, 3.2594120E-004, 1.6393708E-002, 3.9464830E-003, 1.0813717E-007, 4.4026967E-045, 2.4876215E-043, 3.4047509E-040, 4.3020916E-039, 4.1915586E-037, 2.1937284E-034, 1.0287782E-060, 1.5956925E-058, 1.3837944E-054
 9.1009545E+001, 1.9325986E-020, 2.9215041E-025, 3.1257446E-033, 9.3166553E-002, 8.2901478E-004, 3.4677728E-011, 2.4309523E-001, 2.6835687E-002, 4.6912635E-007, 2.3866018E-001, 4.9325605E-003, 7.9502661E-010, 4.2606303E-026, 3.1656041E-029, 7.9246851E-035, 3.0099621E-052, 2.3971304E-056, 7.6561362E-063, 3.8793288E-052, 1.5678412E-049, 8.1043391E-048, 3.2602600E-019, 2.0721802E-019, 3.7244604E-020, 1.1789729E-001, 4.5338043E-002, 2.0210532E-003, 2.5967378E-002, 8.9911934E-003, 1.5542899E-004, 6.7922934E-044, 1.1564698E-042, 1.7929522E-039, 5.6100594E-038, 5.1844160E-036, 4.5190525E-034, 5.1148937E-060, 2.3113848E-057, 1.0068319E-052
 9.2016774E+001, 2.0000329E-020, 3.3692201E-025, 9.5030766E-034, 9.4235477E-002, 3.1056123E-003, 1.0947400E-009, 2.5327454E-001, 1.5989103E-002, 2.8259150E-008, 2.4374926E-001, 5.7939621E-003, 1.6494226E-008, 8.9227842E-026, 6.5563789E-029, 3.1864991E-035, 7.4175779E-053, 1.1828877E-056, 4.8140427E-063, 1.0423675E-050, 1.6687352E-048, 4.7725856E-047, 1.2227860E-018, 1.0579635E-019, 7.9801800E-020, 1.2996812E-001, 4.9382275E-002, 1.0053073E-003, 3.2044010E-002, 1.2464490E-002, 2.1396573E-004, 1.0071799E-042, 2.1297209E-041, 2.7953228E-038, 7.1485695E-037, 4.7646006E-035, 2.1097994E-033, 2.1859286E-058, 5.6969522E-056, 3.4031053E-051
 9.3037737E+001, 2.3966274E-020, 3.2062063E-025, 1.0573479E-034, 9.4157926E-002, 3.9079462E-003, 1.6802136E-009, 2.6520375E-001, 2.0934648E-002, 4.2022248E-008, 2.5507980E-001, 1.1414986E-002, 1.2081881E-007, 1.7984320E-025, 7.4188857E-029, 6.7717764E-035, 1.6963542E-053, 2.4016173E-057, 1.9155376E-063, 1.6224323E-049, 4.5562455E-048, 1.9411872E-046, 3.0719683E-018, 3.8035212E-019, 3.1780563E-019, 1.3701204E-001, 3.5598568E-002, 2.2366231E-006, 3.9241984E-002, 1.7506869E-002, 2.1470317E-006, 1.7646624E-041, 2.7322711E-039, 4.0791637E-037, 7.9262303E-036, 5.1953923E-034, 1.5057784E-032, 1.8864689E-056, 2.2741256E-054, 9.3230847E-050
 9.4044966E+001, 2.2209015E-020, 2.0091225E-025, 7.4967508E-036, 9.2234284E-002, 2.1204993E-003, 1.4174436E-009, 2.7251685E-001, 2.5240354E-002, 3.6045130E-007, 2.5894136E-001, 1.8222907E-002, 7.9315366E-008, 1.8312141E-025, 1.5791254E-028, 2.2610906E-034, 3.7877516E-054, 5.4085350E-058, 3.8134203E-064, 7.2377445E-049, 7.4556360E-048, 3.6214151E-046, 8.4915410E-018, 3.0062134E-018, 2.1862863E-018, 1.3807941E-001, 3.3277422E-002, 1.0985340E-002, 4.5580528E-002, 1.8477292E-002, 4.1798231E-006, 6.1244475E-040, 6.7364256E-038, 5.7420946E-036, 9.1804027E-035, 5.4484580E-033, 2.7091028E-031, 1.3582852E-054, 1.1201666E-052, 1.1534715E-047
 9.5001885E+001, 1.6737080E-020, 5.7745999E-026, 4.3824138E-035, 9.1744176E-002, 1.1404887E-003, 1.2802550E-010, 2.7259871E-001, 7.7032284E-003, 5.3608859E-006, 2.5662471E-001, 1.7093623E-002, 5.1570283E-008, 1.8679703E-025, 1.1781336E-028, 1.4410890E-034, 8.6635190E-055, 1.2835560E-058, 5.5889285E-065, 4.6222950E-049, 2.5393815E-048, 4.0137089E-045, 4.6661066E-017, 1.3503930E-016, 5.4302090E-017, 1.5231703E-001, 1.1723215E-001, 3.4767654E-002, 5.0828202E-002, 2.2567492E-002, 1.5926416E-006, 2.7353517E-038, 1.5467618E-036, 5.4597406E-035, 1.0810836E-033, 5.6813953E-032, 6.0383305E-030, 6.2968408E-053, 5.5909277E-051, 7.0871744E-046
 9.6031630E+001, 1.3901715E-020, 1.3179864E-025, 1.6342100E-032, 8.9604556E-002, 8.0555313E-004, 3.5037240E-011, 2.6790199E-001, 2.9546002E-003, 4.7362367E-007, 2.6073364E-001, 1.5876975E-002, 4.2204504E-008, 2.2444419E-025, 5.7573575E-029, 4.1935659E-034, 2.0170235E-055, 3.0846546E-059, 3.9851266E-066, 1.4168660E-049, 2.0699226E-048, 9.0850856E-045, 5.1416047E-016, 7.4044452E-014, 2.1493798E-016, 1.0183529E-001, 1.0346333E-002, 7.3921783E-003, 5.4775626E-002, 1.9286292E-002, 3.2507742E-006, 2.4418660E-036, 5.5490511E-035, 4.2445244E-034, 4.6737305E-032, 1.8027993E-030, 1.8333678E-028, 2.8112087E-051, 2.6082798E-049, 8.7487141E-045
