s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
-1.1599879E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1293796E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0994367E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0694938E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0394684E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0095454E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.7956310E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.4958084E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.1959857E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.8961630E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.5963403E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.2965176E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9966950E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.6968723E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.3970496E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.0972269E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.7974043E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.4975816E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.1977589E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.8979362E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.5981135E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.2982909E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9984682E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.6986455E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.3988228E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.0990002E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.7991775E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.4993548E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.1962996E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.8956405E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.5990840E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.2960805E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9995240E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.6996507E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3964958E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0996565E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9650159E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9966237E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9650742E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0033181E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0348676E+000, 8.1298086E-041, 2.6869453E-040, 2.6482052E-040, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0032598E+000, 1.3155019E-024, 2.0315360E-024, 6.7996492E-024, 3.0322418E-086, 1.5335296E-085, 5.7226454E-085
 1.0034809E+001, 1.0236532E-018, 1.6665192E-018, 7.4479681E-018, 2.7254648E-052, 6.6953596E-052, 3.9297892E-052
 1.3003202E+001, 7.8186266E-012, 2.4259653E-011, 1.0296488E-010, 2.2137402E-039, 9.0907162E-039, 7.5530018E-038
 1.6034751E+001, 3.9032256E-007, 3.4806922E-007, 2.2749753E-007, 7.9795040E-030, 1.5219222E-029, 4.8507202E-029
 1.9003143E+001, 9.4962688E-004, 9.5981880E-004, 8.5345373E-004, 1.3067022E-024, 3.5792692E-024, 3.3507790E-023
 2.2034693E+001, 9.7014801E-003, 5.6961806E-003, 1.1507560E-003, 1.7737719E-019, 2.8426454E-019, 6.6569607E-019
 2.5003085E+001, 5.9506044E-002, 3.0465432E-002, 4.0699862E-003, 1.3248072E-012, 2.4724636E-012, 2.7393720E-012
 2.8034635E+001, 1.0816930E-001, 5.6963898E-002, 5.6479925E-003, 5.0244873E-010, 6.2987977E-010, 3.1099448E-010
 3.1003027E+001, 6.5312734E-002, 2.4987343E-002, 1.5000687E-003, 2.5927039E-008, 1.8793004E-008, 1.2413033E-008
 3.4034576E+001, 8.6921558E-002, 4.8624272E-002, 1.3427040E-002, 1.5537520E-005, 4.6496627E-006, 5.8380529E-007
 3.7002969E+001, 9.0273945E-002, 3.9998471E-002, 5.7526693E-003, 2.8916375E-003, 2.0177502E-003, 5.3411128E-004
 4.0034518E+001, 1.0891300E-001, 5.3559676E-002, 1.1969412E-002, 3.8742716E-003, 2.4463417E-003, 8.3743241E-004
 4.3002910E+001, 7.0939190E-002, 3.3358329E-002, 3.9828706E-003, 1.5274619E-003, 4.6446432E-004, 2.7272373E-005
 4.6034460E+001, 5.0630405E-002, 3.2016230E-002, 1.1020058E-002, 1.6949024E-002, 1.0565010E-002, 5.5049085E-004
 4.9002852E+001, 1.0577202E-001, 6.6327923E-002, 1.0862191E-002, 2.5621985E-002, 1.2264592E-002, 6.9776099E-004
 5.2034402E+001, 5.8737113E-002, 3.3942281E-002, 8.0618552E-003, 1.7417863E-002, 8.9209706E-003, 7.1435548E-004
 5.5002794E+001, 8.1806710E-002, 4.1315700E-002, 1.0551824E-002, 3.8321866E-002, 2.4116987E-002, 7.4437817E-003
 5.8034344E+001, 5.6361329E-002, 2.7955900E-002, 6.3235910E-003, 2.0613653E-002, 1.5588655E-002, 6.1060287E-003
 6.1002736E+001, 8.0999915E-002, 4.1268699E-002, 9.2054342E-003, 3.1065349E-003, 1.5167314E-003, 6.7965720E-004
 6.4034285E+001, 9.8616249E-002, 5.8872968E-002, 2.4387408E-002, 2.6055759E-002, 1.8503819E-002, 8.9773509E-003
 6.7002678E+001, 1.0385863E-001, 5.0925150E-002, 7.0159271E-003, 3.2468360E-002, 1.8871705E-002, 9.0013094E-003
 7.0034227E+001, 7.8829159E-002, 3.3680925E-002, 5.3871454E-003, 3.8766500E-002, 2.7916139E-002, 9.8737133E-003
 7.3002619E+001, 8.4892156E-002, 3.9906174E-002, 4.6471478E-003, 2.4055837E-002, 1.5003298E-002, 4.6601772E-003
 7.6034169E+001, 9.9643711E-002, 5.7645464E-002, 1.5444908E-002, 3.0885157E-002, 2.0780350E-002, 7.2163491E-003
 7.9002561E+001, 7.7111084E-002, 2.8641095E-002, 1.9911409E-003, 1.3133213E-002, 8.2917390E-003, 4.2633646E-003
 8.2034111E+001, 9.2378361E-002, 4.7626578E-002, 9.0120963E-003, 2.9105003E-002, 1.7429740E-002, 5.6460914E-003
 8.5002503E+001, 1.2115732E-001, 6.0442957E-002, 1.3918294E-002, 2.4347353E-002, 1.7269059E-002, 6.1379457E-003
 8.8034052E+001, 6.1880998E-002, 2.5692758E-002, 5.7108325E-003, 2.8138423E-002, 1.6552144E-002, 4.9365436E-003
 9.1002445E+001, 4.6597518E-002, 2.2678407E-002, 6.5070657E-003, 4.1817251E-002, 2.8976650E-002, 1.1684518E-002
 9.4033994E+001, 9.3671573E-002, 5.1341653E-002, 1.4168024E-002, 3.7856406E-002, 2.7486623E-002, 1.3657995E-002
 9.7002386E+001, 1.2040819E-001, 6.2840336E-002, 1.5501143E-002, 3.6505533E-002, 1.9002614E-002, 5.9037457E-003
 1.0003394E+002, 9.4816992E-002, 4.0597856E-002, 5.8677577E-003, 2.9293055E-002, 1.7241448E-002, 4.2041364E-003
 1.0300233E+002, 8.8037993E-002, 3.6886323E-002, 2.8563704E-003, 9.8799270E-003, 5.5535716E-003, 1.5653403E-003
 1.0603388E+002, 9.7242103E-002, 4.5956482E-002, 2.9135629E-003, 1.3733709E-003, 7.8573553E-004, 6.9029548E-004
 1.0900227E+002, 1.0383693E-001, 5.6086466E-002, 1.0921717E-002, 3.2332899E-002, 2.1710116E-002, 7.4299839E-003
 1.1203382E+002, 5.2580536E-002, 2.1052248E-002, 9.6304226E-004, 4.1111540E-002, 2.0784648E-002, 5.2125064E-003
 1.1500221E+002, 1.9410475E-003, 2.3133256E-003, 9.3689693E-004, 2.6267692E-002, 1.3872725E-002, 3.7988511E-003
 1.1803376E+002, 2.6045849E-007, 3.0844240E-007, 1.7837829E-007, 9.0907994E-003, 4.4866107E-003, 3.9924479E-004
 1.2100215E+002, 1.8639534E-007, 1.5296650E-007, 1.5376858E-008, 1.1071341E-002, 9.5105388E-003, 5.6202646E-003
 1.2403370E+002, 5.6031152E-012, 8.4253745E-013, 3.2560400E-015, 4.8756031E-003, 1.6297770E-003, 2.3593661E-004
 1.2700210E+002, 4.5238500E-018, 2.7231357E-018, 8.0227967E-019, 6.7314840E-005, 1.3274324E-005, 1.4649617E-006
 1.3003364E+002, 3.7155336E-021, 1.5814261E-021, 1.6610166E-022, 1.1031224E-006, 4.4401663E-007, 5.1686214E-008
 1.3300204E+002, 9.1111234E-025, 4.4198809E-025, 4.6793505E-026, 3.4250093E-008, 2.5570465E-008, 1.0559110E-008
 1.3603359E+002, 1.3102297E-028, 7.7584214E-029, 1.3093139E-029, 1.9823518E-010, 1.0206280E-010, 1.2293351E-011
 1.3900198E+002, 4.0543292E-033, 2.1693620E-033, 3.2614768E-034, 2.1043668E-012, 7.0937247E-013, 6.1794996E-014
 1.4203353E+002, 4.1671784E-037, 1.3885453E-037, 8.0171678E-039, 2.2762822E-016, 1.1248884E-016, 2.1580504E-017
 1.4500192E+002, 1.0520943E-041, 4.2617339E-042, 3.8170017E-043, 1.5101250E-019, 6.8274795E-020, 9.5527476E-021
 1.4803347E+002, 1.6849208E-047, 5.0210728E-048, 4.9198267E-049, 1.4995265E-022, 8.6333784E-023, 1.7866221E-023
 1.5100186E+002, 6.4482335E-053, 2.5961454E-053, 6.3031795E-054, 6.6753484E-026, 3.6040390E-026, 7.8652035E-027
 1.5403341E+002, 2.4314861E-055, 6.5232859E-056, 6.9584867E-057, 7.3295752E-030, 2.9640274E-030, 6.7448621E-031
 1.5700180E+002, 1.2849493E-059, 5.0415652E-060, 4.6006117E-061, 1.2359673E-033, 4.8074999E-034, 6.0640581E-035
 1.6003335E+002, 3.0597945E-064, 9.4872225E-065, 1.1172219E-065, 2.9643238E-037, 1.2931070E-037, 3.2273057E-038
 1.6300175E+002, 7.2658881E-069, 1.7068528E-069, 8.4636342E-071, 3.4950608E-040, 2.8513669E-040, 1.0028806E-040
 1.6603330E+002, 6.3578338E-074, 1.8651524E-074, 4.2207569E-076, 1.0812150E-044, 4.8524436E-045, 2.0361900E-045
 1.6900169E+002, 3.0103234E-080, 1.0036243E-080, 8.3475223E-082, 2.1736068E-048, 1.2073239E-048, 3.1418496E-049
 1.7203324E+002, 2.6638132E-086, 1.0203007E-086, 9.5637096E-088, 4.4565036E-050, 1.9244733E-050, 2.9823470E-051
 1.7500163E+002, 1.8307275E-091, 7.0177001E-092, 3.1470801E-093, 2.6650253E-053, 9.1517345E-054, 6.3464432E-055
 1.7803318E+002, 9.1063750E-098, 1.4766543E-098, 1.0562824E-099, 4.2707784E-057, 1.2745836E-057, 9.5646566E-059
 1.8100157E+002, 2.4580582E-103, 8.9907765E-104, 8.0117499E-105, 4.0063174E-061, 2.4408331E-061, 1.5644671E-062
 1.8403312E+002, 3.4045682E-109, 7.3401930E-110, 4.5378781E-111, 3.4870660E-066, 2.0812140E-066, 1.4990518E-067
 1.8700151E+002, 2.2683617E-114, 5.4343926E-115, 2.5016615E-116, 1.5508740E-070, 8.9475368E-071, 2.0522780E-071
 1.9003306E+002, 1.2348527E-119, 4.7392284E-120, 3.7342545E-121, 8.7119959E-075, 2.7124169E-075, 3.6865744E-076
 1.9300145E+002, 7.8321890E-126, 1.5728219E-126, 4.8597854E-128, 1.7789844E-078, 6.1036319E-079, 2.9235077E-080
 1.9603300E+002, 1.8265894E-130, 4.7102005E-131, 2.9986145E-132, 4.8566594E-083, 1.0489908E-083, 4.8926479E-086
 1.9900140E+002, 3.5715762E-136, 6.6631675E-137, 1.5312584E-138, 1.5546380E-088, 6.1806047E-089, 5.1804239E-090
 2.0203295E+002, 4.4889032E-143, 9.8547913E-144, 1.0190094E-144, 1.2356355E-093, 4.2892133E-094, 9.4782977E-095
 2.0500134E+002, 3.4770824E-149, 1.4224067E-149, 1.1264170E-150, 1.0108217E-097, 3.8646009E-098, 4.8297359E-099
 2.0803289E+002, 3.3416190E-156, 1.0852821E-156, 8.0957982E-158, 2.6349736E-102, 1.3121262E-102, 1.1828707E-103
 2.1100128E+002, 1.9526858E-162, 3.8515818E-163, 1.6150720E-164, 1.8813442E-108, 4.2011077E-109, 2.0675263E-110
 2.1403283E+002, 7.1365779E-169, 1.6313686E-169, 1.2589779E-170, 3.4211034E-114, 2.3450572E-114, 2.2478347E-115
 2.1700122E+002, 3.4366435E-175, 7.3098523E-176, 6.4643801E-177, 3.3005334E-120, 7.7390904E-121, 6.2401765E-122
 2.2003277E+002, 1.9500912E-181, 4.9021299E-182, 2.3959498E-183, 1.1167156E-125, 3.1832202E-126, 2.4319952E-127
 2.2300116E+002, 2.0185351E-188, 5.3554911E-189, 6.0497461E-190, 5.9156029E-131, 2.2218618E-131, 9.0690106E-133
 2.2603271E+002, 1.5734973E-193, 4.7382714E-194, 1.7450004E-195, 2.2205414E-136, 6.3675732E-137, 4.0493177E-138
 2.2900111E+002, 5.4738320E-201, 1.1630492E-201, 5.1663554E-203, 3.7552232E-141, 1.7209226E-141, 1.8681056E-142
 2.3203265E+002, 9.0458599E-207, 3.0824168E-207, 3.1764416E-208, 3.5781952E-146, 1.4132095E-146, 1.9686621E-147
 2.3500105E+002, 1.3730273E-212, 1.3975161E-213, 4.7872934E-215, 3.6504552E-151, 9.2511934E-152, 4.3943149E-153
 2.3803260E+002, 4.7979127E-219, 8.8142623E-220, 3.8323409E-221, 3.0531851E-156, 7.7573232E-157, 1.1700813E-158
 2.4100099E+002, 2.9796134E-225, 7.6544876E-226, 3.8037835E-227, 5.2771368E-163, 1.2837142E-163, 8.2699971E-165
 2.4403254E+002, 2.9540782E-230, 9.5681953E-231, 3.7563294E-232, 3.1423219E-168, 8.3761393E-169, 6.9543567E-170
 2.4700093E+002, 9.8956168E-237, 3.2365730E-237, 3.9968387E-238, 2.8573306E-174, 1.2661323E-174, 1.5394853E-175
 2.5003248E+002, 4.5817763E-244, 2.1957454E-244, 3.3302471E-245, 2.9740393E-180, 9.2426544E-181, 6.5442825E-182
 2.5300087E+002, 8.3459335E-251, 3.3557321E-251, 1.5661869E-252, 3.1438617E-186, 1.2049243E-186, 8.6180664E-188
 2.5603242E+002, 1.2555466E-257, 3.5718532E-258, 1.7011121E-259, 1.4067771E-191, 6.5104799E-192, 1.3664365E-192
 2.5900081E+002, 5.5909562E-265, 1.7499581E-265, 1.0806394E-266, 5.1786997E-198, 2.1085228E-198, 2.6352091E-199
 2.6203236E+002, 4.6364993E-271, 2.4552549E-271, 2.3112392E-272, 3.8365798E-205, 7.2737995E-206, 1.4694398E-207
 2.6500076E+002, 1.8415656E-277, 1.7121581E-277, 3.0485576E-278, 2.4731770E-212, 8.5921468E-213, 8.7414762E-214
 2.6803231E+002, 4.4333555E-282, 1.5155620E-282, 3.8534284E-284, 1.6610100E-218, 5.5331119E-219, 5.4161048E-220
 2.7100070E+002, 1.0926607E-288, 2.5724671E-289, 5.1870361E-291, 1.1002684E-225, 7.9277799E-226, 2.4666917E-226
 2.7403225E+002, 1.5983516E-295, 3.9569129E-296, 1.8048546E-297, 9.0998313E-230, 2.9022529E-230, 1.6735906E-231
 2.7700064E+002, 8.1425375E-302, 2.9748626E-302, 3.5380205E-303, 1.6790648E-236, 3.2332453E-237, 2.3345842E-238
 2.8003219E+002, 6.8933130E-306, 6.6826259E-306, 6.3148831E-306, 1.0599650E-242, 2.0526678E-243, 6.8603503E-245
 2.8300058E+002, 6.7859330E-306, 6.5439219E-306, 6.1637737E-306, 4.3793368E-247, 1.6495245E-247, 4.4367235E-248
 2.8603213E+002, 6.6903981E-306, 6.4398191E-306, 6.0582330E-306, 1.2984345E-250, 2.1997179E-251, 3.5026376E-253
 2.8900052E+002, 6.6545641E-306, 6.4264641E-306, 6.0455518E-306, 1.2334418E-257, 4.4375781E-258, 2.8858773E-259
 2.9203207E+002, 6.6326325E-306, 6.4202866E-306, 6.0265028E-306, 9.3205613E-263, 4.0309701E-263, 3.2378129E-264
 2.9500046E+002, 6.6076811E-306, 6.3758952E-306, 5.9124115E-306, 5.5913857E-269, 1.4087161E-269, 1.0045361E-270
 2.9803201E+002, 6.5139839E-306, 6.2497901E-306, 5.6237726E-306, 4.5708424E-275, 1.1098318E-275, 3.8006713E-277
 3.0100041E+002, 6.1852375E-306, 5.9646824E-306, 5.4028576E-306, 6.4850068E-281, 2.6419822E-281, 9.4048773E-283
 3.0403196E+002, 6.0035622E-306, 5.8017919E-306, 5.4023044E-306, 1.1164335E-286, 4.9004314E-287, 7.2464067E-288
 3.0700035E+002, 5.9674498E-306, 5.7798073E-306, 5.4035087E-306, 6.7686086E-293, 2.7529888E-293, 1.2187074E-294
 3.1003190E+002, 5.9682859E-306, 5.7801724E-306, 5.4049079E-306, 4.3450031E-299, 1.5401567E-299, 7.5392160E-301
 3.1300029E+002, 5.9667276E-306, 5.7784191E-306, 5.3930404E-306, 3.8193158E-305, 1.6098477E-305, 8.4272941E-306
 3.1603184E+002, 5.9351896E-306, 5.7231074E-306, 5.2501052E-306, 8.7725394E-306, 8.5733614E-306, 7.8708686E-306
 3.1900023E+002, 5.9012595E-306, 5.7059663E-306, 5.2474381E-306, 8.7022044E-306, 8.4599500E-306, 7.8372211E-306
 3.2203178E+002, 5.9028077E-306, 5.7071005E-306, 5.2479616E-306, 8.0862211E-306, 7.9027941E-306, 7.4979477E-306
 3.2500017E+002, 5.9042962E-306, 5.7080173E-306, 5.2481628E-306, 7.8097421E-306, 7.6436078E-306, 7.2966196E-306
 3.2803172E+002, 5.9035449E-306, 5.7078985E-306, 5.2480959E-306, 7.8095222E-306, 7.6436355E-306, 7.2966928E-306
 3.3100012E+002, 5.8754450E-306, 5.6881099E-306, 5.2462130E-306, 7.8113747E-306, 7.6455589E-306, 7.2973785E-306
 3.3403166E+002, 5.8216987E-306, 5.6514834E-306, 5.2479240E-306, 7.8096098E-306, 7.6437687E-306, 7.2974552E-306
 3.3700006E+002, 5.7488549E-306, 5.6067562E-306, 5.2472221E-306, 7.8074654E-306, 7.6426777E-306, 7.2969480E-306
 3.4003161E+002, 5.6789245E-306, 5.5400921E-306, 5.1997562E-306, 7.8099961E-306, 7.6445503E-306, 7.2978993E-306
 3.4306316E+002, 5.5181661E-306, 5.3510954E-306, 4.9515678E-306, 7.7856300E-306, 7.6264231E-306, 7.2889604E-306
 3.4603155E+002, 5.3776684E-306, 5.1864792E-306, 4.8153903E-306, 7.4925238E-306, 7.4016675E-306, 7.2020271E-306
 3.4906310E+002, 5.3547627E-306, 5.1482854E-306, 4.8159911E-306, 7.4725390E-306, 7.3387694E-306, 7.0259340E-306
 3.5203149E+002, 5.3585991E-306, 5.1517135E-306, 4.8179126E-306, 7.4336144E-306, 7.2426425E-306, 6.8777514E-306
 3.5506304E+002, 5.3591507E-306, 5.1516014E-306, 4.8183707E-306, 7.3603843E-306, 7.1758197E-306, 6.8676781E-306
 3.5803143E+002, 5.3581098E-306, 5.1505321E-306, 4.8094677E-306, 7.3530932E-306, 7.1757597E-306, 6.8693422E-306
 3.6106298E+002, 5.3551665E-306, 5.1483240E-306, 4.7495192E-306, 7.3579295E-306, 7.1800708E-306, 6.8720075E-306
 3.6403137E+002, 5.3574239E-306, 5.1508156E-306, 4.7631967E-306, 7.3559419E-306, 7.1780512E-306, 6.8702268E-306
 3.6706292E+002, 5.3571051E-306, 5.1502254E-306, 4.7625736E-306, 7.3590827E-306, 7.1810846E-306, 6.8729557E-306
 3.7003132E+002, 5.3579031E-306, 5.1511316E-306, 4.7646799E-306, 7.3603278E-306, 7.1820729E-306, 6.8732311E-306
 3.7306286E+002, 5.3567773E-306, 5.1502194E-306, 4.7626988E-306, 7.3569952E-306, 7.1789074E-306, 6.8705145E-306
 3.7603126E+002, 5.3584300E-306, 5.1517954E-306, 4.7638746E-306, 7.2873267E-306, 7.1619852E-306, 6.8680073E-306
 3.7906281E+002, 5.3556394E-306, 5.1486044E-306, 4.7618663E-306, 7.2774909E-306, 7.1602748E-306, 6.8698430E-306
 3.8203120E+002, 5.3561601E-306, 5.1498640E-306, 4.7633114E-306, 7.2800807E-306, 7.1619298E-306, 6.8689329E-306
 3.8506275E+002, 5.3589971E-306, 5.1517331E-306, 4.7640843E-306, 7.2764551E-306, 7.1321809E-306, 6.7434892E-306
 3.8803114E+002, 5.3586415E-306, 5.1515882E-306, 4.7647197E-306, 7.2801462E-306, 7.1268475E-306, 6.7160365E-306
 3.9106269E+002, 5.2781133E-306, 5.0908742E-306, 4.7486203E-306, 7.2784210E-306, 7.1231386E-306, 6.7030125E-306
