s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
-4.9987875E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.6986963E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.3981603E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.0950335E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.7986428E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.4965523E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.1944617E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.8980710E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.5965664E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.2988581E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9988329E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.6969884E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3951439E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0954946E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9968702E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9692104E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9731198E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0229708E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0084834E+000, 4.6237894E-032, 6.3991678E-033, 3.0583692E-035, 7.6864908E-056, 2.2325614E-058, 4.4030464E-061, 0.0000000E+000, 1.8209534E-124, 1.2379788E-129, 1.2296473E-136, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0155963E+000, 3.4225453E-023, 1.2391869E-023, 3.3238961E-025, 2.6067168E-035, 9.2160030E-037, 1.2706270E-038, 2.8730379E-140, 1.1526276E-074, 2.6986703E-077, 9.5119737E-080, 3.8855220E-125, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0009856E+001, 2.0081709E-019, 1.2498270E-019, 8.0504773E-021, 5.4721573E-027, 3.2054128E-028, 3.6070957E-030, 6.3071019E-114, 8.4580776E-057, 2.0332204E-058, 3.3404863E-060, 5.2292754E-090, 1.6045449E-166, 1.6188909E-168, 2.1503422E-172, 1.0737285E-168, 5.7565664E-171, 2.0762526E-174, 7.1814117E-198, 1.2547815E-199, 2.1554655E-203, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.3043041E+001, 1.4335112E-017, 1.1946391E-017, 3.3892569E-018, 1.8625744E-022, 2.1944114E-023, 2.0525086E-024, 8.9974323E-098, 7.1989921E-046, 1.5977750E-047, 1.1460342E-049, 1.5146437E-070, 8.2951653E-132, 1.5691646E-133, 1.5750284E-136, 2.0258540E-135, 4.5115597E-137, 1.8404808E-139, 1.2967656E-148, 4.6668674E-150, 8.5208482E-153, 4.5650806E-249, 6.0469689E-251, 5.4247427E-255, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6023682E+001, 2.4137905E-016, 2.3155040E-016, 1.8868328E-016, 1.8934535E-019, 5.0419569E-020, 7.7122026E-021, 4.8847030E-085, 1.4325465E-038, 6.2542936E-040, 9.8593903E-042, 1.5530821E-058, 1.0676994E-109, 4.1907405E-111, 1.5249768E-113, 6.7069355E-115, 2.0298217E-116, 8.7056716E-119, 2.6784660E-120, 1.4681338E-121, 1.6214042E-123, 7.8740457E-198, 3.7633058E-199, 9.5007665E-203, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9004660E+001, 2.7853040E-012, 1.8101635E-012, 2.1776291E-013, 1.2267363E-017, 4.9333084E-018, 8.8874342E-019, 6.2677990E-081, 4.3338716E-033, 3.2151471E-034, 2.1079976E-035, 5.3880054E-050, 2.1266369E-093, 1.0814833E-094, 2.7612706E-097, 1.5775183E-099, 9.3013275E-101, 2.4071377E-102, 3.7016407E-100, 5.0937092E-101, 3.8811668E-102, 2.8601106E-164, 1.5509400E-165, 1.3149379E-168, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.2039836E+001, 4.6766466E-012, 2.2718096E-012, 3.2065384E-013, 4.5084715E-016, 1.2444467E-015, 3.2085424E-015, 6.5420796E-075, 3.8221913E-029, 4.2322223E-030, 8.6567599E-031, 3.2661239E-044, 1.0470203E-080, 6.1978210E-082, 1.8590933E-084, 4.9606092E-087, 8.9291326E-088, 1.6337809E-088, 1.3164424E-084, 6.5056093E-085, 1.2434667E-085, 1.5534018E-139, 7.5051923E-141, 2.7930896E-143, 2.5107688E-299, 3.7498840E-299, 5.4395778E-298
 2.5020814E+001, 7.2385101E-011, 2.8591732E-011, 1.7454082E-012, 4.9601046E-014, 3.0093384E-015, 1.9643373E-014, 1.1507414E-070, 1.3195857E-026, 3.2838061E-027, 8.5873508E-028, 1.1227390E-038, 2.5627785E-071, 2.2100135E-072, 1.4910497E-074, 2.1086318E-076, 1.3191812E-076, 3.1096133E-077, 6.7478315E-072, 5.1930481E-072, 7.2099975E-073, 2.6045537E-120, 2.0735007E-121, 3.6911153E-124, 1.3615633E-256, 7.7697896E-256, 3.0895814E-254
 2.8001791E+001, 1.6483948E-009, 7.2451281E-010, 9.9663375E-012, 2.1833148E-007, 5.6739977E-008, 9.9801582E-008, 1.0860939E-067, 3.0893219E-025, 3.8713251E-026, 9.8079970E-027, 7.7797578E-035, 7.2987301E-064, 5.8865585E-065, 7.1708549E-067, 2.3619596E-066, 2.2962952E-066, 2.4520718E-067, 6.4635716E-062, 4.2962355E-062, 7.4704397E-063, 3.0679018E-105, 1.5734967E-106, 4.7187956E-109, 2.1587822E-223, 1.8245193E-222, 6.3401967E-221
 3.1036968E+001, 1.4033925E-007, 5.0729884E-008, 6.8873004E-010, 1.4311591E-002, 4.6593127E-003, 4.1962127E-004, 4.1259437E-064, 3.9395723E-022, 7.7696231E-023, 6.1034215E-023, 1.2490815E-032, 1.4436228E-057, 1.0892346E-058, 3.2948322E-061, 1.2033676E-057, 4.0600336E-058, 1.6783169E-059, 1.5350718E-053, 6.3294694E-054, 1.2366070E-054, 3.3957976E-092, 3.3703432E-093, 2.9488955E-095, 1.1401340E-195, 9.6398637E-195, 2.2100334E-193
 3.4017945E+001, 5.9394895E-006, 1.8664002E-006, 1.5906681E-008, 9.0479935E-002, 2.6734357E-002, 1.9447146E-003, 2.1250517E-060, 7.6525261E-020, 5.2041765E-020, 9.3370037E-020, 3.1995142E-030, 1.3571267E-052, 1.4579444E-053, 4.1123719E-055, 6.5941426E-052, 2.1951803E-052, 1.3771080E-053, 5.5037876E-047, 2.8898871E-047, 9.4259880E-048, 9.2317791E-082, 1.0039003E-082, 1.9776218E-084, 1.0266475E-172, 7.4276904E-172, 1.2033064E-170
 3.7053122E+001, 1.4153534E-004, 5.2727412E-005, 6.8820587E-007, 1.1036975E-001, 3.0683627E-002, 1.9729169E-003, 4.6592488E-057, 1.7877832E-018, 2.8412651E-018, 6.4368841E-018, 4.2993055E-028, 2.4868847E-048, 6.7372925E-049, 1.4530760E-049, 3.0432072E-049, 5.9340251E-050, 3.1572966E-051, 1.8406093E-041, 1.1263282E-041, 3.6807673E-042, 2.0246697E-073, 2.8978423E-074, 3.4987694E-075, 3.0567773E-153, 1.9638769E-152, 3.0600542E-151
 4.0021208E+001, 4.9571514E-003, 2.4902322E-003, 2.2640059E-004, 1.1989846E-001, 4.2713066E-002, 7.1838870E-003, 1.5923709E-054, 1.8490933E-017, 1.2329953E-017, 3.1488090E-017, 4.6389353E-026, 2.2228279E-043, 1.5150414E-043, 3.8301944E-044, 1.0378428E-046, 9.9375764E-048, 1.4844984E-049, 2.2625768E-037, 1.7191236E-037, 4.1167369E-038, 3.7310034E-065, 1.1126756E-065, 6.6573966E-067, 2.0976919E-137, 1.0472962E-136, 9.5788669E-136
 4.3029219E+001, 2.5070332E-002, 1.8311844E-002, 3.2441291E-003, 1.1485751E-001, 4.0349225E-002, 5.3196975E-003, 2.2840814E-048, 2.4518768E-016, 4.3428202E-017, 1.1572015E-017, 2.6145909E-023, 1.3886443E-040, 5.3097527E-041, 8.0216499E-042, 3.0654269E-044, 2.6118468E-045, 2.8286132E-047, 1.3756994E-034, 6.6528094E-035, 7.6527985E-036, 5.8052222E-058, 1.1243973E-058, 1.1408194E-059, 1.0301019E-123, 5.2394042E-123, 3.7783851E-122
 4.6037230E+001, 2.5981286E-002, 1.5427858E-002, 1.5733515E-003, 1.2077711E-001, 4.4104223E-002, 6.5245386E-003, 1.1648222E-046, 1.6619894E-015, 1.1058258E-016, 1.2338669E-017, 1.2429610E-021, 8.4801259E-039, 5.0069789E-039, 1.8231039E-038, 7.4689119E-042, 1.2645535E-042, 9.3117215E-044, 4.9274200E-033, 1.8555971E-033, 3.2237617E-034, 5.9467667E-053, 2.0714584E-053, 3.1560194E-054, 5.3545196E-112, 2.5814837E-111, 1.6686354E-110
 4.9024057E+001, 7.8053495E-003, 4.6437572E-003, 5.6627239E-004, 1.1415725E-001, 3.8495275E-002, 5.8334342E-003, 3.1645864E-046, 9.9458069E-016, 3.5558561E-017, 1.4956125E-018, 4.8907674E-019, 1.3014102E-035, 2.7159533E-035, 6.9102204E-035, 1.7387953E-039, 5.0148005E-040, 6.5420886E-041, 5.3503317E-032, 3.0030761E-032, 6.7329152E-032, 1.6562024E-048, 6.3485105E-049, 1.8943821E-049, 3.5638268E-102, 1.5897390E-101, 8.3203750E-101
 5.2001575E+001, 6.8259980E-003, 5.4131817E-003, 9.2114868E-004, 1.1221938E-001, 3.5031709E-002, 3.7116770E-003, 2.5038059E-044, 1.8102644E-015, 9.5422178E-017, 2.5267032E-018, 4.6930197E-017, 2.4704697E-034, 3.4101204E-034, 6.8771770E-034, 5.7966076E-037, 1.4546513E-037, 1.9950514E-037, 2.1947007E-029, 3.0378124E-029, 8.5556196E-029, 3.1277327E-044, 2.3568968E-044, 2.6886866E-044, 3.4871925E-093, 1.2621000E-092, 1.3487250E-091
 5.5049987E+001, 2.6663072E-002, 2.0629314E-002, 3.4507211E-003, 1.0671657E-001, 2.8840998E-002, 2.1361506E-003, 2.9441239E-041, 1.1352113E-015, 3.7997898E-017, 8.8512589E-019, 2.2983299E-015, 2.9072611E-033, 2.2942284E-033, 9.6444990E-033, 6.5447093E-035, 2.0567142E-035, 2.1223865E-035, 9.0515598E-027, 1.0789767E-026, 1.9440000E-026, 9.3247379E-040, 6.1485017E-040, 1.5103598E-039, 1.7913761E-084, 1.2382482E-083, 2.3144238E-082
 5.8013327E+001, 7.2677522E-002, 6.4244457E-002, 1.3356337E-002, 9.7358663E-002, 1.5784319E-002, 4.1585302E-004, 1.6393526E-038, 1.5842767E-015, 3.1119316E-017, 7.1289022E-019, 2.7411829E-008, 1.8732705E-031, 1.2816475E-031, 3.7404917E-031, 3.9351798E-033, 1.3718416E-033, 4.0224176E-034, 1.6977509E-024, 1.8756051E-024, 3.2651146E-024, 6.8241597E-037, 1.6289545E-037, 8.1697614E-038, 8.9709752E-077, 6.6968933E-076, 6.6498026E-075
 6.1028655E+001, 8.5489055E-002, 7.3995320E-002, 1.7063844E-002, 1.0732098E-001, 3.3458117E-002, 3.8538243E-003, 6.0100408E-038, 1.8903226E-015, 5.4606988E-017, 8.5448029E-018, 4.9259653E-005, 7.3233682E-028, 2.3001635E-028, 1.1148958E-028, 1.5057178E-031, 6.1339610E-032, 4.9688946E-033, 1.3033986E-022, 1.2313890E-022, 1.0869630E-022, 6.7568267E-035, 1.6329528E-035, 2.7393831E-036, 7.1330549E-070, 1.9734860E-069, 1.3683797E-068
 6.4002393E+001, 8.9761814E-002, 7.2867455E-002, 1.7225270E-002, 9.6681835E-002, 2.5511786E-002, 1.2654244E-003, 9.4273469E-037, 1.5036933E-015, 1.0197236E-016, 2.5117783E-016, 1.8191370E-002, 4.3621181E-025, 1.6785473E-025, 3.3304544E-026, 9.4091091E-031, 4.3035181E-031, 6.8407074E-032, 1.0154441E-020, 9.4954176E-021, 6.4658887E-021, 1.6016715E-033, 3.0447511E-034, 7.4391670E-035, 1.8924103E-064, 7.3330125E-064, 5.9319292E-063
 6.7009424E+001, 8.0397489E-002, 5.3244249E-002, 7.8616629E-003, 8.5636219E-002, 1.3144788E-002, 1.7590721E-004, 8.8364601E-036, 1.0921588E-014, 3.5165655E-016, 7.1862570E-017, 2.8914712E-002, 6.1237052E-023, 3.2060710E-023, 2.3414181E-023, 5.2205850E-030, 2.6208016E-030, 5.5630937E-031, 1.4227725E-019, 1.8000651E-019, 3.0098854E-019, 9.3428788E-032, 7.6225829E-032, 2.3133930E-031, 6.7999890E-059, 1.4675576E-058, 8.1180847E-058
 7.0008029E+001, 6.7849537E-002, 3.3677263E-002, 8.9542518E-004, 9.7188992E-002, 2.6740181E-002, 1.8337711E-003, 1.0535575E-034, 1.9970261E-014, 6.9601566E-016, 4.3401558E-017, 2.5547394E-003, 4.0465562E-020, 1.4247041E-020, 4.0684471E-021, 4.9708427E-029, 1.2828293E-029, 1.3797824E-030, 3.4060085E-018, 5.0584279E-018, 8.5207540E-018, 1.9314991E-029, 7.9102535E-030, 5.7118372E-030, 1.2561363E-053, 3.8486708E-053, 3.4879575E-052
 7.3005072E+001, 8.2907633E-002, 4.5223858E-002, 1.6715388E-003, 1.0201303E-001, 3.4577352E-002, 5.4733185E-003, 3.7505907E-035, 1.2582392E-014, 4.9210878E-016, 4.7522711E-017, 1.6116669E-002, 3.8085208E-017, 1.2517192E-017, 1.9920005E-018, 1.8410208E-027, 2.5672813E-028, 1.6165752E-029, 6.1954376E-017, 7.9945010E-017, 1.1472313E-016, 4.2171088E-028, 1.1678288E-028, 2.5169395E-028, 2.3930269E-048, 1.1317095E-047, 9.3987994E-047
 7.6029879E+001, 9.1802504E-002, 5.6319758E-002, 4.3524535E-003, 1.1165504E-001, 4.9999422E-002, 1.4306004E-002, 2.1411757E-033, 9.4000293E-014, 1.6176380E-015, 9.5961112E-017, 8.9175503E-003, 1.0851431E-014, 2.2826148E-015, 4.8541577E-016, 1.6342678E-026, 3.1455755E-027, 3.1244989E-027, 2.3619124E-015, 3.3540486E-014, 5.4347744E-014, 7.3186479E-027, 2.0690000E-026, 5.1617025E-025, 2.6372810E-043, 9.4331191E-043, 5.5850139E-042
 7.9046853E+001, 9.9341890E-002, 6.6335709E-002, 7.2953544E-003, 1.0617727E-001, 4.6106254E-002, 1.4076806E-002, 4.5164234E-032, 1.3523670E-012, 2.8211599E-014, 2.4626869E-016, 1.1852268E-002, 9.6799041E-012, 6.4126514E-012, 1.1093140E-012, 4.8386182E-025, 3.5037650E-025, 2.5409459E-025, 3.3329074E-012, 7.5879705E-012, 1.0239433E-011, 5.6787357E-023, 1.6742939E-022, 5.7812699E-022, 4.8357585E-040, 1.7556639E-039, 1.3463475E-038
 8.2008972E+001, 7.8054802E-002, 3.8600043E-002, 5.7141474E-004, 8.6431426E-002, 3.4647436E-002, 1.0387266E-002, 9.4917602E-033, 2.9799002E-011, 1.1260834E-012, 1.4675850E-014, 8.3415946E-003, 6.4696967E-010, 1.0763199E-010, 5.3932588E-010, 3.0206327E-024, 1.5066396E-024, 1.1803505E-024, 9.9808785E-010, 1.9022923E-009, 2.6400771E-009, 1.4967038E-021, 2.6872621E-021, 5.1753223E-021, 1.9698994E-036, 6.3969789E-036, 2.9687457E-035
 8.5025946E+001, 9.2738015E-002, 4.7935038E-002, 1.1265266E-003, 7.2741486E-002, 1.7786044E-002, 1.6339092E-003, 1.0123305E-031, 1.7903018E-009, 7.4511024E-011, 1.3973483E-012, 1.3406168E-002, 5.7491062E-006, 1.3623452E-005, 1.2241185E-004, 9.6950713E-023, 5.4205670E-023, 1.6768602E-023, 4.0213029E-009, 4.2404156E-009, 1.8068297E-009, 8.6177811E-022, 9.3740793E-022, 2.0468550E-021, 5.5498872E-033, 1.8535513E-032, 8.7083721E-032
 8.8042919E+001, 1.0615358E-001, 5.8476062E-002, 1.4229696E-003, 6.7985367E-002, 1.2981952E-002, 4.3808126E-004, 3.4469962E-030, 1.1699481E-007, 8.2825047E-009, 1.8699338E-010, 7.6309208E-003, 2.7211633E-004, 4.0353310E-004, 4.4768807E-004, 3.1977666E-022, 1.4323596E-022, 2.4859639E-023, 5.5804143E-007, 2.2666668E-007, 5.4885738E-009, 4.2996429E-021, 4.7712487E-021, 8.2425333E-021, 1.0642124E-029, 3.3324764E-029, 1.2501581E-028
 9.1005038E+001, 1.3505418E-001, 9.0204166E-002, 6.1674114E-003, 7.0238900E-002, 1.5170353E-002, 1.0201941E-003, 1.3423833E-030, 3.4597365E-006, 1.0161720E-007, 1.7262861E-009, 9.1316906E-003, 1.8136542E-003, 1.5853894E-003, 9.1755567E-004, 2.7998135E-022, 9.1478098E-023, 1.2072207E-023, 4.5690801E-007, 1.9891021E-007, 4.7227035E-008, 1.2383735E-019, 2.4195809E-019, 1.0877522E-018, 4.2352677E-027, 8.8432663E-027, 2.5964276E-026
 9.4022012E+001, 1.4740064E-001, 1.0750151E-001, 1.7356609E-002, 7.8154130E-002, 2.6973379E-002, 2.8747064E-003, 4.9930003E-033, 2.6514047E-004, 1.5947074E-005, 2.9469102E-007, 6.6014842E-003, 9.2036513E-004, 5.3229215E-004, 1.4103158E-004, 4.8962536E-023, 1.4011820E-023, 1.8752182E-024, 9.9906319E-004, 1.5079647E-003, 1.0633303E-003, 1.4445228E-017, 2.5188876E-017, 6.0748668E-017, 1.3236964E-024, 2.6100373E-024, 5.3349380E-024
 9.7038985E+001, 1.2482023E-001, 8.3926592E-002, 7.8219906E-003, 6.7835581E-002, 1.2800858E-002, 4.7936663E-004, 9.3417464E-033, 6.3868261E-003, 4.8735143E-004, 2.7385022E-006, 3.9642615E-004, 1.3815393E-004, 3.4795634E-005, 5.5956521E-007, 1.0916917E-023, 4.4980693E-024, 5.2692529E-025, 7.3099171E-003, 7.8235384E-003, 6.6652678E-003, 5.3470207E-016, 5.5604518E-016, 2.1543498E-013, 5.1624208E-023, 1.0288139E-022, 2.5876338E-022
 1.0003100E+002, 1.3104675E-001, 8.7117099E-002, 6.1452050E-003, 6.3219231E-002, 1.2258868E-002, 3.1031898E-004, 7.0218758E-032, 4.5705568E-002, 2.9328302E-002, 4.2755609E-003, 3.9699103E-004, 5.1934076E-006, 4.5886194E-007, 4.5742387E-009, 4.5494081E-024, 1.8200982E-024, 2.2886470E-025, 5.4584221E-003, 3.5160765E-003, 9.8147905E-004, 1.7923453E-007, 1.8400713E-007, 3.3105322E-007, 1.2689894E-021, 2.4893839E-021, 6.4568138E-021
