s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
-1.3397523E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3095785E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.2799075E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.2497336E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.2195597E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1896345E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1595645E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.1299875E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0999175E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0698475E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0397775E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0096045E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.7995733E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.4983198E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.1994026E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.8962636E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.5964145E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-8.2959095E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9983326E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.6993124E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.3971399E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.0999211E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.7977486E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.4955761E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-6.1983572E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.8961847E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.5989659E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.2967934E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9995746E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.6974021E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.3952296E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.0980107E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.7958382E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.4986194E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.1964469E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.8992280E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.5992273E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.2982102E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9971930E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.6961759E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.3951587E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0989967E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-7.9797956E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9696242E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.9594528E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0021675E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0123389E+000, 3.5155579E-064, 1.6786040E-063, 4.7948498E-064, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0225103E+000, 8.0032214E-032, 8.4047788E-032, 7.8161006E-032, 9.2476552E-139, 3.2984139E-138, 5.6705478E-139, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0032682E+001, 1.2911865E-022, 3.8805615E-022, 8.8433512E-022, 3.8263642E-076, 1.2113202E-075, 5.4613418E-075, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.3042853E+001, 2.2297199E-017, 3.1455328E-017, 3.3244235E-017, 2.2061238E-051, 8.5084324E-051, 3.8608766E-050, 3.6990832E-143, 1.3238950E-141, 2.7758446E-141
 1.6004473E+001, 1.0180471E-009, 8.8520576E-010, 1.4473641E-009, 9.7560381E-037, 2.2534851E-036, 6.4242179E-036, 4.1122651E-104, 2.5016434E-102, 2.1474152E-101
 1.9014645E+001, 4.0185204E-008, 4.5340847E-008, 4.4352841E-008, 5.6124445E-028, 1.3527728E-027, 6.1385334E-027, 1.5099823E-077, 8.9104972E-077, 2.2886561E-076
 2.2024816E+001, 8.0416806E-008, 9.2926023E-008, 8.6650757E-008, 3.3502954E-021, 5.6327367E-021, 1.3483962E-020, 8.0932100E-059, 6.8021297E-058, 1.3311799E-057
 2.5034988E+001, 2.2745606E-007, 1.0239494E-007, 1.0074671E-007, 2.1397066E-018, 2.6501466E-018, 3.9615147E-018, 1.0555542E-046, 3.6491275E-046, 8.0441976E-046
 2.8045159E+001, 1.1738183E-007, 1.7146596E-007, 2.4520899E-007, 4.3779340E-015, 5.2264679E-015, 3.3694016E-014, 2.7585856E-038, 1.0849374E-037, 2.0417187E-037
 3.1006779E+001, 1.1560288E-004, 2.7686303E-005, 1.9896245E-006, 4.7691178E-014, 5.6412178E-014, 1.4191619E-013, 3.9396542E-032, 1.2605678E-031, 2.0548984E-031
 3.4016951E+001, 4.1817017E-005, 4.2112104E-005, 2.6242277E-005, 3.0513314E-010, 4.6868233E-010, 3.4575982E-010, 4.0032127E-028, 6.4709411E-028, 7.2749342E-028
 3.7027122E+001, 9.1322900E-006, 4.6226214E-006, 2.0371796E-006, 1.8896249E-010, 2.0867780E-010, 1.2068468E-010, 2.5670347E-026, 3.3328007E-026, 3.3402374E-026
 4.0037294E+001, 2.2415172E-005, 7.2369328E-005, 1.6488913E-004, 3.8894421E-011, 3.3421793E-011, 1.3405850E-011, 1.3328939E-024, 1.8543196E-024, 1.9050902E-024
 4.3047465E+001, 1.2844994E-003, 3.1113981E-003, 3.0487565E-003, 1.4784630E-010, 1.1237286E-010, 3.4410046E-011, 1.7013872E-023, 1.9266235E-023, 2.2495519E-023
 4.6009085E+001, 3.5849674E-002, 1.8822154E-002, 7.1760044E-003, 4.4353507E-010, 3.1891838E-010, 6.7122508E-011, 6.8354173E-023, 5.2204139E-023, 4.7721216E-023
 4.9019257E+001, 4.7955779E-002, 2.0381937E-002, 7.4817890E-003, 5.9064096E-009, 7.1144785E-009, 5.9170404E-009, 1.0039084E-022, 8.2833661E-023, 8.6431436E-023
 5.2029428E+001, 8.3730635E-002, 3.6437314E-002, 1.3555612E-002, 3.0763151E-008, 5.1441365E-008, 8.8993099E-008, 2.1257817E-022, 3.8359851E-022, 5.1259608E-022
 5.5039600E+001, 9.1139601E-002, 3.2716844E-002, 7.2621098E-003, 2.9414379E-008, 2.3484403E-008, 3.8466561E-008, 4.8698309E-022, 8.6823307E-022, 1.0198610E-021
 5.8001220E+001, 4.1614635E-002, 8.6103830E-003, 1.7336290E-003, 8.8565998E-007, 1.0248509E-006, 2.6782354E-006, 1.0190798E-021, 1.0436836E-021, 9.7829991E-022
 6.1011391E+001, 1.6278076E-002, 5.5830834E-003, 3.1065703E-003, 2.8146624E-004, 6.7631787E-004, 5.6376581E-004, 4.9305941E-021, 5.3065849E-021, 5.2254569E-021
 6.4050693E+001, 1.0334641E-003, 9.2483889E-004, 3.4222518E-004, 1.7703036E-003, 2.5862770E-003, 3.5958634E-003, 3.8066079E-021, 2.9579371E-021, 2.7373483E-021
 6.7019112E+001, 2.5480368E-004, 6.8796138E-005, 6.0749187E-006, 4.2261171E-003, 2.1535859E-003, 2.6470085E-004, 3.8068494E-021, 4.2814440E-021, 4.7111057E-021
 7.0050730E+001, 2.1286127E-005, 1.9161386E-005, 2.4802150E-006, 1.6326790E-003, 4.6500374E-004, 4.1675993E-004, 6.8970842E-021, 5.8217492E-021, 4.8832722E-021
 7.3030079E+001, 4.6149417E-005, 1.0873686E-004, 2.0532489E-004, 8.3531415E-004, 9.2248267E-004, 9.0122498E-004, 7.5467887E-021, 6.9984618E-021, 6.1812651E-021
 7.6002247E+001, 9.0561960E-003, 4.2968700E-003, 9.5648060E-004, 8.1997601E-004, 8.2292285E-004, 5.1851429E-004, 1.1540002E-020, 1.9377636E-020, 2.1747827E-020
 7.9045692E+001, 1.6310428E-002, 7.0920733E-003, 1.9132168E-003, 6.9817009E-004, 5.6266516E-004, 1.6118418E-004, 5.5206609E-020, 8.0808553E-020, 8.6423287E-020
 8.2037553E+001, 1.2283247E-002, 3.0558463E-003, 3.7164546E-004, 2.3830052E-006, 1.7349328E-006, 1.3129277E-007, 9.9861483E-020, 8.2951829E-020, 7.0342797E-020
 8.5029414E+001, 3.7192575E-003, 6.3406443E-003, 5.7831806E-003, 6.9345690E-010, 6.4904345E-010, 6.1579506E-010, 3.8380655E-020, 4.4390704E-020, 4.2926390E-020
 8.8021275E+001, 6.2719172E-002, 3.2624002E-002, 1.5902471E-002, 1.3306133E-007, 1.8393592E-007, 2.4134318E-007, 2.4260663E-020, 1.8121132E-020, 1.6846368E-020
 9.1013136E+001, 4.4512626E-002, 1.4362995E-002, 2.1332791E-003, 5.9312070E-006, 8.3546853E-006, 2.5339268E-006, 1.9317991E-020, 3.6974158E-020, 5.1899429E-020
 9.4004997E+001, 2.4441571E-002, 1.2090721E-002, 2.2959412E-003, 3.6856217E-006, 3.0308168E-006, 2.1465576E-006, 1.8488793E-019, 2.1764736E-019, 2.1785485E-019
 9.7048442E+001, 1.5704966E-002, 3.7579434E-003, 1.1874860E-003, 1.3563507E-006, 1.2533714E-006, 3.4037308E-006, 1.2933943E-019, 1.2805326E-019, 1.1109417E-019
 1.0004030E+002, 8.5742655E-003, 2.1288624E-003, 1.7364663E-004, 1.0842321E-006, 2.3241875E-006, 5.1113514E-006, 2.5444397E-020, 2.5347184E-020, 2.6325709E-020
 1.0303216E+002, 1.6372422E-002, 3.3849217E-003, 2.8813783E-004, 5.4110471E-005, 1.0432875E-004, 2.3146730E-004, 1.6859893E-020, 2.2570650E-020, 2.7785754E-020
 1.0602403E+002, 2.4220658E-003, 5.1207161E-004, 4.2840841E-005, 3.6375868E-004, 4.8966304E-004, 6.0605468E-004, 2.5578999E-019, 2.8218652E-019, 2.8290256E-019
 1.0901589E+002, 3.1054665E-004, 1.0598926E-004, 7.8191752E-005, 2.4847563E-006, 2.1879760E-006, 2.4027216E-006, 2.1932233E-019, 1.8770434E-019, 1.6494607E-019
 1.1200775E+002, 2.7911284E-003, 1.3000541E-003, 5.3320571E-004, 1.9289785E-007, 1.1525089E-007, 3.2923614E-007, 3.0438000E-020, 2.4134751E-020, 2.2537711E-020
 1.1505119E+002, 2.7691356E-003, 3.1604220E-003, 2.9855538E-003, 2.7655674E-007, 2.7354537E-007, 2.5655311E-007, 1.7723375E-020, 1.7310738E-020, 1.7398032E-020
 1.1804305E+002, 1.9879292E-002, 4.1023715E-003, 1.2910363E-003, 4.8731990E-008, 2.8458711E-008, 9.1100169E-009, 5.2603497E-020, 8.1238366E-020, 9.8523170E-020
 1.2103491E+002, 2.4047797E-002, 5.0017176E-003, 9.8288109E-004, 2.9055717E-009, 1.7231168E-009, 1.1973568E-009, 2.6006317E-019, 3.1700339E-019, 3.8827049E-019
 1.2402678E+002, 1.6832801E-002, 7.4833083E-003, 1.6124719E-003, 1.2267650E-006, 8.3712579E-007, 2.7121998E-006, 2.6228082E-019, 3.0430174E-019, 3.2528931E-019
 1.2701864E+002, 7.8621606E-002, 3.7878565E-002, 1.8323774E-002, 1.3305235E-005, 7.6393568E-006, 2.9363824E-006, 3.9341049E-020, 5.2764774E-020, 5.5316946E-020
 1.3001050E+002, 9.8477331E-002, 4.2408839E-002, 1.8783181E-002, 7.4565932E-006, 5.4407292E-006, 4.1788675E-006, 5.7606883E-021, 7.7232129E-021, 8.9945585E-021
 1.3300236E+002, 5.8774338E-002, 1.7320620E-002, 4.5296094E-003, 1.0046267E-004, 1.2889255E-004, 4.0615648E-005, 5.8883763E-021, 6.9674377E-021, 8.2965312E-021
 1.3604580E+002, 4.4583603E-002, 1.1227489E-002, 1.7529263E-003, 1.9000958E-004, 1.5821950E-004, 7.2875473E-005, 1.3776652E-020, 1.8087101E-020, 2.1316482E-020
 1.3903767E+002, 1.0022989E-002, 5.3355118E-003, 2.9649410E-003, 4.8780633E-005, 4.4276936E-005, 3.9732008E-005, 3.3864206E-020, 3.7531689E-020, 4.2273425E-020
 1.4202953E+002, 5.9629529E-003, 8.0176209E-003, 7.5793898E-003, 2.9517007E-006, 4.6039052E-006, 8.6772339E-006, 1.5544325E-019, 1.7086590E-019, 1.8117921E-019
 1.4502139E+002, 7.9259018E-002, 3.2894569E-002, 1.4264812E-002, 5.9143987E-005, 7.5306533E-005, 7.1170978E-005, 2.8101371E-019, 3.2287629E-019, 3.1949950E-019
 1.4803904E+002, 7.2434934E-002, 1.7706120E-002, 3.8330224E-003, 1.1018345E-003, 9.3208842E-004, 8.9873694E-004, 4.6503254E-019, 8.8145779E-019, 9.3530770E-019
 1.5103729E+002, 9.9642260E-002, 3.1527713E-002, 2.7675899E-003, 1.5485024E-003, 1.3110860E-003, 7.8062584E-004, 6.1636428E-019, 7.9102064E-019, 8.1992332E-019
 1.5404380E+002, 7.0598437E-002, 1.5159327E-002, 1.1857480E-003, 2.0902712E-006, 2.5609197E-006, 3.0011012E-006, 8.9835922E-019, 1.1260765E-018, 1.2403775E-018
 1.5702483E+002, 5.3660165E-002, 1.1158852E-002, 9.9206380E-004, 1.3754470E-004, 9.2428640E-005, 4.1157409E-005, 7.4765549E-018, 7.9828519E-018, 8.0631791E-018
 1.6004936E+002, 8.6538383E-003, 6.5242013E-004, 8.7832772E-005, 8.4659523E-004, 4.8491199E-004, 4.0500970E-004, 4.7380323E-017, 4.9244623E-017, 4.3974652E-017
 1.6301105E+002, 2.2161491E-005, 4.2099076E-005, 1.1746743E-005, 5.4042423E-004, 5.6157437E-004, 2.8298994E-004, 4.2423298E-017, 3.4269865E-017, 2.8852354E-017
 1.6603777E+002, 6.2590190E-009, 6.0972012E-010, 3.9726490E-011, 1.6300990E-003, 1.0959512E-003, 4.3372685E-004, 6.0570986E-018, 3.8448907E-018, 3.0373130E-018
 1.6900946E+002, 2.8095564E-012, 8.7385351E-014, 6.7833029E-016, 4.3465694E-004, 3.3271382E-004, 2.9858584E-004, 2.1348106E-018, 1.6739481E-018, 1.4008468E-018
 1.7203619E+002, 5.0878894E-018, 1.1705978E-018, 2.7313276E-019, 6.4893153E-004, 5.8907587E-004, 5.7990396E-004, 5.2407864E-019, 4.5891406E-019, 4.4537137E-019
 1.7500788E+002, 1.1370280E-021, 1.6681859E-022, 1.9285900E-023, 8.0555163E-005, 5.4466886E-005, 2.5642346E-005, 2.1292311E-018, 2.3787440E-018, 2.4720734E-018
 1.7803461E+002, 4.3841395E-026, 5.5075578E-027, 7.6873389E-028, 2.1874776E-005, 2.0432322E-005, 3.7545711E-005, 9.5551852E-018, 9.2065760E-018, 8.3241954E-018
 1.8100630E+002, 1.4595468E-031, 2.5194550E-032, 3.6649627E-033, 1.4471636E-005, 1.1040496E-005, 1.0073361E-006, 1.9193360E-017, 1.5081293E-017, 1.3466302E-017
 1.8403302E+002, 1.1864697E-036, 2.9343031E-037, 7.7969916E-038, 2.9914093E-009, 1.6397192E-009, 4.8874307E-010, 1.2099685E-017, 1.1103813E-017, 1.0847246E-017
 1.8700472E+002, 4.3322315E-042, 2.7002221E-042, 8.8785389E-043, 3.1037776E-013, 9.4518007E-014, 4.7750281E-014, 9.0714641E-016, 5.8718368E-016, 3.0594722E-016
 1.9003144E+002, 5.0233562E-047, 2.3895830E-047, 8.2959818E-048, 1.4969630E-017, 1.1948070E-017, 6.7092980E-018, 9.4284456E-016, 3.5509734E-016, 1.9621308E-016
 1.9300313E+002, 8.6243429E-053, 2.5882229E-053, 7.5269226E-054, 3.5057366E-020, 1.6543564E-020, 4.3261884E-021, 5.1675928E-017, 4.5778022E-017, 3.8625645E-017
 1.9602986E+002, 5.8435701E-058, 1.4702974E-058, 2.3470218E-059, 7.0352474E-023, 3.9754222E-023, 8.8620320E-024, 6.6189435E-018, 4.2004577E-018, 3.2149319E-018
 1.9900155E+002, 1.1032020E-063, 1.0817319E-064, 1.8471372E-065, 1.8027093E-026, 1.2146437E-026, 2.9214993E-027, 3.2394905E-019, 1.8261045E-019, 1.1701853E-019
 2.0202828E+002, 1.0045967E-069, 2.0130097E-070, 1.8414896E-071, 9.2863784E-030, 6.1764942E-030, 3.1219683E-030, 1.4475392E-021, 8.7690393E-022, 6.5406131E-022
 2.0505251E+002, 5.3169892E-076, 1.6355954E-076, 1.1082089E-077, 1.1314797E-033, 6.0960786E-034, 1.2687086E-034, 5.9729336E-024, 2.9074552E-024, 2.2905520E-024
 2.0803285E+002, 1.6841642E-083, 1.5085159E-084, 1.2947282E-085, 1.7410273E-038, 7.5831713E-039, 1.5013852E-039, 2.3007290E-025, 1.5123296E-025, 1.2340172E-025
 2.1101319E+002, 7.2723671E-092, 6.0382687E-093, 4.0101263E-094, 2.9817479E-043, 9.2738218E-044, 6.4159169E-045, 6.8425068E-027, 3.9530614E-027, 3.1758494E-027
