s,status,status,status,status,status,status,status
 1.5010000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5210000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5410000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5610000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5810000E+001,-1,-1,-1,-1,-1,-1,-1
 1.6010000E+001,-1,-1,-1,-1,-1,-1,-1
 1.6209999E+001,-1,-1,-1,-1,-1,-1,-1
 1.6410000E+001,-1,-1,-1,-1,-1,-1,-1
 1.6610001E+001,-1,-1,-1,-1,-1,-1,-1
 1.6809999E+001,-1,-1,-1,-1,-1,-1,-1
 1.7010000E+001,-1,-1,-1,-1,-1,-1,-1
 1.7209999E+001,-1,-1,-1,-1,-1,-1,-1
 1.7410000E+001,-1,-1,-1,-1,-1,-1,-1
 1.7610001E+001,-1,-1,-1,-1,-1,-1,-1
 1.7809999E+001,-1,-1,-1,-1,-1,-1,-1
 1.8000000E+001,-1,-1,-1,-1,-1,-1,-1
 1.8200001E+001,-1,-1,-1,-1,-1,-1,-1
 1.8400000E+001,-1,-1,-1,-1,-1,-1,-1
 1.8600000E+001,-1,-1,-1,-1,-1,-1,-1
 1.8799999E+001,-1,-1,-1,-1,-1,-1,-1
 1.9000000E+001,-1,-1,-1,-1,-1,-1,-1
 1.9200001E+001,-1,-1,-1,-1,-1,-1,-1
 1.9400000E+001,-1,-1,-1,-1,-1,-1,-1
 1.9600000E+001,-1,-1,-1,-1,-1,-1,-1
 1.9799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.0000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.0200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.0400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.0600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.0799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.1000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.1200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.1400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.1600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.1799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.2000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.2200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.2400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.2600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.2799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.3000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.3200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.3400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.3600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.3799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.4000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.4200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.4400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.4600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.4799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.5000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.5200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.5400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.5600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.5799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.6000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.6200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.6400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.6600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.6799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.7000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.7200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.7400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.7600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.7799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.8000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.8200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.8400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.8600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.8799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.9000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.9200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.9400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.9600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.9799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.0000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.0200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.0400000E+001,-1,-1,-1,-1,-1,-1,-1
 3.0600000E+001,-1,-1,-1,-1,-1,-1,-1
 3.0799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.1000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.1200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.1400000E+001,-1,-1,-1,-1,-1,-1,-1
 3.1600000E+001,-1,-1,-1,-1,-1,-1,-1
 3.1799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.2000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.2200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.2400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.2599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.2799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.3000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.3200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.3400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.3599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.3799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.4000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.4200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.4400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.4599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.4799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.5000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.5200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.5400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.5599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.5799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.6000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.6200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.6400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.6599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.6799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.7000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.7200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.7400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.7599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.7799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.8000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.8200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.8400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.8599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.8799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.9000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.9200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.9400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.9599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.9799999E+001,-1,-1,-1,-1,-1,-1,-1
 4.0000000E+001,-1,-1,-1,-1,-1,-1,-1
