s,status,status,status,status,status,status,status
 1.5010000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5210000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5410000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5610000E+001,-1,-1,-1,-1,-1,-1,-1
 1.5810000E+001,-1,-1,-1,-1,-1,-1,-1
 1.6010000E+001,-1,-1,-1,-1,-1,-1,-1
 1.6209999E+001,-1,-1,-1,-1,-1,-1,-1
 1.6410000E+001,-1,-1,-1,-1,-1,-1,-1
 1.6610001E+001,-1,-1,-1,-1,-1,-1,-1
 1.6809999E+001,-1,-1,-1,-1,-1,-1,-1
 1.7010000E+001,-1,-1,-1,-1,-1,-1,-1
 1.7209999E+001,-1,-1,-1,-1,-1,-1,-1
 1.7410000E+001,-1,-1,-1,-1,-1,-1,-1
 1.7610001E+001,-1,-1,-1,-1,-1,-1,-1
 1.7809999E+001,-1,-1,-1,-1,-1,-1,-1
 1.8000000E+001,-1,-1,-1,-1,-1,-1,-1
 1.8200001E+001,-1,-1,-1,-1,-1,-1,-1
 1.8400000E+001,-1,-1,-1,-1,-1,-1,-1
 1.8600000E+001,-1,-1,-1,-1,-1,-1,-1
 1.8799999E+001,-1,-1,-1,-1,-1,-1,-1
 1.9000000E+001,-1,-1,-1,-1,-1,-1,-1
 1.9200001E+001,-1,-1,-1,-1,-1,-1,-1
 1.9400000E+001,-1,-1,-1,-1,-1,-1,-1
 1.9600000E+001,-1,-1,-1,-1,-1,-1,-1
 1.9799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.0000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.0200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.0400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.0600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.0799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.1000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.1200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.1400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.1600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.1799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.2000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.2200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.2400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.2600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.2799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.3000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.3200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.3400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.3600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.3799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.4000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.4200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.4400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.4600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.4799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.5000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.5200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.5400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.5600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.5799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.6000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.6200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.6400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.6600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.6799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.7000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.7200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.7400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.7600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.7799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.8000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.8200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.8400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.8600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.8799999E+001,-1,-1,-1,-1,-1,-1,-1
 2.9000000E+001,-1,-1,-1,-1,-1,-1,-1
 2.9200001E+001,-1,-1,-1,-1,-1,-1,-1
 2.9400000E+001,-1,-1,-1,-1,-1,-1,-1
 2.9600000E+001,-1,-1,-1,-1,-1,-1,-1
 2.9799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.0000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.0200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.0400000E+001,-1,-1,-1,-1,-1,-1,-1
 3.0600000E+001,-1,-1,-1,-1,-1,-1,-1
 3.0799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.1000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.1200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.1400000E+001,-1,-1,-1,-1,-1,-1,-1
 3.1600000E+001,-1,-1,-1,-1,-1,-1,-1
 3.1799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.2000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.2200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.2400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.2599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.2799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.3000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.3200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.3400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.3599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.3799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.4000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.4200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.4400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.4599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.4799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.5000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.5200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.5400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.5599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.5799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.6000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.6200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.6400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.6599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.6799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.7000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.7200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.7400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.7599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.7799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.8000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.8200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.8400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.8599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.8799999E+001,-1,-1,-1,-1,-1,-1,-1
 3.9000000E+001,-1,-1,-1,-1,-1,-1,-1
 3.9200001E+001,-1,-1,-1,-1,-1,-1,-1
 3.9400002E+001,-1,-1,-1,-1,-1,-1,-1
 3.9599998E+001,-1,-1,-1,-1,-1,-1,-1
 3.9799999E+001,-1,-1,-1,-1,-1,-1,-1
 4.0000000E+001,-1,-1,-1,-1,-1,-1,-1
 4.0200001E+001,-1,-1,-1,-1,-1,-1,-1
 4.0400002E+001,-1,-1,-1,-1,-1,-1,-1
 4.0599998E+001,-1,-1,-1,-1,-1,-1,-1
 4.0799999E+001,-1,-1,-1,-1,-1,-1,-1
 4.1000000E+001,-1,-1,-1,-1,-1,-1,-1
 4.1200001E+001,-1,-1,-1,-1,-1,-1,-1
 4.1400002E+001,-1,-1,-1,-1,-1,-1,-1
 4.1599998E+001,-1,-1,-1,-1,-1,-1,-1
 4.1799999E+001,-1,-1,-1,-1,-1,-1,-1
 4.2000000E+001,-1,-1,-1,-1,-1,-1,-1
 4.2200001E+001,-1,-1,-1,-1,-1,-1,-1
 4.2400002E+001,-1,-1,-1,-1,-1,-1,-1
 4.2599998E+001,-1,-1,-1,-1,-1,-1,-1
 4.2799999E+001,-1,-1,-1,-1,-1,-1,-1
 4.3000000E+001,-1,-1,-1,-1,-1,-1,-1
 4.3209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.3410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.3610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.3810001E+001,-1,-1,-1,-1,-1,-1,-1
 4.4009998E+001,-1,-1,-1,-1,-1,-1,-1
 4.4209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.4410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.4610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.4810001E+001,-1,-1,-1,-1,-1,-1,-1
 4.5009998E+001,-1,-1,-1,-1,-1,-1,-1
 4.5209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.5410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.5610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.5810001E+001,-1,-1,-1,-1,-1,-1,-1
 4.6009998E+001,-1,-1,-1,-1,-1,-1,-1
 4.6209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.6410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.6610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.6810001E+001,-1,-1,-1,-1,-1,-1,-1
 4.7009998E+001,-1,-1,-1,-1,-1,-1,-1
 4.7209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.7410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.7610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.7810001E+001,-1,-1,-1,-1,-1,-1,-1
 4.8009998E+001,-1,-1,-1,-1,-1,-1,-1
 4.8209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.8410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.8610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.8810001E+001,-1,-1,-1,-1,-1,-1,-1
 4.9009998E+001,-1,-1,-1,-1,-1,-1,-1
 4.9209999E+001,-1,-1,-1,-1,-1,-1,-1
 4.9410000E+001,-1,-1,-1,-1,-1,-1,-1
 4.9610001E+001,-1,-1,-1,-1,-1,-1,-1
 4.9810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.0009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.0209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.0410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.0610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.0810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.1009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.1209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.1410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.1610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.1810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.2009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.2209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.2410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.2610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.2810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.3009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.3209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.3410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.3610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.3810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.4009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.4209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.4410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.4610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.4810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.5009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.5209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.5410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.5610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.5810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.6009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.6209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.6410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.6610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.6810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.7009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.7209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.7410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.7610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.7810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.8009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.8209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.8410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.8610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.8810001E+001,-1,-1,-1,-1,-1,-1,-1
 5.9009998E+001,-1,-1,-1,-1,-1,-1,-1
 5.9209999E+001,-1,-1,-1,-1,-1,-1,-1
 5.9410000E+001,-1,-1,-1,-1,-1,-1,-1
 5.9610001E+001,-1,-1,-1,-1,-1,-1,-1
 5.9810001E+001,-1,-1,-1,-1,-1,-1,-1
 6.0009998E+001,-1,-1,-1,-1,-1,-1,-1
 6.0209999E+001,-1,-1,-1,-1,-1,-1,-1
 6.0410000E+001,-1,-1,-1,-1,-1,-1,-1
 6.0610001E+001,-1,-1,-1,-1,-1,-1,-1
 6.0810001E+001,-1,-1,-1,-1,-1,-1,-1
 6.1009998E+001,-1,-1,-1,-1,-1,-1,-1
 6.1209999E+001,-1,-1,-1,-1,-1,-1,-1
 6.1410000E+001,-1,-1,-1,-1,-1,-1,-1
 6.1610001E+001,-1,-1,-1,-1,-1,-1,-1
 6.1810001E+001,-1,-1,-1,-1,-1,-1,-1
 6.2009998E+001,-1,-1,-1,-1,-1,-1,-1
 6.2209999E+001,-1,-1,-1,-1,-1,-1,-1
