s,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,%/m,%/m,%/m,%/m,%/m,%/m,%/m,C,m/s,C,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m,C,C,C,C,C,C,C,1/m
 4.50E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.18E-003, 2.40E+001, 9.13E+000, 9.13E+000, 9.13E+000, 9.13E+000, 9.13E+000, 9.13E+000, 9.13E+000, 3.08E+001, 5.20E-001, 3.19E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.52E-003, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 7.30E-003, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.66E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.96E+001, 2.75E+001, 2.41E+001, 2.41E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.54E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.44E+001, 2.44E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.17E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.41E-125, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.37E-121
 4.60E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.06E-003, 2.40E+001, 9.20E+000, 9.20E+000, 9.20E+000, 9.20E+000, 9.20E+000, 9.20E+000, 9.20E+000, 3.12E+001, 6.07E-001, 3.21E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.65E-003, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.15E-002, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.41E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.01E+001, 2.76E+001, 2.43E+001, 2.41E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.57E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.47E+001, 2.46E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.09E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.19E-121, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.37E-117
 4.70E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.00E-003, 2.40E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 3.18E+001, 6.48E-001, 3.28E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.77E-003, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 1.74E-002, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.23E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.06E+001, 2.79E+001, 2.49E+001, 2.43E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.60E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.51E+001, 2.49E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.48E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.27E-118, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.46E-112
 4.80E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.12E-003, 2.40E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 3.23E+001, 5.31E-001, 3.31E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.47E-003, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.52E-002, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.15E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.10E+001, 2.81E+001, 2.54E+001, 2.48E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.54E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.55E+001, 2.54E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.90E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.06E-115, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.83E-108
 4.90E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.32E-003, 2.40E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 3.26E+001, 5.10E-001, 3.34E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.26E-003, 2.40E+001, 9.26E-011, 9.26E-011, 9.26E-011, 9.26E-011, 9.26E-011, 9.26E-011, 9.26E-011, 2.40E+001, 4.06E-002, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.44E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.13E+001, 2.87E+001, 2.61E+001, 2.54E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.41E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.60E+001, 2.57E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.27E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.21E-113, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.25E-103
 5.00E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.44E-003, 2.40E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 1.05E+001, 3.30E+001, 6.13E-001, 3.37E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.30E-003, 2.40E+001, 1.40E-006, 1.40E-006, 1.40E-006, 1.40E-006, 1.40E-006, 1.40E-006, 1.40E-006, 2.40E+001, 7.51E-002, 2.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.47E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.15E+001, 2.94E+001, 2.67E+001, 2.58E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.45E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.65E+001, 2.59E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.32E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.40E-111, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 9.84E-101
 5.10E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.35E-003, 2.40E+001, 9.32E+000, 9.32E+000, 9.32E+000, 9.32E+000, 9.32E+000, 9.32E+000, 9.32E+000, 3.31E+001, 5.79E-001, 3.37E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.09E-003, 2.40E+001, 4.90E-002, 4.90E-002, 4.90E-002, 4.90E-002, 4.90E-002, 4.90E-002, 4.90E-002, 2.40E+001, 1.39E-001, 2.41E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.19E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.17E+001, 2.98E+001, 2.70E+001, 2.61E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.37E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.69E+001, 2.61E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.16E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 4.21E-110, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.26E-098
 5.20E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.30E-003, 2.40E+001, 9.35E+000, 9.35E+000, 9.35E+000, 9.35E+000, 9.35E+000, 9.35E+000, 9.35E+000, 3.32E+001, 5.69E-001, 3.36E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.03E-003, 2.40E+001, 8.69E-001, 8.69E-001, 8.69E-001, 8.69E-001, 8.69E-001, 8.69E-001, 8.69E-001, 2.42E+001, 2.25E-001, 2.43E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.70E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.17E+001, 3.04E+001, 2.75E+001, 2.63E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.30E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.73E+001, 2.63E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.27E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.92E-109, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.17E-095
 5.30E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.32E-003, 2.40E+001, 9.99E+000, 9.99E+000, 9.99E+000, 9.99E+000, 9.99E+000, 9.99E+000, 9.99E+000, 3.34E+001, 5.07E-001, 3.37E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.97E-003, 2.40E+001, 2.43E+000, 2.43E+000, 2.43E+000, 2.43E+000, 2.43E+000, 2.43E+000, 2.43E+000, 2.45E+001, 2.60E-001, 2.48E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.45E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.18E+001, 3.08E+001, 2.79E+001, 2.66E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.33E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.77E+001, 2.65E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.52E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.16E-105, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.43E-088
 5.40E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.36E-003, 2.40E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 1.01E+001, 3.35E+001, 5.10E-001, 3.39E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.91E-003, 2.40E+001, 3.07E+000, 3.07E+000, 3.07E+000, 3.07E+000, 3.07E+000, 3.07E+000, 3.07E+000, 2.48E+001, 2.27E-001, 2.51E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.36E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.19E+001, 3.14E+001, 2.83E+001, 2.69E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.31E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.80E+001, 2.68E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.58E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 6.78E-099, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.24E-082
 5.50E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.36E-003, 2.40E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 1.08E+001, 3.38E+001, 5.26E-001, 3.42E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.87E-003, 2.40E+001, 3.37E+000, 3.37E+000, 3.37E+000, 3.37E+000, 3.37E+000, 3.37E+000, 3.37E+000, 2.50E+001, 2.25E-001, 2.55E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.02E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.19E+001, 3.19E+001, 2.88E+001, 2.73E+001, 2.42E+001, 2.42E+001, 2.43E+001, 4.31E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.84E+001, 2.72E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.68E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.62E-093, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.89E-078
 5.60E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.23E-003, 2.40E+001, 1.10E+001, 1.10E+001, 1.10E+001, 1.10E+001, 1.10E+001, 1.10E+001, 1.10E+001, 3.41E+001, 5.10E-001, 3.44E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.89E-003, 2.40E+001, 4.37E+000, 4.37E+000, 4.37E+000, 4.37E+000, 4.37E+000, 4.37E+000, 4.37E+000, 2.54E+001, 2.06E-001, 2.60E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.96E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.20E+001, 3.22E+001, 2.94E+001, 2.76E+001, 2.42E+001, 2.43E+001, 2.43E+001, 4.42E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.87E+001, 2.73E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.82E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 7.45E-086, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.06E-071
 5.70E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.08E-003, 2.40E+001, 1.13E+001, 1.13E+001, 1.13E+001, 1.13E+001, 1.13E+001, 1.13E+001, 1.13E+001, 3.44E+001, 5.35E-001, 3.47E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.16E-003, 2.40E+001, 5.08E+000, 5.08E+000, 5.08E+000, 5.08E+000, 5.08E+000, 5.08E+000, 5.08E+000, 2.57E+001, 1.50E-001, 2.65E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.49E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.22E+001, 3.25E+001, 2.99E+001, 2.79E+001, 2.42E+001, 2.43E+001, 2.43E+001, 4.62E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.90E+001, 2.73E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.62E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.39E-077, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.60E-064
 5.80E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.10E-003, 2.40E+001, 1.18E+001, 1.18E+001, 1.18E+001, 1.18E+001, 1.18E+001, 1.18E+001, 1.18E+001, 3.47E+001, 5.69E-001, 3.49E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.07E-003, 2.40E+001, 5.38E+000, 5.38E+000, 5.38E+000, 5.38E+000, 5.38E+000, 5.38E+000, 5.38E+000, 2.60E+001, 1.78E-001, 2.69E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.73E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.24E+001, 3.26E+001, 3.03E+001, 2.83E+001, 2.42E+001, 2.43E+001, 2.44E+001, 4.51E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 2.92E+001, 2.73E+001, 2.41E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.38E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.64E-070, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.06E-058
 5.90E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.25E-003, 2.40E+001, 1.27E+001, 1.27E+001, 1.27E+001, 1.27E+001, 1.27E+001, 1.27E+001, 1.27E+001, 3.51E+001, 4.96E-001, 3.54E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.73E-003, 2.40E+001, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 2.63E+001, 2.10E-001, 2.72E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 4.84E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.25E+001, 3.31E+001, 3.07E+001, 2.87E+001, 2.42E+001, 2.43E+001, 2.44E+001, 4.46E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.96E-302, 2.92E+001, 2.74E+001, 2.43E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.27E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.43E-065, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.13E-055
 6.00E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.27E-003, 2.40E+001, 1.19E+001, 1.19E+001, 1.19E+001, 1.19E+001, 1.19E+001, 1.19E+001, 1.19E+001, 3.53E+001, 4.72E-001, 3.56E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.63E-003, 2.40E+001, 5.47E+000, 5.47E+000, 5.47E+000, 5.47E+000, 5.47E+000, 5.47E+000, 5.47E+000, 2.65E+001, 1.89E-001, 2.75E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 5.47E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.26E+001, 3.35E+001, 3.10E+001, 2.91E+001, 2.42E+001, 2.43E+001, 2.44E+001, 4.53E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.19E-299, 2.92E+001, 2.76E+001, 2.47E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.26E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 8.62E-061, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.37E-051
 6.10E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 3.21E-003, 2.40E+001, 1.17E+001, 1.17E+001, 1.17E+001, 1.17E+001, 1.17E+001, 1.17E+001, 1.17E+001, 3.54E+001, 3.81E-001, 3.56E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 2.66E-003, 2.40E+001, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 5.50E+000, 2.68E+001, 1.26E-001, 2.78E+001, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 0.00E+000, 2.40E+001, 7.26E-003, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 0.00E+000, 3.27E+001, 3.36E+001, 3.13E+001, 2.94E+001, 2.43E+001, 2.43E+001, 2.44E+001, 4.85E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.57E-297, 2.92E+001, 2.77E+001, 2.51E+001, 2.41E+001, 2.40E+001, 2.40E+001, 2.40E+001, 3.35E-002, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 5.71E-056, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 2.40E+001, 1.77E-047
