s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m
-1.4961461E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.9655740E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-4.9849329E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.8155448E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0000207E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000187E+001, 2.0655199E+001, 3.0609173E+001, 7.9395799E+001, 2.8682010E+002, 3.1714368E+002, 3.1648178E+002, 2.2000454E+002, 4.6670912E+001, 2.8328040E+002, 3.3644552E+002, 2.3660833E+002, 2.9451913E+001, 5.7701973E+001, 1.0756157E+002, 2.8432197E+002, 4.1418513E+002, 4.2032480E+002, 3.6789924E+002, 2.5720840E+002, 9.5478390E+001, 5.0949046E+001, 2.5293426E+002, 3.2726259E+002, 2.5180064E+002, 3.5259605E+001, 2.5196795E+002, 3.0212211E+002, 2.2258747E+002, 2.1162944E+002, 3.5259605E+001, 4.2723363E+002, 1.0608247E+002, 3.5981527E+002, 5.7437027E+002, 5.4670797E+002, 5.1372122E+002, 3.0909112E+002, 3.5784677E+002, 4.9003669E+002, 4.6538421E+002, 2.9636774E+002, 1.7197423E+002, 4.8542497E+002, 1.3542195E+002, 1.5693185E+001, 2.1164559E+001, 2.2000922E+001, 2.2010325E+001, 2.4027309E+001, 1.5600360E+001, 1.6241192E+001, 1.2254338E+001, 9.1982897E+000, 0.0000000E+000
 1.5000184E+001, 2.6666620E+001, 4.7546010E+001, 9.3108275E+001, 1.8443789E+002, 3.4144647E+002, 3.4559565E+002, 2.8262314E+002, 8.9461537E+001, 1.8925552E+002, 2.7571411E+002, 2.9639562E+002, 3.1431776E+001, 7.1055221E+001, 1.1695835E+002, 2.0911269E+002, 3.3981226E+002, 3.0717366E+002, 3.7581882E+002, 3.2862962E+002, 1.2062105E+002, 4.6838798E+001, 2.0010488E+002, 2.8669918E+002, 3.0322522E+002, 5.4309911E+001, 1.9937949E+002, 3.4059503E+002, 3.4528352E+002, 2.7843731E+002, 5.4309911E+001, 4.1511901E+002, 9.4888020E+001, 2.2446580E+002, 4.3867783E+002, 5.1128057E+002, 5.0000363E+002, 3.0488236E+002, 2.6865301E+002, 3.6475525E+002, 4.2640538E+002, 2.4387050E+002, 1.8952964E+002, 4.3794753E+002, 1.8457505E+002, 1.5133216E+001, 2.0835947E+001, 2.2523840E+001, 2.2722506E+001, 2.5160383E+001, 1.5517663E+001, 1.5928985E+001, 1.2137844E+001, 9.4866230E+000, 2.4150339E+001
 2.0000326E+001, 2.4497038E+001, 4.7313942E+001, 9.8091649E+001, 1.8726277E+002, 3.4647603E+002, 3.4923111E+002, 2.8025371E+002, 7.8124345E+001, 2.0354243E+002, 2.7293593E+002, 2.9244920E+002, 3.3075802E+001, 7.6010144E+001, 1.2554815E+002, 2.1879236E+002, 3.4068778E+002, 2.9585043E+002, 3.6646816E+002, 3.1495255E+002, 1.1224855E+002, 4.3548944E+001, 1.9652172E+002, 2.7846121E+002, 2.7911895E+002, 5.7811183E+001, 2.0319554E+002, 3.3301617E+002, 3.3329091E+002, 2.7247933E+002, 5.7811183E+001, 4.2095788E+002, 9.0877322E+001, 2.1428560E+002, 4.2320931E+002, 5.1853561E+002, 4.9558826E+002, 2.8033985E+002, 2.5095739E+002, 3.4183121E+002, 4.1201175E+002, 2.3866949E+002, 1.8774203E+002, 4.3250047E+002, 1.8675068E+002, 1.4861399E+001, 2.0948021E+001, 2.2929423E+001, 2.3208829E+001, 2.6143547E+001, 1.5325935E+001, 1.5871031E+001, 1.1585553E+001, 8.6900185E+000, 2.4192828E+001
 2.5000167E+001, 2.4023589E+001, 4.7426760E+001, 1.0172211E+002, 1.9343240E+002, 3.5585080E+002, 3.4988091E+002, 2.7381695E+002, 7.2320801E+001, 2.1072465E+002, 2.7151192E+002, 2.8427416E+002, 3.3565826E+001, 7.8330427E+001, 1.2891120E+002, 2.2317536E+002, 3.4073286E+002, 2.9044075E+002, 3.5936770E+002, 3.0167871E+002, 1.0694739E+002, 4.1650227E+001, 1.9500581E+002, 2.7183761E+002, 2.6154462E+002, 5.9645414E+001, 2.0561043E+002, 3.2507613E+002, 3.2432196E+002, 2.6292275E+002, 5.9645414E+001, 4.2087856E+002, 8.9233791E+001, 2.0851717E+002, 4.1648624E+002, 5.2587209E+002, 4.8168078E+002, 2.6441616E+002, 2.4287986E+002, 3.3282524E+002, 4.0789580E+002, 2.3468960E+002, 1.9122482E+002, 4.3010661E+002, 1.8613860E+002, 1.4664566E+001, 2.1103699E+001, 2.3286216E+001, 2.3141048E+001, 2.6226396E+001, 1.4917664E+001, 1.5513712E+001, 1.1091229E+001, 8.2173976E+000, 2.4246983E+001
 3.0000000E+001, 2.4402890E+001, 4.7906826E+001, 1.0252523E+002, 1.9634066E+002, 3.6514379E+002, 3.5736562E+002, 2.7425472E+002, 7.1257639E+001, 2.1381037E+002, 2.7709643E+002, 2.8511935E+002, 3.4602275E+001, 8.1045889E+001, 1.3213456E+002, 2.2653523E+002, 3.4641864E+002, 2.9494984E+002, 3.6330688E+002, 3.0102491E+002, 1.0634358E+002, 4.1889215E+001, 1.9691176E+002, 2.7456416E+002, 2.5800622E+002, 5.9115830E+001, 2.0622353E+002, 3.2590383E+002, 3.2285835E+002, 2.5964124E+002, 5.9115830E+001, 4.2649280E+002, 8.9174128E+001, 2.0749636E+002, 4.1835253E+002, 5.3489191E+002, 4.7979416E+002, 2.5745084E+002, 2.4189254E+002, 3.3274605E+002, 4.1230877E+002, 2.4120502E+002, 1.9969834E+002, 4.3641550E+002, 1.8971036E+002, 1.4688511E+001, 2.1311677E+001, 2.3492260E+001, 2.3121258E+001, 2.6089941E+001, 1.4834462E+001, 1.5378493E+001, 1.1004270E+001, 8.1347499E+000, 2.4212466E+001
