s,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,kg/kg,kg/kg,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"O2Rear","CO2Rear","CORear","UHRear","TRSampPtRh","O2Front","CO2Front","COFront","UHFront","TFSampPtRh","TRSampA","TFSampA","YsootR","YsootF","HFRFL","HFFFL","HFOFL","HFRCE","HFCCE","HFFCE","TSHFRFL","TSHFFFL","TSHFOFL","TSHFRCE","TSHFCCE","TSHFFCE","TSXHFRFL","TSXHFFFL","TSXHFRCE","TSXHFCCE","TSXHFFCE","TR3","TR30","TR60","TR90","TR105","TR120","TR135","TR150","TR180","TR210","TR237","TF3","TF30","TF60","TF90","TF105","TF120","TF135","TF150","TF180","TF210","TF237"
 0.000E+00, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.095E-01, 3.901E-04, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00,-2.530E-06,-3.166E-06,-6.130E-06,-1.662E-06,-2.547E-06,-2.603E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01
 2.001E+01, 2.040E-01, 4.171E-03, 6.070E-05, 9.674E-06, 6.008E+01, 1.996E-01, 7.152E-03, 9.659E-05, 1.475E-05, 9.968E+01, 8.728E+01, 1.340E+02, 1.272E-05, 2.022E-05, 1.838E+00, 2.308E+00, 3.403E-02, 2.499E+00, 5.762E+00, 3.169E+00, 6.998E+01, 8.142E+01, 2.099E+01, 8.037E+01, 1.482E+02, 9.519E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.606E+01, 2.653E+01, 2.780E+01, 3.081E+01, 3.648E+01, 4.559E+01, 5.099E+01, 5.390E+01, 5.570E+01, 6.467E+01, 1.188E+02, 2.929E+01, 2.791E+01, 2.968E+01, 3.273E+01, 3.575E+01, 4.363E+01, 4.617E+01, 5.198E+01, 6.533E+01, 7.901E+01, 1.489E+02
 4.000E+01, 1.879E-01, 1.513E-02, 2.022E-04, 3.254E-05, 2.212E+02, 1.841E-01, 1.771E-02, 2.234E-04, 3.705E-05, 2.583E+02, 2.519E+02, 2.854E+02, 4.224E-05, 4.664E-05, 3.712E+00, 4.101E+00, 9.759E-02, 6.194E+00, 1.233E+01, 6.793E+00, 1.339E+02, 1.473E+02, 2.388E+01, 1.862E+02, 2.991E+02, 2.015E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 4.082E+01, 4.855E+01, 8.407E+01, 1.401E+02, 1.584E+02, 1.892E+02, 1.974E+02, 2.061E+02, 2.130E+02, 2.204E+02, 2.959E+02, 4.670E+01, 4.888E+01, 8.428E+01, 1.374E+02, 1.484E+02, 1.698E+02, 1.794E+02, 1.997E+02, 2.147E+02, 2.370E+02, 3.116E+02
 6.001E+01, 1.746E-01, 2.416E-02, 2.981E-04, 4.765E-05, 3.226E+02, 1.678E-01, 2.881E-02, 3.205E-04, 4.910E-05, 3.513E+02, 3.398E+02, 3.773E+02, 6.208E-05, 6.663E-05, 6.903E+00, 6.664E+00, 2.023E-01, 1.172E+01, 2.358E+01, 1.177E+01, 2.140E+02, 2.117E+02, 2.860E+01, 3.009E+02, 4.368E+02, 3.037E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 8.028E+01, 1.026E+02, 2.019E+02, 2.654E+02, 2.818E+02, 3.010E+02, 3.047E+02, 3.133E+02, 3.180E+02, 3.302E+02, 4.153E+02, 6.646E+01, 1.045E+02, 2.011E+02, 2.578E+02, 2.680E+02, 2.840E+02, 2.928E+02, 3.058E+02, 3.102E+02, 3.241E+02, 4.205E+02
 8.002E+01, 1.623E-01, 3.260E-02, 3.369E-04, 5.127E-05, 3.819E+02, 1.518E-01, 3.983E-02, 3.523E-04, 4.959E-05, 4.171E+02, 3.907E+02, 4.381E+02, 6.996E-05, 7.297E-05, 1.085E+01, 9.650E+00, 3.099E-01, 1.695E+01, 3.120E+01, 1.685E+01, 2.939E+02, 2.745E+02, 3.425E+01, 3.831E+02, 5.144E+02, 3.822E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 1.439E+02, 1.666E+02, 2.849E+02, 3.502E+02, 3.593E+02, 3.714E+02, 3.745E+02, 3.820E+02, 3.885E+02, 3.939E+02, 4.857E+02, 8.923E+01, 1.699E+02, 2.896E+02, 3.338E+02, 3.411E+02, 3.567E+02, 3.630E+02, 3.721E+02, 3.776E+02, 3.993E+02, 4.901E+02
 1.000E+02, 1.458E-01, 4.399E-02, 3.473E-04, 4.787E-05, 4.325E+02, 1.399E-01, 4.805E-02, 3.434E-04, 4.621E-05, 4.570E+02, 4.403E+02, 4.721E+02, 7.185E-05, 7.093E-05, 1.455E+01, 1.255E+01, 4.148E-01, 2.144E+01, 3.563E+01, 2.038E+01, 3.584E+02, 3.266E+02, 4.005E+01, 4.413E+02, 5.567E+02, 4.326E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.344E+02, 2.316E+02, 3.333E+02, 4.079E+02, 4.159E+02, 4.252E+02, 4.291E+02, 4.358E+02, 4.393E+02, 4.514E+02, 5.330E+02, 1.149E+02, 2.385E+02, 3.429E+02, 3.857E+02, 3.945E+02, 4.089E+02, 4.120E+02, 4.186E+02, 4.308E+02, 4.513E+02, 5.260E+02
 1.200E+02, 1.313E-01, 5.400E-02, 3.293E-04, 4.146E-05, 4.643E+02, 1.282E-01, 5.615E-02, 3.125E-04, 3.926E-05, 4.898E+02, 4.694E+02, 5.046E+02, 6.788E-05, 6.438E-05, 1.760E+01, 1.541E+01, 5.283E-01, 2.375E+01, 3.721E+01, 2.458E+01, 4.043E+02, 3.688E+02, 4.598E+01, 4.717E+02, 5.747E+02, 4.758E+02, 2.000E+01, 2.000E+01, 2.001E+01, 2.001E+01, 2.001E+01, 3.015E+02, 2.950E+02, 3.757E+02, 4.432E+02, 4.500E+02, 4.558E+02, 4.592E+02, 4.644E+02, 4.690E+02, 4.765E+02, 5.460E+02, 1.440E+02, 3.091E+02, 3.860E+02, 4.260E+02, 4.362E+02, 4.489E+02, 4.521E+02, 4.588E+02, 4.672E+02, 4.878E+02, 5.658E+02
 1.400E+02, 1.224E-01, 6.013E-02, 2.946E-04, 3.574E-05, 4.853E+02, 1.234E-01, 5.943E-02, 3.162E-04, 3.835E-05, 5.060E+02, 4.890E+02, 5.176E+02, 6.059E-05, 6.507E-05, 2.046E+01, 1.797E+01, 6.304E-01, 2.590E+01, 3.571E+01, 2.677E+01, 4.401E+02, 4.030E+02, 5.178E+01, 4.946E+02, 5.703E+02, 5.007E+02, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 2.002E+01, 3.619E+02, 3.551E+02, 4.181E+02, 4.815E+02, 4.866E+02, 4.944E+02, 4.984E+02, 5.021E+02, 4.977E+02, 5.018E+02, 5.602E+02, 1.743E+02, 3.744E+02, 4.333E+02, 4.578E+02, 4.661E+02, 4.772E+02, 4.816E+02, 4.879E+02, 4.954E+02, 5.199E+02, 5.714E+02
 1.600E+02, 1.152E-01, 6.511E-02, 2.729E-04, 3.101E-05, 5.139E+02, 1.126E-01, 6.693E-02, 2.763E-04, 3.062E-05, 5.313E+02, 5.186E+02, 5.423E+02, 5.604E-05, 5.671E-05, 2.350E+01, 2.043E+01, 7.163E-01, 2.981E+01, 4.046E+01, 3.068E+01, 4.731E+02, 4.320E+02, 5.709E+01, 5.257E+02, 5.968E+02, 5.318E+02, 2.002E+01, 2.002E+01, 2.003E+01, 2.005E+01, 2.003E+01, 4.073E+02, 4.070E+02, 4.544E+02, 5.037E+02, 5.108E+02, 5.208E+02, 5.220E+02, 5.235E+02, 5.235E+02, 5.306E+02, 5.862E+02, 1.968E+02, 4.340E+02, 4.708E+02, 4.850E+02, 4.895E+02, 4.987E+02, 5.043E+02, 5.137E+02, 5.236E+02, 5.506E+02, 6.013E+02
