s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,"PT-RW-Ba-U","PT-RW-Ba-L","PT-RW-Fr-U","PT-RW-Fr-L","PT-RW-Ce","TC-RW-Ba-U","TC-RW-Ba-L","TC-RW-Fr-U","TC-RW-Fr-L","TC-RW-Ce","PT-LW-Ba-U","PT-LW-Fr-U","PT-C-Ba-L","PT-C-Ba-R","PT-C-Fr-L","PT-C-Fr-R","PT-C-Ce","PT-F-Ba-R","PT-F-Fr-R","PT-BW-U","PT-BW-M","PT-BW-L","PT-FW-Le-U","PT-FW-Le-L","TC-Door-1490","TC-Door-1350","TC-Door-1200","TC-Door-1050","TC-Door-0900","TC-Door-0600","TC-Door-0300","TC-Door-0010","TC-Front-0010","TC-Front-0300","TC-Front-0600","TC-Front-0900","TC-Front-1200","TC-Front-1500","TC-Front-1790","TC-Back-0010","TC-Back-0300","TC-Back-0600","TC-Back-0900","TC-Back-1200","TC-Back-1500","TC-Back-1790","O2-Door-100","O2-Door-200","O2-Door-800","CO2-Door-100","CO2-Door-200","CO2-Door-800","CO-Door-100","CO-Door-200","CO-Door-800"
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.078E-01, 2.078E-01, 2.078E-01, 3.869E-04, 3.869E-04, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.503E+01, 2.049E+01, 2.042E+01, 2.052E+01, 2.040E+01, 2.118E+01, 3.445E+01, 3.196E+01, 3.197E+01, 2.894E+01, 4.935E+01, 2.042E+01, 2.042E+01, 2.043E+01, 2.071E+01, 2.044E+01, 2.043E+01, 2.205E+01, 2.034E+01, 2.033E+01, 2.035E+01, 2.045E+01, 2.030E+01, 3.036E+01, 2.833E+01, 2.027E+01, 2.031E+01, 2.033E+01, 2.035E+01, 2.037E+01, 2.035E+01, 2.028E+01, 2.018E+01, 2.066E+01, 2.115E+01, 2.179E+01, 2.188E+01, 2.167E+01, 2.122E+01, 2.089E+01, 2.071E+01, 2.127E+01, 2.217E+01, 2.221E+01, 2.170E+01, 2.120E+01, 2.087E+01, 2.078E-01, 2.078E-01, 2.078E-01, 3.869E-04, 3.869E-04, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.003E+01, 4.682E+01, 3.497E+01, 5.570E+01, 3.652E+01, 5.961E+01, 2.867E+02, 1.794E+02, 3.094E+02, 1.762E+02, 3.237E+02, 4.703E+01, 5.531E+01, 5.298E+01, 5.376E+01, 6.356E+01, 6.890E+01, 2.247E+02, 3.728E+01, 3.957E+01, 4.292E+01, 4.017E+01, 3.464E+01, 2.802E+02, 1.824E+02, 6.088E+01, 8.026E+01, 5.140E+01, 4.577E+01, 3.749E+01, 3.255E+01, 3.041E+01, 3.225E+01, 5.022E+01, 4.854E+01, 5.999E+01, 7.520E+01, 9.554E+01, 1.298E+02, 6.126E+02, 4.769E+01, 4.919E+01, 5.779E+01, 6.645E+01, 7.448E+01, 8.912E+01, 4.765E+02, 1.906E-01, 1.875E-01, 2.042E-01, 9.797E-03, 1.152E-02, 2.390E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.502E+01, 1.593E+02, 8.660E+01, 2.433E+02, 1.041E+02, 1.588E+02, 5.645E+02, 3.714E+02, 7.309E+02, 4.299E+02, 5.293E+02, 1.711E+02, 2.301E+02, 1.811E+02, 1.880E+02, 2.866E+02, 3.269E+02, 4.841E+02, 1.030E+02, 1.269E+02, 1.533E+02, 1.093E+02, 8.773E+01, 6.950E+02, 4.238E+02, 7.404E+02, 6.850E+02, 4.420E+02, 3.387E+02, 2.438E+02, 8.530E+01, 6.881E+01, 1.100E+02, 1.805E+02, 1.336E+02, 1.697E+02, 2.581E+02, 5.095E+02, 8.002E+02, 1.030E+03, 1.464E+02, 1.278E+02, 1.447E+02, 2.487E+02, 3.405E+02, 4.607E+02, 7.917E+02, 7.056E-02, 8.955E-02, 2.047E-01, 7.554E-02, 6.520E-02, 2.092E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.002E+01, 3.186E+02, 1.649E+02, 4.859E+02, 2.129E+02, 2.965E+02, 6.826E+02, 4.807E+02, 7.860E+02, 5.378E+02, 6.574E+02, 3.338E+02, 4.735E+02, 3.493E+02, 3.503E+02, 5.561E+02, 5.889E+02, 6.610E+02, 1.969E+02, 2.564E+02, 3.020E+02, 2.184E+02, 1.657E+02, 8.290E+02, 5.422E+02, 7.890E+02, 7.407E+02, 6.603E+02, 5.804E+02, 4.468E+02, 1.437E+02, 1.272E+02, 1.738E+02, 2.858E+02, 2.352E+02, 2.888E+02, 5.125E+02, 6.694E+02, 9.338E+02, 9.798E+02, 2.219E+02, 2.034E+02, 2.776E+02, 5.052E+02, 6.222E+02, 6.782E+02, 8.323E+02, 7.947E-02, 1.148E-01, 2.060E-01, 7.068E-02, 5.140E-02, 1.365E-03, 0.000E+00, 0.000E+00, 0.000E+00
 7.502E+01, 4.800E+02, 2.621E+02, 6.452E+02, 3.224E+02, 4.479E+02, 7.525E+02, 5.696E+02, 8.209E+02, 5.960E+02, 7.041E+02, 5.041E+02, 6.738E+02, 5.205E+02, 5.163E+02, 7.414E+02, 7.245E+02, 7.965E+02, 3.077E+02, 3.786E+02, 4.617E+02, 3.617E+02, 2.570E+02, 8.756E+02, 6.107E+02, 8.816E+02, 8.234E+02, 7.284E+02, 6.605E+02, 5.445E+02, 1.725E+02, 1.369E+02, 1.651E+02, 3.016E+02, 2.709E+02, 3.740E+02, 5.856E+02, 7.261E+02, 9.496E+02, 9.748E+02, 2.848E+02, 3.025E+02, 4.175E+02, 6.349E+02, 7.383E+02, 8.143E+02, 8.676E+02, 4.035E-02, 5.564E-02, 2.058E-01, 9.152E-02, 8.356E-02, 1.475E-03, 0.000E+00, 0.000E+00, 0.000E+00
 9.002E+01, 6.253E+02, 3.698E+02, 7.520E+02, 4.220E+02, 5.642E+02, 8.211E+02, 6.205E+02, 8.715E+02, 6.292E+02, 7.495E+02, 6.511E+02, 7.707E+02, 6.685E+02, 6.517E+02, 8.059E+02, 7.989E+02, 8.719E+02, 4.255E+02, 4.814E+02, 6.012E+02, 4.825E+02, 3.623E+02, 8.445E+02, 6.398E+02, 8.492E+02, 8.627E+02, 7.533E+02, 7.401E+02, 6.767E+02, 1.957E+02, 1.452E+02, 1.624E+02, 2.726E+02, 3.552E+02, 4.518E+02, 6.712E+02, 8.587E+02, 9.473E+02, 9.820E+02, 3.910E+02, 3.799E+02, 4.135E+02, 5.714E+02, 7.757E+02, 8.189E+02, 9.255E+02, 3.455E-02, 8.670E-02, 2.014E-01, 9.410E-02, 6.673E-02, 3.896E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 7.165E+02, 4.627E+02, 8.451E+02, 5.138E+02, 6.549E+02, 8.217E+02, 6.534E+02, 9.320E+02, 6.910E+02, 7.911E+02, 7.100E+02, 8.263E+02, 7.185E+02, 7.277E+02, 8.667E+02, 8.839E+02, 8.862E+02, 5.235E+02, 5.717E+02, 6.747E+02, 5.639E+02, 4.598E+02, 9.277E+02, 6.938E+02, 9.776E+02, 1.010E+03, 7.844E+02, 7.790E+02, 6.079E+02, 2.770E+02, 1.712E+02, 1.798E+02, 3.010E+02, 4.322E+02, 5.256E+02, 6.779E+02, 9.712E+02, 1.093E+03, 1.025E+03, 4.139E+02, 3.996E+02, 4.397E+02, 6.193E+02, 8.231E+02, 8.272E+02, 8.471E+02, 2.850E-02, 7.413E-02, 2.056E-01, 9.645E-02, 7.344E-02, 1.602E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 7.527E+02, 5.393E+02, 9.201E+02, 6.076E+02, 7.140E+02, 8.186E+02, 6.894E+02, 1.004E+03, 7.605E+02, 8.208E+02, 7.390E+02, 9.050E+02, 7.397E+02, 7.530E+02, 9.484E+02, 9.480E+02, 8.781E+02, 5.907E+02, 6.593E+02, 7.091E+02, 6.236E+02, 5.410E+02, 1.026E+03, 7.636E+02, 1.015E+03, 1.035E+03, 9.547E+02, 9.080E+02, 6.218E+02, 3.350E+02, 2.119E+02, 2.032E+02, 3.565E+02, 5.090E+02, 5.707E+02, 8.042E+02, 1.079E+03, 1.102E+03, 1.071E+03, 4.430E+02, 4.361E+02, 4.676E+02, 6.896E+02, 8.135E+02, 8.161E+02, 8.239E+02, 2.431E-02, 6.743E-02, 2.067E-01, 9.996E-02, 7.724E-02, 9.753E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 7.796E+02, 6.029E+02, 9.767E+02, 6.890E+02, 7.615E+02, 8.352E+02, 7.127E+02, 1.002E+03, 7.855E+02, 8.317E+02, 7.655E+02, 9.902E+02, 7.635E+02, 7.735E+02, 1.013E+03, 9.961E+02, 8.873E+02, 6.440E+02, 7.316E+02, 7.371E+02, 6.712E+02, 6.069E+02, 1.059E+03, 7.928E+02, 1.023E+03, 1.023E+03, 8.678E+02, 8.193E+02, 6.305E+02, 3.122E+02, 2.272E+02, 2.170E+02, 3.715E+02, 5.158E+02, 6.080E+02, 8.737E+02, 1.126E+03, 1.166E+03, 1.081E+03, 4.576E+02, 4.997E+02, 5.027E+02, 7.797E+02, 8.128E+02, 8.286E+02, 8.350E+02, 1.832E-02, 4.808E-02, 2.068E-01, 1.023E-01, 8.702E-02, 9.579E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 7.908E+02, 6.424E+02, 9.735E+02, 7.307E+02, 7.875E+02, 8.248E+02, 7.169E+02, 9.949E+02, 7.853E+02, 8.422E+02, 7.841E+02, 9.992E+02, 7.796E+02, 7.881E+02, 1.010E+03, 9.886E+02, 8.840E+02, 6.740E+02, 7.623E+02, 7.571E+02, 7.019E+02, 6.485E+02, 1.025E+03, 7.979E+02, 9.848E+02, 1.048E+03, 8.821E+02, 7.717E+02, 5.996E+02, 3.127E+02, 2.168E+02, 2.139E+02, 3.603E+02, 5.440E+02, 6.101E+02, 9.058E+02, 1.106E+03, 1.117E+03, 1.043E+03, 5.192E+02, 5.185E+02, 5.515E+02, 7.613E+02, 8.127E+02, 8.199E+02, 8.371E+02, 2.091E-02, 4.578E-02, 2.071E-01, 9.994E-02, 8.785E-02, 7.838E-04, 0.000E+00, 0.000E+00, 0.000E+00
