s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 1.077E+002, 9.363E+001, 5.259E+001, 3.149E+000, 3.743E+000, 7.653E+001, 1.003E+002, 1.198E+002, 1.100E+001
 1.300E+002, 9.989E+001, 8.452E+001, 4.161E+001, 3.210E+000, 3.308E+000, 7.798E+001, 1.003E+002, 1.115E+002, 1.300E+001
 1.400E+002, 1.136E+002, 8.831E+001, 3.443E+001, 4.597E+000, 4.492E+000, 7.986E+001, 1.012E+002, 1.107E+002, 1.400E+001
 1.500E+002, 1.461E+002, 1.131E+002, 5.544E+001, 5.411E+000, 5.019E+000, 8.535E+001, 1.078E+002, 1.328E+002, 1.700E+001
 1.600E+002, 1.455E+002, 1.165E+002, 6.433E+001, 5.615E+000, 4.471E+000, 9.126E+001, 1.150E+002, 1.479E+002, 1.700E+001
 1.700E+002, 1.434E+002, 1.093E+002, 7.551E+001, 4.775E+000, 4.953E+000, 9.728E+001, 1.221E+002, 1.587E+002, 1.900E+001
 1.800E+002, 1.564E+002, 1.151E+002, 6.550E+001, 4.965E+000, 6.011E+000, 1.011E+002, 1.256E+002, 1.553E+002, 1.900E+001
 1.900E+002, 1.419E+002, 1.081E+002, 7.348E+001, 5.462E+000, 5.236E+000, 1.059E+002, 1.305E+002, 1.592E+002, 2.000E+001
 2.000E+002, 1.289E+002, 9.401E+001, 7.725E+001, 5.974E+000, 4.962E+000, 1.112E+002, 1.363E+002, 1.674E+002, 2.000E+001
 2.100E+002, 1.377E+002, 9.966E+001, 7.350E+001, 6.211E+000, 5.190E+000, 1.173E+002, 1.430E+002, 1.771E+002, 2.000E+001
 2.200E+002, 1.488E+002, 1.113E+002, 8.584E+001, 5.175E+000, 5.880E+000, 1.207E+002, 1.455E+002, 1.681E+002, 2.000E+001
 2.300E+002, 1.491E+002, 1.064E+002, 8.307E+001, 5.053E+000, 5.358E+000, 1.226E+002, 1.457E+002, 1.576E+002, 2.000E+001
 2.400E+002, 1.510E+002, 1.120E+002, 7.825E+001, 4.734E+000, 5.012E+000, 1.239E+002, 1.450E+002, 1.489E+002, 2.000E+001
 2.500E+002, 1.533E+002, 1.120E+002, 8.923E+001, 5.590E+000, 4.794E+000, 1.261E+002, 1.460E+002, 1.512E+002, 2.000E+001
 2.600E+002, 1.407E+002, 1.019E+002, 8.234E+001, 5.324E+000, 5.110E+000, 1.289E+002, 1.481E+002, 1.569E+002, 2.000E+001
 2.700E+002, 1.445E+002, 1.016E+002, 7.600E+001, 5.519E+000, 5.210E+000, 1.312E+002, 1.496E+002, 1.583E+002, 2.000E+001
 2.800E+002, 1.227E+002, 9.233E+001, 8.085E+001, 4.638E+000, 4.216E+000, 1.329E+002, 1.501E+002, 1.550E+002, 2.000E+001
 2.900E+002, 1.190E+002, 9.585E+001, 7.409E+001, 5.314E+000, 4.158E+000, 1.326E+002, 1.475E+002, 1.428E+002, 2.100E+001
 3.000E+002, 1.458E+002, 1.028E+002, 7.527E+001, 5.444E+000, 5.049E+000, 1.351E+002, 1.498E+002, 1.544E+002, 2.100E+001
 3.100E+002, 1.517E+002, 1.101E+002, 6.783E+001, 5.036E+000, 5.301E+000, 1.364E+002, 1.501E+002, 1.528E+002, 2.100E+001
 3.200E+002, 1.164E+002, 9.259E+001, 7.965E+001, 5.452E+000, 4.210E+000, 1.376E+002, 1.505E+002, 1.530E+002, 2.100E+001
 3.300E+002, 1.076E+002, 8.441E+001, 7.743E+001, 4.324E+000, 3.919E+000, 1.383E+002, 1.500E+002, 1.497E+002, 2.100E+001
 3.400E+002, 1.038E+002, 8.242E+001, 7.607E+001, 3.965E+000, 3.937E+000, 1.382E+002, 1.484E+002, 1.430E+002, 2.100E+001
 3.500E+002, 1.092E+002, 8.327E+001, 7.529E+001, 4.091E+000, 3.331E+000, 1.376E+002, 1.462E+002, 1.364E+002, 2.100E+001
 3.600E+002, 9.770E+001, 7.721E+001, 7.557E+001, 5.117E+000, 3.949E+000, 1.372E+002, 1.446E+002, 1.354E+002, 2.100E+001
 3.700E+002, 1.492E+002, 1.010E+002, 7.137E+001, 5.518E+000, 5.195E+000, 1.390E+002, 1.467E+002, 1.487E+002, 2.100E+001
 3.800E+002, 1.341E+002, 9.757E+001, 7.372E+001, 5.745E+000, 4.888E+000, 1.429E+002, 1.522E+002, 1.696E+002, 2.100E+001
 3.900E+002, 1.283E+002, 9.107E+001, 7.508E+001, 5.336E+000, 4.196E+000, 1.448E+002, 1.543E+002, 1.681E+002, 2.100E+001
 4.000E+002, 1.132E+002, 8.715E+001, 7.579E+001, 4.870E+000, 4.396E+000, 1.454E+002, 1.540E+002, 1.597E+002, 2.100E+001
 4.100E+002, 1.198E+002, 8.565E+001, 7.453E+001, 6.006E+000, 4.543E+000, 1.469E+002, 1.555E+002, 1.635E+002, 2.100E+001
 4.200E+002, 1.258E+002, 8.568E+001, 5.989E+001, 5.281E+000, 5.002E+000, 1.493E+002, 1.583E+002, 1.698E+002, 2.100E+001
 4.300E+002, 1.391E+002, 9.756E+001, 6.057E+001, 6.057E+000, 4.807E+000, 1.506E+002, 1.595E+002, 1.687E+002, 2.100E+001
 4.400E+002, 1.261E+002, 9.204E+001, 7.134E+001, 5.452E+000, 4.526E+000, 1.526E+002, 1.616E+002, 1.718E+002, 2.100E+001
 4.500E+002, 1.163E+002, 8.743E+001, 7.864E+001, 4.817E+000, 3.889E+000, 1.518E+002, 1.591E+002, 1.563E+002, 2.100E+001
 4.600E+002, 1.025E+002, 8.072E+001, 7.285E+001, 5.077E+000, 3.708E+000, 1.508E+002, 1.564E+002, 1.467E+002, 2.100E+001
 4.700E+002, 1.155E+002, 8.548E+001, 7.020E+001, 5.807E+000, 4.491E+000, 1.519E+002, 1.576E+002, 1.574E+002, 2.100E+001
 4.800E+002, 1.260E+002, 9.317E+001, 7.213E+001, 6.087E+000, 4.807E+000, 1.547E+002, 1.615E+002, 1.728E+002, 2.100E+001
 4.900E+002, 1.108E+002, 8.360E+001, 7.182E+001, 5.360E+000, 4.096E+000, 1.552E+002, 1.616E+002, 1.665E+002, 2.100E+001
 5.000E+002, 1.073E+002, 8.019E+001, 6.365E+001, 5.573E+000, 4.213E+000, 1.558E+002, 1.617E+002, 1.645E+002, 2.100E+001
 5.100E+002, 1.122E+002, 8.148E+001, 6.834E+001, 5.077E+000, 4.212E+000, 1.554E+002, 1.603E+002, 1.572E+002, 2.100E+001
 5.200E+002, 1.011E+002, 7.767E+001, 6.208E+001, 5.947E+000, 3.746E+000, 1.576E+002, 1.634E+002, 1.714E+002, 2.100E+001
 5.300E+002, 1.380E+002, 8.990E+001, 6.206E+001, 5.075E+000, 4.605E+000, 1.584E+002, 1.639E+002, 1.690E+002, 2.100E+001
 5.400E+002, 1.028E+002, 8.297E+001, 7.621E+001, 4.816E+000, 3.590E+000, 1.576E+002, 1.619E+002, 1.581E+002, 2.100E+001
 5.500E+002, 1.065E+002, 8.231E+001, 7.607E+001, 5.377E+000, 4.383E+000, 1.564E+002, 1.594E+002, 1.502E+002, 2.100E+001
 5.600E+002, 1.290E+002, 9.191E+001, 6.798E+001, 5.370E+000, 5.152E+000, 1.564E+002, 1.590E+002, 1.538E+002, 2.100E+001
 5.700E+002, 1.422E+002, 1.034E+002, 7.709E+001, 6.016E+000, 4.893E+000, 1.581E+002, 1.614E+002, 1.662E+002, 2.100E+001
 5.800E+002, 1.184E+002, 9.139E+001, 7.779E+001, 4.753E+000, 3.998E+000, 1.591E+002, 1.627E+002, 1.675E+002, 2.100E+001
 5.900E+002, 1.032E+002, 8.168E+001, 7.218E+001, 4.236E+000, 3.711E+000, 1.571E+002, 1.590E+002, 1.504E+002, 2.100E+001
 6.000E+002, 1.230E+002, 8.861E+001, 7.398E+001, 4.423E+000, 4.446E+000, 1.553E+002, 1.556E+002, 1.411E+002, 2.100E+001
