s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 0.000E+000, 2.080E-001, 3.873E-004, 0.000E+000, 0.000E+000
 1.001E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.803E+001, 1.810E+001, 1.830E+001, 1.800E+001, 1.811E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.080E-001, 3.873E-004, 4.691E-048, 2.080E-001, 3.873E-004, 9.419E-040, 0.000E+000
 2.002E+001, 1.994E+001, 1.859E+001, 1.818E+001, 1.822E+001, 1.827E+001, 1.832E+001, 1.835E+001, 1.840E+001, 1.847E+001, 1.800E+001, 2.569E+001, 5.188E+001, 5.433E+001, 5.845E+001, 6.287E+001, 6.764E+001, 7.269E+001, 7.545E+001, 8.065E+001, 8.597E+001, 1.800E+001, 2.103E+001, 2.007E+001, 1.867E+001, 1.822E+001, 1.822E+001, 1.822E+001, 1.823E+001, 1.825E+001, 1.828E+001, 1.833E+001, 1.800E+001, 1.841E+001, 1.806E+001, 1.806E+001, 1.805E+001, 1.804E+001, 1.803E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.803E+001, 2.402E+001, 2.438E+001, 2.413E+001, 2.383E+001, 2.291E+001, 2.232E+001, 2.132E+001, 1.818E+001, 1.996E+001, 2.226E+001, 2.253E+001, 1.813E+001, 2.103E+001, 2.909E+001, 2.875E+001, 1.831E+001, 2.173E+001, 2.942E+001, 2.932E+001, 1.839E+001, 2.003E+001, 2.208E+001, 2.157E+001, 1.908E+001, 1.920E+001, 1.886E+001, 2.116E+001, 2.191E+001, 3.279E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.801E+001, 1.810E+001, 1.800E+001, 1.802E+001, 1.810E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.803E+001, 1.830E+001, 1.868E+001, 1.848E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.810E+001, 1.810E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 2.080E-001, 3.873E-004, 5.405E-038, 2.068E-001, 1.098E-003, 2.225E-006, 0.000E+000
 3.001E+001, 2.885E+001, 2.141E+001, 1.892E+001, 1.906E+001, 1.924E+001, 1.944E+001, 1.955E+001, 1.981E+001, 2.012E+001, 1.800E+001, 4.686E+001, 1.096E+002, 1.097E+002, 1.158E+002, 1.246E+002, 1.352E+002, 1.467E+002, 1.524E+002, 1.652E+002, 1.788E+002, 1.800E+001, 3.046E+001, 2.761E+001, 2.162E+001, 1.902E+001, 1.900E+001, 1.904E+001, 1.912E+001, 1.917E+001, 1.931E+001, 1.946E+001, 1.800E+001, 2.070E+001, 2.205E+001, 1.980E+001, 1.834E+001, 1.816E+001, 1.813E+001, 1.811E+001, 1.811E+001, 1.813E+001, 1.818E+001, 5.283E+001, 5.371E+001, 5.254E+001, 5.199E+001, 4.958E+001, 4.778E+001, 4.502E+001, 2.912E+001, 3.521E+001, 4.324E+001, 4.289E+001, 2.815E+001, 3.974E+001, 6.071E+001, 5.502E+001, 2.966E+001, 4.206E+001, 6.261E+001, 5.878E+001, 2.889E+001, 3.512E+001, 4.282E+001, 4.203E+001, 3.262E+001, 3.433E+001, 3.153E+001, 3.892E+001, 4.238E+001, 7.238E+001, 1.802E+001, 1.904E+001, 2.171E+001, 1.801E+001, 1.852E+001, 2.209E+001, 1.801E+001, 1.855E+001, 2.230E+001, 1.801E+001, 1.847E+001, 2.142E+001, 1.801E+001, 1.802E+001, 2.091E+001, 2.447E+001, 2.847E+001, 3.111E+001, 3.100E+001, 1.801E+001, 1.803E+001, 1.908E+001, 2.099E+001, 2.348E+001, 2.269E+001, 2.445E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.860E+001, 1.895E+001, 1.873E+001, 1.980E+001, 2.080E-001, 3.873E-004, 1.086E-032, 2.039E-001, 2.781E-003, 7.499E-006, 0.000E+000
 4.000E+001, 4.473E+001, 2.973E+001, 2.098E+001, 2.125E+001, 2.167E+001, 2.216E+001, 2.241E+001, 2.302E+001, 2.374E+001, 1.800E+001, 7.901E+001, 1.602E+002, 1.560E+002, 1.608E+002, 1.716E+002, 1.855E+002, 2.015E+002, 2.104E+002, 2.325E+002, 2.612E+002, 1.800E+001, 4.812E+001, 5.299E+001, 3.988E+001, 2.559E+001, 2.121E+001, 2.078E+001, 2.100E+001, 2.116E+001, 2.152E+001, 2.189E+001, 1.800E+001, 2.603E+001, 2.966E+001, 2.185E+001, 1.860E+001, 1.845E+001, 1.840E+001, 1.838E+001, 1.839E+001, 1.844E+001, 1.855E+001, 8.931E+001, 8.878E+001, 8.539E+001, 8.415E+001, 7.986E+001, 7.677E+001, 7.250E+001, 5.185E+001, 6.243E+001, 7.431E+001, 6.777E+001, 5.000E+001, 6.336E+001, 1.014E+002, 9.208E+001, 4.683E+001, 5.972E+001, 1.009E+002, 9.086E+001, 4.482E+001, 5.694E+001, 6.667E+001, 7.032E+001, 5.431E+001, 5.119E+001, 5.121E+001, 6.266E+001, 6.430E+001, 1.051E+002, 2.601E+001, 3.401E+001, 4.222E+001, 2.455E+001, 3.390E+001, 4.268E+001, 2.371E+001, 3.130E+001, 3.782E+001, 2.380E+001, 2.991E+001, 3.641E+001, 2.206E+001, 2.702E+001, 3.320E+001, 3.931E+001, 4.584E+001, 4.786E+001, 5.160E+001, 2.027E+001, 2.432E+001, 2.912E+001, 3.425E+001, 3.727E+001, 3.844E+001, 4.235E+001, 1.923E+001, 2.223E+001, 2.553E+001, 2.872E+001, 3.056E+001, 2.999E+001, 3.517E+001, 2.080E-001, 3.873E-004, 9.104E-030, 2.017E-001, 4.092E-003, 1.160E-005, 0.000E+000
 5.001E+001, 5.944E+001, 3.538E+001, 2.570E+001, 2.601E+001, 2.652E+001, 2.722E+001, 2.752E+001, 2.845E+001, 2.956E+001, 1.803E+001, 1.270E+002, 2.082E+002, 1.952E+002, 1.924E+002, 2.022E+002, 2.194E+002, 2.429E+002, 2.569E+002, 2.901E+002, 3.317E+002, 1.801E+001, 7.172E+001, 8.113E+001, 6.191E+001, 3.764E+001, 2.542E+001, 2.426E+001, 2.447E+001, 2.471E+001, 2.502E+001, 2.527E+001, 1.800E+001, 3.319E+001, 3.914E+001, 2.592E+001, 1.926E+001, 1.900E+001, 1.894E+001, 1.893E+001, 1.895E+001, 1.904E+001, 1.922E+001, 1.293E+002, 1.260E+002, 1.191E+002, 1.170E+002, 1.097E+002, 1.054E+002, 9.887E+001, 7.695E+001, 9.292E+001, 1.055E+002, 9.876E+001, 6.537E+001, 7.988E+001, 1.435E+002, 1.243E+002, 5.691E+001, 7.795E+001, 1.531E+002, 1.343E+002, 6.129E+001, 8.062E+001, 9.043E+001, 8.700E+001, 6.846E+001, 6.203E+001, 7.085E+001, 8.714E+001, 8.730E+001, 1.437E+002, 4.669E+001, 5.599E+001, 6.539E+001, 4.421E+001, 5.266E+001, 5.916E+001, 4.568E+001, 5.039E+001, 5.297E+001, 3.746E+001, 4.387E+001, 4.888E+001, 3.508E+001, 4.060E+001, 4.986E+001, 5.775E+001, 6.345E+001, 6.568E+001, 6.686E+001, 3.369E+001, 3.887E+001, 4.458E+001, 4.942E+001, 5.108E+001, 5.443E+001, 5.958E+001, 2.982E+001, 3.462E+001, 4.031E+001, 4.242E+001, 4.666E+001, 4.669E+001, 5.383E+001, 2.080E-001, 3.873E-004, 2.515E-027, 1.989E-001, 5.709E-003, 1.667E-005, 0.000E+000
 6.001E+001, 7.267E+001, 4.129E+001, 3.072E+001, 3.121E+001, 3.191E+001, 3.284E+001, 3.321E+001, 3.449E+001, 3.600E+001, 1.810E+001, 1.798E+002, 2.681E+002, 2.611E+002, 2.688E+002, 2.830E+002, 3.058E+002, 3.347E+002, 3.523E+002, 3.930E+002, 4.427E+002, 1.804E+001, 9.327E+001, 1.050E+002, 8.366E+001, 5.080E+001, 2.992E+001, 2.832E+001, 2.820E+001, 2.837E+001, 2.874E+001, 2.912E+001, 1.801E+001, 3.941E+001, 5.306E+001, 4.114E+001, 3.174E+001, 2.817E+001, 2.570E+001, 2.416E+001, 2.367E+001, 2.333E+001, 2.316E+001, 1.756E+002, 1.691E+002, 1.581E+002, 1.549E+002, 1.441E+002, 1.382E+002, 1.294E+002, 1.025E+002, 1.174E+002, 1.386E+002, 1.251E+002, 8.723E+001, 1.078E+002, 1.763E+002, 1.625E+002, 6.407E+001, 9.465E+001, 1.909E+002, 1.728E+002, 7.288E+001, 9.515E+001, 1.128E+002, 1.139E+002, 9.233E+001, 7.352E+001, 8.148E+001, 1.041E+002, 1.133E+002, 1.808E+002, 6.773E+001, 7.811E+001, 8.762E+001, 6.035E+001, 7.077E+001, 7.944E+001, 6.217E+001, 6.010E+001, 5.695E+001, 4.793E+001, 5.053E+001, 5.966E+001, 4.564E+001, 5.285E+001, 6.076E+001, 7.203E+001, 7.728E+001, 8.004E+001, 9.232E+001, 4.340E+001, 4.847E+001, 5.936E+001, 6.573E+001, 6.679E+001, 7.030E+001, 8.057E+001, 4.084E+001, 4.940E+001, 5.540E+001, 5.670E+001, 5.936E+001, 6.300E+001, 7.242E+001, 2.080E-001, 3.873E-004, 3.374E-024, 1.963E-001, 7.203E-003, 2.135E-005, 1.000E+000
 7.001E+001, 8.681E+001, 5.563E+001, 3.889E+001, 3.542E+001, 3.462E+001, 3.459E+001, 3.484E+001, 3.564E+001, 3.666E+001, 1.827E+001, 2.053E+002, 2.860E+002, 2.815E+002, 2.933E+002, 3.164E+002, 3.452E+002, 3.888E+002, 4.147E+002, 4.746E+002, 5.432E+002, 1.813E+001, 9.704E+001, 1.202E+002, 9.729E+001, 6.005E+001, 4.110E+001, 3.351E+001, 3.016E+001, 2.989E+001, 2.998E+001, 3.026E+001, 1.803E+001, 4.150E+001, 6.398E+001, 5.348E+001, 4.431E+001, 4.039E+001, 3.616E+001, 3.129E+001, 2.941E+001, 2.808E+001, 2.722E+001, 1.827E+002, 1.766E+002, 1.661E+002, 1.625E+002, 1.524E+002, 1.466E+002, 1.381E+002, 1.087E+002, 1.224E+002, 1.402E+002, 1.380E+002, 9.735E+001, 1.137E+002, 1.724E+002, 1.605E+002, 7.996E+001, 1.052E+002, 1.674E+002, 1.723E+002, 8.013E+001, 9.277E+001, 1.137E+002, 1.203E+002, 1.011E+002, 8.791E+001, 8.515E+001, 9.546E+001, 1.184E+002, 1.911E+002, 8.070E+001, 9.072E+001, 9.859E+001, 7.678E+001, 8.403E+001, 8.981E+001, 6.945E+001, 6.788E+001, 7.027E+001, 5.528E+001, 5.755E+001, 6.520E+001, 5.374E+001, 5.871E+001, 6.654E+001, 7.397E+001, 7.761E+001, 8.948E+001, 1.003E+002, 5.151E+001, 5.677E+001, 6.636E+001, 6.916E+001, 7.070E+001, 7.915E+001, 9.170E+001, 4.895E+001, 5.796E+001, 6.392E+001, 6.703E+001, 6.812E+001, 7.305E+001, 8.631E+001, 2.077E-001, 3.867E-004, 2.291E-021, 1.909E-001, 8.949E-003, 2.683E-005, 4.000E+000
 8.001E+001, 8.188E+001, 6.240E+001, 4.972E+001, 4.042E+001, 3.745E+001, 3.626E+001, 3.588E+001, 3.549E+001, 3.524E+001, 1.862E+001, 2.055E+002, 2.945E+002, 2.873E+002, 3.019E+002, 3.304E+002, 3.644E+002, 4.048E+002, 4.273E+002, 4.762E+002, 5.342E+002, 1.829E+001, 9.184E+001, 1.224E+002, 1.028E+002, 7.487E+001, 6.325E+001, 5.368E+001, 4.224E+001, 3.880E+001, 3.876E+001, 3.726E+001, 1.808E+001, 4.308E+001, 7.065E+001, 6.181E+001, 5.383E+001, 5.124E+001, 3.802E+001, 2.766E+001, 2.591E+001, 2.453E+001, 2.376E+001, 1.649E+002, 1.589E+002, 1.484E+002, 1.449E+002, 1.366E+002, 1.329E+002, 1.270E+002, 1.083E+002, 1.216E+002, 1.411E+002, 1.361E+002, 1.009E+002, 1.187E+002, 1.573E+002, 1.464E+002, 9.447E+001, 1.147E+002, 1.540E+002, 1.604E+002, 8.519E+001, 1.020E+002, 1.174E+002, 1.207E+002, 1.070E+002, 1.023E+002, 9.049E+001, 1.052E+002, 1.199E+002, 1.927E+002, 8.631E+001, 9.358E+001, 9.991E+001, 8.374E+001, 8.694E+001, 9.249E+001, 7.689E+001, 7.868E+001, 8.392E+001, 6.808E+001, 6.438E+001, 7.313E+001, 6.059E+001, 6.246E+001, 6.959E+001, 7.895E+001, 8.708E+001, 9.918E+001, 1.010E+002, 5.542E+001, 6.204E+001, 6.815E+001, 7.456E+001, 8.155E+001, 8.791E+001, 9.508E+001, 5.745E+001, 6.224E+001, 6.600E+001, 7.033E+001, 7.705E+001, 8.033E+001, 9.066E+001, 2.068E-001, 3.998E-004, 4.626E-008, 1.884E-001, 8.841E-003, 2.651E-005, 4.000E+000
