s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"O2Rear","CO2Rear","CORear","THCRear","SootRear","H2ORear","O2Front","CO2Front","COFront","THCFront","SootFront","H2OFront","HFR","HFF","TRSampA","TFSampA","TR24A","TR80A","TF24A","TF80A","TFloorR","TFloorF","TCeilF","TWallUR","TD79LBB","TD79CBB","TD79RBB","TD70LA","TD70LBB","TD70CA","TD70CBB","TD30LA","TD30LBB","TD60CBB","TD50CA","TD50CBB","TD40CBB","TD30CA","TD30CBB","TD20LBB","TD20CBB","TD20RBB","TD5CBB","VD79L","VD79C","VD79R","VD60C","VD40C","VD20L","VD20C","VD20R","VD5C"
 0.000E+00, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.149E-03, 2.078E-01, 3.869E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.149E-03,-4.785E-06,-7.863E-06, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-1.157E-02, 2.441E-03, 6.801E-03, 3.633E-03, 1.012E-02,-3.412E-03,-4.846E-04,-4.333E-03, 6.147E-03
 8.004E+01, 2.048E-01, 2.656E-03, 1.556E-05, 4.874E-06, 3.276E-06, 5.963E-03, 2.042E-01, 3.083E-03, 1.996E-05, 5.586E-06, 4.201E-06, 6.117E-03, 3.447E-01, 2.062E-01, 5.326E+01, 6.134E+01, 2.020E+01, 5.904E+01, 2.072E+01, 5.360E+01, 3.370E+01, 2.860E+01, 4.273E+01, 2.003E+01, 5.478E+01, 5.166E+01, 5.473E+01, 5.615E+01, 5.014E+01, 4.846E+01, 4.402E+01, 2.006E+01, 2.079E+01, 3.646E+01, 2.803E+01, 2.695E+01, 2.091E+01, 2.005E+01, 2.079E+01, 2.046E+01, 2.050E+01, 2.047E+01, 2.047E+01,-5.305E-01,-4.747E-01,-5.396E-01,-1.343E-01, 5.999E-02, 1.026E-01, 7.566E-02, 9.342E-02, 9.451E-02
 1.600E+02, 1.957E-01, 9.324E-03, 8.704E-05, 1.487E-05, 1.831E-05, 8.367E-03, 1.954E-01, 9.530E-03, 9.236E-05, 1.516E-05, 1.943E-05, 8.442E-03, 1.205E+00, 5.647E-01, 1.398E+02, 1.522E+02, 2.325E+01, 1.496E+02, 2.730E+01, 1.406E+02, 7.743E+01, 4.963E+01, 9.059E+01, 2.139E+01, 1.430E+02, 1.390E+02, 1.445E+02, 1.445E+02, 1.388E+02, 1.243E+02, 1.184E+02, 2.007E+01, 2.179E+01, 9.869E+01, 6.500E+01, 6.273E+01, 2.305E+01, 2.018E+01, 2.198E+01, 2.133E+01, 2.152E+01, 2.133E+01, 2.126E+01,-1.364E+00,-1.154E+00,-1.341E+00,-4.229E-01, 2.257E-01, 4.319E-01, 3.529E-01, 4.242E-01, 4.128E-01
 2.400E+02, 1.916E-01, 1.235E-02, 1.201E-04, 1.897E-05, 2.525E-05, 9.456E-03, 1.920E-01, 1.204E-02, 1.257E-04, 1.944E-05, 2.644E-05, 9.350E-03, 1.672E+00, 9.201E-01, 1.785E+02, 1.875E+02, 2.637E+01, 1.901E+02, 3.153E+01, 1.818E+02, 1.008E+02, 6.799E+01, 1.200E+02, 2.616E+01, 1.779E+02, 1.747E+02, 1.803E+02, 1.773E+02, 1.713E+02, 1.531E+02, 1.484E+02, 2.011E+01, 2.261E+01, 1.286E+02, 7.547E+01, 7.925E+01, 2.420E+01, 2.022E+01, 2.295E+01, 2.205E+01, 2.235E+01, 2.204E+01, 2.195E+01,-1.599E+00,-1.433E+00,-1.650E+00,-4.978E-01, 2.880E-01, 4.898E-01, 4.244E-01, 4.997E-01, 5.529E-01
 3.200E+02, 1.898E-01, 1.365E-02, 1.398E-04, 1.911E-05, 2.938E-05, 9.925E-03, 1.900E-01, 1.353E-02, 1.486E-04, 2.020E-05, 3.124E-05, 9.890E-03, 2.236E+00, 1.301E+00, 1.991E+02, 2.104E+02, 2.743E+01, 2.108E+02, 3.716E+01, 2.012E+02, 1.233E+02, 8.613E+01, 1.441E+02, 3.225E+01, 2.013E+02, 2.013E+02, 2.068E+02, 1.957E+02, 1.890E+02, 1.706E+02, 1.662E+02, 2.015E+01, 2.358E+01, 1.438E+02, 9.511E+01, 9.457E+01, 2.790E+01, 2.030E+01, 2.406E+01, 2.283E+01, 2.325E+01, 2.279E+01, 2.275E+01,-1.811E+00,-1.571E+00,-1.730E+00,-5.480E-01, 2.800E-01, 5.332E-01, 4.595E-01, 5.450E-01, 5.989E-01
 4.000E+02, 1.865E-01, 1.611E-02, 1.533E-04, 1.921E-05, 3.221E-05, 1.080E-02, 1.870E-01, 1.573E-02, 1.661E-04, 2.143E-05, 3.490E-05, 1.068E-02, 2.953E+00, 1.817E+00, 2.277E+02, 2.424E+02, 3.167E+01, 2.459E+02, 3.818E+01, 2.239E+02, 1.493E+02, 1.075E+02, 1.723E+02, 3.802E+01, 2.315E+02, 2.292E+02, 2.341E+02, 2.259E+02, 2.176E+02, 1.985E+02, 1.909E+02, 2.023E+01, 2.480E+01, 1.628E+02, 1.034E+02, 1.047E+02, 2.877E+01, 2.037E+01, 2.546E+01, 2.389E+01, 2.452E+01, 2.392E+01, 2.376E+01,-1.891E+00,-1.671E+00,-1.878E+00,-6.031E-01, 2.508E-01, 5.569E-01, 4.671E-01, 5.352E-01, 6.370E-01
 4.800E+02, 1.826E-01, 1.899E-02, 1.739E-04, 1.902E-05, 3.653E-05, 1.183E-02, 1.838E-01, 1.809E-02, 1.955E-04, 2.189E-05, 4.106E-05, 1.152E-02, 3.637E+00, 2.632E+00, 2.572E+02, 2.722E+02, 3.948E+01, 2.819E+02, 4.685E+01, 2.418E+02, 1.714E+02, 1.364E+02, 1.986E+02, 4.350E+01, 2.571E+02, 2.485E+02, 2.529E+02, 2.479E+02, 2.392E+02, 2.143E+02, 2.081E+02, 2.032E+01, 2.646E+01, 1.817E+02, 1.124E+02, 1.179E+02, 3.569E+01, 2.050E+01, 2.740E+01, 2.540E+01, 2.624E+01, 2.543E+01, 2.512E+01,-2.024E+00,-1.775E+00,-1.991E+00,-6.822E-01, 2.135E-01, 5.819E-01, 4.806E-01, 5.491E-01, 6.328E-01
 5.600E+02, 1.789E-01, 2.168E-02, 1.929E-04, 2.003E-05, 4.050E-05, 1.279E-02, 1.813E-01, 1.988E-02, 2.025E-04, 2.193E-05, 4.252E-05, 1.216E-02, 4.161E+00, 3.430E+00, 2.911E+02, 2.998E+02, 4.583E+01, 3.059E+02, 5.178E+01, 2.721E+02, 1.881E+02, 1.628E+02, 2.255E+02, 4.883E+01, 2.780E+02, 2.668E+02, 2.720E+02, 2.809E+02, 2.700E+02, 2.323E+02, 2.258E+02, 2.040E+01, 2.821E+01, 2.000E+02, 1.245E+02, 1.290E+02, 4.076E+01, 2.064E+01, 2.939E+01, 2.690E+01, 2.796E+01, 2.687E+01, 2.657E+01,-2.147E+00,-1.894E+00,-2.130E+00,-7.264E-01, 2.193E-01, 6.108E-01, 5.126E-01, 5.776E-01, 6.895E-01
 6.400E+02, 1.742E-01, 2.518E-02, 2.071E-04, 1.998E-05, 4.345E-05, 1.403E-02, 1.802E-01, 2.075E-02, 2.131E-04, 2.305E-05, 4.474E-05, 1.247E-02, 4.908E+00, 4.043E+00, 3.217E+02, 3.137E+02, 3.970E+01, 3.310E+02, 5.790E+01, 2.898E+02, 2.090E+02, 1.824E+02, 2.440E+02, 5.416E+01, 2.966E+02, 2.963E+02, 2.968E+02, 2.838E+02, 2.747E+02, 2.514E+02, 2.435E+02, 2.047E+01, 2.965E+01, 2.070E+02, 1.462E+02, 1.479E+02, 5.362E+01, 2.071E+01, 3.093E+01, 2.828E+01, 2.943E+01, 2.805E+01, 2.772E+01,-2.318E+00,-2.138E+00,-2.301E+00,-7.512E-01, 1.320E-01, 6.046E-01, 5.334E-01, 6.452E-01, 7.195E-01
