s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0096595E+000, 1.5905326E-001, 1.5905326E-001, 1.0000000E+000
 2.0026846E+000, 7.4409711E-002, 7.4409711E-002, 1.0000000E+000
 3.0026567E+000, 4.3109812E-002, 4.3109812E-002, 1.0000000E+000
 4.0019496E+000, 3.1647456E-002, 3.1647456E-002, 1.0000000E+000
 5.0037565E+000, 4.6416708E-002, 4.6416708E-002, 1.0000000E+000
 6.0046190E+000, 5.0912235E-002, 5.0912235E-002, 1.0000000E+000
 7.0002416E+000, 6.1012486E-002, 6.1012486E-002, 1.0000000E+000
 8.0059943E+000, 8.6248415E-002, 8.6248415E-002, 1.0000000E+000
 9.0008879E+000, 8.1782057E-002, 8.1782057E-002, 1.0000000E+000
 1.0002841E+001, 7.8975280E-002, 7.8975280E-002, 1.0000000E+000
 1.1001992E+001, 8.9045119E-002, 8.9045119E-002, 1.0000000E+000
 1.2005039E+001, 7.9557053E-002, 7.9557053E-002, 1.0000000E+000
 1.3001732E+001, 8.6826255E-002, 8.6826255E-002, 1.0000000E+000
 1.4004591E+001, 7.5826656E-002, 7.5826656E-002, 1.0000000E+000
 1.5005334E+001, 7.5302630E-002, 7.5302630E-002, 1.0000000E+000
 1.6001793E+001, 7.5111275E-002, 7.5111275E-002, 1.0000000E+000
 1.7001635E+001, 7.1845700E-002, 7.1845700E-002, 1.0000000E+000
 1.8002344E+001, 7.3845267E-002, 7.3845267E-002, 1.0000000E+000
 1.9007551E+001, 6.9658674E-002, 6.9658674E-002, 1.0000000E+000
 2.0003028E+001, 7.0702847E-002, 7.0702847E-002, 1.0000000E+000
 2.1004256E+001, 7.0300057E-002, 7.0300057E-002, 1.0000000E+000
 2.2001135E+001, 6.4961771E-002, 6.4961771E-002, 1.0000000E+000
 2.3004203E+001, 6.7361456E-002, 6.7361456E-002, 1.0000000E+000
 2.4006365E+001, 6.6450358E-002, 6.6450358E-002, 1.0000000E+000
 2.5004062E+001, 6.4388816E-002, 6.4388816E-002, 1.0000000E+000
 2.6007379E+001, 6.0930447E-002, 6.0930447E-002, 1.0000000E+000
 2.7004099E+001, 6.8035437E-002, 6.8035437E-002, 1.0000000E+000
 2.8002715E+001, 6.8271753E-002, 6.8271753E-002, 1.0000000E+000
 2.9003041E+001, 7.1977500E-002, 7.1977500E-002, 1.0000000E+000
 3.0005225E+001, 7.3464426E-002, 7.3464426E-002, 1.0000000E+000
 3.1007746E+001, 6.5460237E-002, 6.5460237E-002, 1.0000000E+000
