s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0127206E+000, 5.5682673E-002, 5.5682673E-002, 1.0000000E+000
 2.0139881E+000, 3.6167134E-002, 3.6167134E-002, 1.0000000E+000
 3.0019908E+000, 2.9117459E-002, 2.9117459E-002, 1.0000000E+000
 4.0004209E+000, 2.6502956E-002, 2.6502956E-002, 1.0000000E+000
 5.0089071E+000, 2.5543848E-002, 2.5543848E-002, 1.0000000E+000
 6.0113488E+000, 2.5198136E-002, 2.5198136E-002, 1.0000000E+000
 7.0013086E+000, 2.5073147E-002, 2.5073147E-002, 1.0000000E+000
 8.0067976E+000, 2.5026629E-002, 2.5026629E-002, 1.0000000E+000
 9.0051723E+000, 2.5009771E-002, 2.5009771E-002, 1.0000000E+000
 1.0001456E+001, 2.5003596E-002, 2.5003596E-002, 1.0000000E+000
 1.1004096E+001, 2.5001316E-002, 2.5001316E-002, 1.0000000E+000
 1.2003590E+001, 2.5000483E-002, 2.5000483E-002, 1.0000000E+000
 1.3004163E+001, 2.5000177E-002, 2.5000177E-002, 1.0000000E+000
 1.4001673E+001, 4.8319605E-002, 4.8319605E-002, 1.0000000E+000
 1.5000723E+001, 6.5205920E-002, 6.5205920E-002, 1.0000000E+000
 1.6007871E+001, 7.1435353E-002, 7.1435353E-002, 1.0000000E+000
 1.7000851E+001, 7.3684328E-002, 7.3684328E-002, 1.0000000E+000
 1.8003469E+001, 7.4518881E-002, 7.4518881E-002, 1.0000000E+000
 1.9004805E+001, 7.4823783E-002, 7.4823783E-002, 1.0000000E+000
 2.0002306E+001, 7.4935211E-002, 7.4935211E-002, 1.0000000E+000
 2.1000985E+001, 7.4976216E-002, 7.4976216E-002, 1.0000000E+000
 2.2005248E+001, 7.4991320E-002, 7.4991320E-002, 1.0000000E+000
 2.3003990E+001, 7.4996813E-002, 7.4996813E-002, 1.0000000E+000
 2.4004405E+001, 7.4998832E-002, 7.4998832E-002, 1.0000000E+000
 2.5002412E+001, 8.1642457E-002, 8.1642457E-002, 1.0000000E+000
 2.6003687E+001, 9.3232018E-002, 9.3232018E-002, 1.0000000E+000
 2.7001185E+001, 1.1193157E-001, 1.1193157E-001, 1.0000000E+000
 2.8005718E+001, 1.1577917E-001, 1.1577917E-001, 1.0000000E+000
 2.9000445E+001, 1.1936405E-001, 1.1936405E-001, 1.0000000E+000
 3.0004692E+001, 1.1812364E-001, 1.1812364E-001, 1.0000000E+000
 3.1003084E+001, 1.1452888E-001, 1.1452888E-001, 1.0000000E+000
