s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0067815E+000, 1.6131695E-001, 1.6131695E-001, 1.0000000E+000
 2.0032908E+000, 7.5047251E-002, 7.5047251E-002, 1.0000000E+000
 3.0063924E+000, 4.3490459E-002, 4.3490459E-002, 1.0000000E+000
 4.0036535E+000, 3.1789277E-002, 3.1789277E-002, 1.0000000E+000
 5.0016540E+000, 2.7491334E-002, 2.7491334E-002, 1.0000000E+000
 6.0029462E+000, 2.5911496E-002, 2.5911496E-002, 1.0000000E+000
 7.0011010E+000, 4.1026435E-002, 4.1026435E-002, 1.0000000E+000
 8.0021976E+000, 5.7685157E-002, 5.7685157E-002, 1.0000000E+000
 9.0030069E+000, 3.6982096E-002, 3.6982096E-002, 1.0000000E+000
 1.0000100E+001, 2.9410017E-002, 2.9410017E-002, 1.0000000E+000
 1.1004396E+001, 2.6611531E-002, 2.6611531E-002, 1.0000000E+000
 1.2003518E+001, 2.5591865E-002, 2.5591865E-002, 1.0000000E+000
 1.3001080E+001, 2.5217692E-002, 2.5217692E-002, 1.0000000E+000
 1.4003695E+001, 2.6222153E-002, 2.6222153E-002, 1.0000000E+000
 1.5002323E+001, 4.8974601E-002, 4.8974601E-002, 1.0000000E+000
 1.6000849E+001, 3.5963795E-002, 3.5963795E-002, 1.0000000E+000
 1.7003019E+001, 3.7747494E-002, 3.7747494E-002, 1.0000000E+000
 1.8001510E+001, 4.7476075E-002, 4.7476075E-002, 1.0000000E+000
 1.9002025E+001, 6.4907058E-002, 6.4907058E-002, 1.0000000E+000
 2.0004792E+001, 7.0746616E-002, 7.0746616E-002, 1.0000000E+000
 2.1004948E+001, 7.3439649E-002, 7.3439649E-002, 1.0000000E+000
 2.2003420E+001, 7.4426566E-002, 7.4426566E-002, 1.0000000E+000
 2.3003098E+001, 7.4789563E-002, 7.4789563E-002, 1.0000000E+000
 2.4001123E+001, 7.8869673E-002, 7.8869673E-002, 1.0000000E+000
 2.5000965E+001, 7.6419886E-002, 7.6419886E-002, 1.0000000E+000
 2.6001016E+001, 7.5520945E-002, 7.5520945E-002, 1.0000000E+000
 2.7002273E+001, 7.5190891E-002, 7.5190891E-002, 1.0000000E+000
 2.8000578E+001, 7.5570288E-002, 7.5570288E-002, 1.0000000E+000
 2.9005003E+001, 7.5208307E-002, 7.5208307E-002, 1.0000000E+000
 3.0003019E+001, 9.3631975E-002, 9.3631975E-002, 1.0000000E+000
 3.1003468E+001, 9.1103211E-002, 9.1103211E-002, 1.0000000E+000
