s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0044941E+000, 1.6164093E-001, 1.6164093E-001, 1.0000000E+000
 2.0044173E+000, 7.4960970E-002, 7.4960970E-002, 1.0000000E+000
 3.0006428E+000, 4.9476941E-002, 4.9476941E-002, 1.0000000E+000
 4.0024213E+000, 3.4690132E-002, 3.4690132E-002, 1.0000000E+000
 5.0023725E+000, 3.2471889E-002, 3.2471889E-002, 1.0000000E+000
 6.0026923E+000, 3.0876000E-002, 3.0876000E-002, 1.0000000E+000
 7.0003885E+000, 2.8984884E-002, 2.8984884E-002, 1.0000000E+000
 8.0038847E+000, 3.2378811E-002, 3.2378811E-002, 1.0000000E+000
 9.0029710E+000, 3.8240656E-002, 3.8240656E-002, 1.0000000E+000
 1.0004071E+001, 5.5599780E-002, 5.5599780E-002, 1.0000000E+000
 1.1004770E+001, 4.0978197E-002, 4.0978197E-002, 1.0000000E+000
 1.2004505E+001, 3.0863715E-002, 3.0863715E-002, 1.0000000E+000
 1.3003314E+001, 2.7154318E-002, 2.7154318E-002, 1.0000000E+000
 1.4001432E+001, 2.5792111E-002, 2.5792111E-002, 1.0000000E+000
 1.5002178E+001, 2.5290525E-002, 2.5290525E-002, 1.0000000E+000
 1.6002135E+001, 2.5106627E-002, 2.5106627E-002, 1.0000000E+000
 1.7001432E+001, 2.5039154E-002, 2.5039154E-002, 1.0000000E+000
 1.8000623E+001, 2.5014379E-002, 2.5014379E-002, 1.0000000E+000
 1.9005167E+001, 2.5005252E-002, 2.5005252E-002, 1.0000000E+000
 2.0003857E+001, 2.5001929E-002, 2.5001929E-002, 1.0000000E+000
 2.1003482E+001, 2.5000708E-002, 2.5000708E-002, 1.0000000E+000
 2.2004016E+001, 2.5000260E-002, 2.5000260E-002, 1.0000000E+000
 2.3002196E+001, 2.5000095E-002, 2.5000095E-002, 1.0000000E+000
 2.4001830E+001, 2.9547664E-002, 2.9547664E-002, 1.0000000E+000
 2.5004582E+001, 4.4953644E-002, 4.4953644E-002, 1.0000000E+000
 2.6004935E+001, 6.2422595E-002, 6.2422595E-002, 1.0000000E+000
 2.7003291E+001, 7.0378103E-002, 7.0378103E-002, 1.0000000E+000
 2.8000642E+001, 7.3299604E-002, 7.3299604E-002, 1.0000000E+000
 2.9001103E+001, 7.4376239E-002, 7.4376239E-002, 1.0000000E+000
 3.0000318E+001, 7.4770898E-002, 7.4770898E-002, 1.0000000E+000
 3.1004918E+001, 7.4748693E-002, 7.4748693E-002, 1.0000000E+000
