s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol
Time,A-01,A-02,A-03,A-04,A-05,A-06,A-07,A-08,A-09,A-10,B-01,B-02,B-03,B-04,B-05,B-06,B-07,B-08,B-09,B-10,C-01,C-02,C-03,C-04,C-05,C-06,C-07,C-08,C-09,C-10,D-01,D-02,D-03,D-04,D-05,D-06,D-07,D-08,D-09,D-10,E-01,E-02,E-03,E-04,E-05,E-06,E-07,E-08,F-01,F-02,F-03,F-04,F-05,F-06,F-07,F-08,F-09,F-10,G-01,G-02,G-03,G-04,G-05,G-06,G-07,G-08,G-09,G-10,H-01_VEL,H-01_TEMP,H-02_VEL,H-02_TEMP,H-03_VEL,H-03_TEMP,H-04_VEL,H-04_TEMP,I-01_VEL,I-01_TEMP,I-02_VEL,I-02_TEMP,I-03_VEL,I-03_TEMP,I-04_VEL,I-04_TEMP,J-01_VEL,J-01_TEMP,J-02_VEL,J-02_TEMP,J-03_VEL,J-03_TEMP,J-04_VEL,J-04_TEMP,K-01_VEL,K-01_TEMP,K-02_VEL,K-02_TEMP,K-03_VEL,K-03_TEMP,K-04_VEL,K-04_TEMP,Wall_RADI_1,Wall_THFG_1,Wall_THFG_2,Hall_THFG,O2-1,O2-2,O2-3,O2-4
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 1.982E-03, 2.700E+01,-1.397E-04, 2.700E+01, 1.247E-03, 2.700E+01,-3.280E-03, 2.700E+01,-3.631E-03, 2.700E+01, 5.995E-03, 2.700E+01,-7.394E-03, 2.700E+01,-3.249E-03, 2.700E+01, 0.000E+00, 2.700E+01,-9.824E-03, 2.700E+01, 5.973E-03, 2.700E+01,-6.454E-03, 2.700E+01,-1.328E-02, 2.700E+01, 7.335E-03, 2.700E+01,-1.155E-03, 2.700E+01,-3.935E-03, 2.700E+01,-1.465E-05,-1.465E-05,-1.337E-05,-1.400E-05, 2.065E-01, 2.065E-01, 2.065E-01, 2.065E-01
 1.501E+01, 2.727E+01, 2.724E+01, 2.730E+01, 2.721E+01, 2.723E+01, 2.817E+01, 3.314E+01, 3.848E+01, 3.848E+01, 4.443E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-2.124E-02, 2.701E+01,-2.073E-02, 2.701E+01, 3.862E-02, 2.709E+01, 2.803E-01, 2.856E+01, 4.421E-02, 2.700E+01, 5.018E-02, 2.700E+01, 4.839E-02, 2.700E+01, 4.996E-02, 2.700E+01, 4.795E-02, 2.700E+01, 4.262E-02, 2.700E+01, 5.131E-02, 2.700E+01, 4.691E-02, 2.700E+01, 4.430E-02, 2.700E+01, 5.117E-02, 2.700E+01, 4.817E-02, 2.700E+01, 4.498E-02, 2.700E+01, 1.405E+00, 1.411E+00, 1.457E+00, 4.726E-01, 2.065E-01, 2.065E-01, 2.065E-01, 2.065E-01
 3.001E+01, 2.809E+01, 2.805E+01, 2.823E+01, 2.811E+01, 3.307E+01, 5.915E+01, 8.834E+01, 1.119E+02, 1.119E+02, 1.234E+02, 2.707E+01, 2.708E+01, 2.711E+01, 2.713E+01, 2.853E+01, 3.992E+01, 6.089E+01, 7.213E+01, 7.213E+01, 7.193E+01, 2.704E+01, 2.767E+01, 3.043E+01, 3.311E+01, 3.557E+01, 3.675E+01, 4.160E+01, 4.380E+01, 4.380E+01, 4.275E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.792E+01, 2.991E+01, 3.179E+01, 3.126E+01, 3.266E+01, 3.266E+01, 3.418E+01, 2.708E+01, 2.704E+01, 2.702E+01, 2.701E+01, 2.700E+01, 2.701E+01, 2.707E+01, 2.712E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-4.371E-01, 2.714E+01,-4.263E-01, 2.727E+01, 1.592E-01, 3.641E+01, 1.533E+00, 8.341E+01,-3.459E-01, 2.706E+01,-3.815E-01, 2.720E+01, 3.545E-01, 3.643E+01, 1.236E+00, 6.011E+01, 1.073E-01, 2.700E+01, 1.083E-01, 2.700E+01, 1.073E-01, 2.700E+01, 1.010E-01, 2.700E+01, 1.058E-01, 2.700E+01, 1.097E-01, 2.700E+01, 1.085E-01, 2.700E+01, 1.096E-01, 2.700E+01, 4.153E+00, 4.173E+00, 4.192E+00, 1.373E+00, 2.065E-01, 2.065E-01, 2.065E-01, 2.065E-01
 4.500E+01, 2.907E+01, 2.919E+01, 2.988E+01, 3.035E+01, 4.491E+01, 1.001E+02, 1.443E+02, 1.792E+02, 1.792E+02, 1.956E+02, 2.769E+01, 2.825E+01, 3.132E+01, 3.671E+01, 4.665E+01, 7.771E+01, 1.181E+02, 1.337E+02, 1.337E+02, 1.303E+02, 2.829E+01, 2.968E+01, 3.259E+01, 5.374E+01, 8.480E+01, 8.865E+01, 1.017E+02, 1.037E+02, 1.037E+02, 9.966E+01, 2.823E+01, 3.117E+01, 3.658E+01, 4.162E+01, 5.645E+01, 8.481E+01, 7.867E+01, 7.862E+01, 7.862E+01, 7.953E+01, 4.723E+01, 4.437E+01, 3.891E+01, 3.492E+01, 3.430E+01, 3.480E+01, 4.008E+01, 4.299E+01, 2.701E+01, 2.702E+01, 2.708E+01, 2.737E+01, 2.755E+01, 2.771E+01, 2.906E+01, 2.964E+01, 3.012E+01, 3.012E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-4.942E-01, 2.852E+01,-4.930E-01, 3.542E+01, 4.177E-01, 6.408E+01, 1.659E+00, 1.424E+02,-6.249E-01, 2.927E+01,-4.231E-01, 4.184E+01, 5.421E-01, 7.479E+01, 1.485E+00, 1.202E+02, 9.021E-02, 2.700E+01, 9.023E-02, 2.700E+01, 1.342E-01, 2.704E+01, 3.704E-01, 2.792E+01, 1.492E-01, 2.700E+01, 1.484E-01, 2.700E+01, 1.493E-01, 2.700E+01, 1.483E-01, 2.700E+01, 6.982E+00, 7.044E+00, 6.904E+00, 2.331E+00, 2.065E-01, 2.065E-01, 2.065E-01, 2.065E-01
 6.001E+01, 3.101E+01, 3.170E+01, 3.542E+01, 4.560E+01, 7.615E+01, 1.503E+02, 2.066E+02, 2.494E+02, 2.494E+02, 2.734E+02, 3.072E+01, 3.545E+01, 4.322E+01, 5.931E+01, 7.798E+01, 1.243E+02, 1.696E+02, 1.851E+02, 1.851E+02, 1.791E+02, 3.899E+01, 4.197E+01, 4.449E+01, 6.907E+01, 1.236E+02, 1.356E+02, 1.453E+02, 1.465E+02, 1.465E+02, 1.417E+02, 3.907E+01, 5.002E+01, 5.781E+01, 6.220E+01, 7.710E+01, 1.292E+02, 1.257E+02, 1.239E+02, 1.239E+02, 1.238E+02, 6.526E+01, 5.820E+01, 5.598E+01, 5.466E+01, 5.587E+01, 5.845E+01, 6.522E+01, 7.125E+01, 2.711E+01, 2.718E+01, 2.753E+01, 2.884E+01, 3.127E+01, 3.406E+01, 4.435E+01, 4.642E+01, 4.761E+01, 4.761E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.709E+01, 2.728E+01, 2.737E+01, 2.740E+01, 2.740E+01,-5.620E-01, 3.604E+01,-6.513E-01, 6.252E+01, 3.218E-01, 1.062E+02, 1.831E+00, 1.974E+02,-7.027E-01, 3.665E+01,-5.002E-01, 6.400E+01, 5.670E-01, 1.193E+02, 1.592E+00, 1.658E+02,-2.316E-01, 2.704E+01,-1.976E-01, 2.752E+01, 3.279E-01, 3.176E+01, 1.057E+00, 4.149E+01,-2.804E-03, 2.701E+01,-3.610E-03, 2.701E+01, 1.964E-01, 2.765E+01, 4.991E-01, 2.961E+01, 8.771E+00, 8.943E+00, 9.066E+00, 3.291E+00, 2.065E-01, 2.065E-01, 2.064E-01, 2.062E-01
 7.500E+01, 3.562E+01, 3.887E+01, 4.685E+01, 6.717E+01, 1.216E+02, 2.034E+02, 2.696E+02, 3.196E+02, 3.196E+02, 3.439E+02, 3.766E+01, 4.613E+01, 5.648E+01, 7.715E+01, 1.110E+02, 1.638E+02, 2.204E+02, 2.408E+02, 2.408E+02, 2.329E+02, 5.345E+01, 5.660E+01, 5.856E+01, 7.960E+01, 1.646E+02, 1.797E+02, 1.935E+02, 1.940E+02, 1.940E+02, 1.866E+02, 5.406E+01, 6.180E+01, 7.811E+01, 8.492E+01, 9.810E+01, 1.646E+02, 1.704E+02, 1.653E+02, 1.653E+02, 1.632E+02, 9.563E+01, 8.829E+01, 8.504E+01, 8.386E+01, 8.376E+01, 8.594E+01, 9.462E+01, 9.959E+01, 2.715E+01, 2.719E+01, 2.791E+01, 3.365E+01, 4.290E+01, 4.935E+01, 6.213E+01, 6.502E+01, 6.778E+01, 6.778E+01, 2.704E+01, 2.709E+01, 2.749E+01, 2.908E+01, 3.146E+01, 3.487E+01, 4.179E+01, 4.327E+01, 4.296E+01, 4.296E+01,-8.110E-01, 4.947E+01,-7.808E-01, 8.471E+01, 3.734E-01, 1.460E+02, 1.988E+00, 2.535E+02,-6.125E-01, 4.820E+01,-5.062E-01, 8.224E+01, 5.714E-01, 1.610E+02, 1.824E+00, 2.168E+02,-4.763E-01, 2.713E+01,-2.853E-01, 3.013E+01, 5.208E-01, 4.384E+01, 1.316E+00, 6.178E+01,-4.134E-01, 2.707E+01,-3.842E-01, 2.753E+01, 3.205E-01, 3.321E+01, 1.004E+00, 4.609E+01, 9.425E+00, 9.666E+00, 9.811E+00, 3.951E+00, 2.062E-01, 2.060E-01, 2.046E-01, 2.041E-01
 9.000E+01, 4.222E+01, 4.965E+01, 6.303E+01, 8.486E+01, 1.507E+02, 2.220E+02, 2.991E+02, 3.461E+02, 3.461E+02, 3.659E+02, 4.316E+01, 5.765E+01, 7.004E+01, 9.367E+01, 1.419E+02, 1.882E+02, 2.435E+02, 2.589E+02, 2.589E+02, 2.505E+02, 6.586E+01, 6.854E+01, 7.065E+01, 8.318E+01, 1.779E+02, 2.021E+02, 2.141E+02, 2.133E+02, 2.133E+02, 2.052E+02, 6.304E+01, 7.503E+01, 9.442E+01, 1.020E+02, 1.219E+02, 1.839E+02, 1.910E+02, 1.852E+02, 1.852E+02, 1.815E+02, 1.119E+02, 1.108E+02, 1.114E+02, 1.116E+02, 1.113E+02, 1.139E+02, 1.201E+02, 1.222E+02, 2.724E+01, 2.731E+01, 2.768E+01, 3.712E+01, 5.340E+01, 6.673E+01, 7.979E+01, 8.354E+01, 8.689E+01, 8.689E+01, 2.766E+01, 3.023E+01, 3.237E+01, 3.601E+01, 4.238E+01, 5.015E+01, 5.929E+01, 6.045E+01, 5.921E+01, 5.921E+01,-9.133E-01, 6.271E+01,-8.721E-01, 1.076E+02, 3.201E-01, 1.708E+02, 2.035E+00, 2.719E+02,-9.090E-01, 6.356E+01,-6.537E-01, 1.014E+02, 5.523E-01, 1.838E+02, 1.829E+00, 2.326E+02,-6.460E-01, 2.727E+01,-3.255E-01, 3.242E+01, 6.614E-01, 5.687E+01, 1.361E+00, 7.835E+01,-5.742E-01, 2.794E+01,-4.047E-01, 3.188E+01, 4.551E-01, 4.520E+01, 1.071E+00, 6.267E+01, 9.741E+00, 1.005E+01, 9.408E+00, 4.042E+00, 2.049E-01, 2.043E-01, 2.033E-01, 2.017E-01
 1.050E+02, 5.419E+01, 6.088E+01, 7.271E+01, 9.244E+01, 1.521E+02, 2.319E+02, 3.004E+02, 3.590E+02, 3.590E+02, 3.824E+02, 4.788E+01, 6.456E+01, 7.843E+01, 9.768E+01, 1.443E+02, 1.984E+02, 2.554E+02, 2.731E+02, 2.731E+02, 2.647E+02, 6.898E+01, 7.535E+01, 7.776E+01, 8.428E+01, 1.878E+02, 2.154E+02, 2.267E+02, 2.258E+02, 2.258E+02, 2.173E+02, 6.235E+01, 7.408E+01, 9.027E+01, 9.949E+01, 1.162E+02, 1.744E+02, 2.061E+02, 1.958E+02, 1.958E+02, 1.904E+02, 1.205E+02, 1.171E+02, 1.161E+02, 1.159E+02, 1.187E+02, 1.206E+02, 1.282E+02, 1.331E+02, 2.756E+01, 2.795E+01, 2.921E+01, 3.787E+01, 5.688E+01, 8.269E+01, 9.158E+01, 9.575E+01, 9.995E+01, 9.995E+01, 2.852E+01, 3.474E+01, 4.001E+01, 4.771E+01, 5.589E+01, 6.510E+01, 7.463E+01, 7.516E+01, 7.308E+01, 7.308E+01,-8.892E-01, 7.129E+01,-8.601E-01, 1.141E+02, 3.161E-01, 1.789E+02, 2.196E+00, 2.886E+02,-5.934E-01, 6.693E+01,-7.298E-01, 1.110E+02, 6.555E-01, 1.929E+02, 1.939E+00, 2.466E+02,-7.068E-01, 2.852E+01,-3.823E-01, 3.818E+01, 7.871E-01, 7.143E+01, 1.525E+00, 9.399E+01,-6.218E-01, 3.120E+01,-3.704E-01, 4.061E+01, 4.736E-01, 6.023E+01, 1.105E+00, 7.748E+01, 9.933E+00, 1.034E+01, 9.130E+00, 4.121E+00, 2.032E-01, 2.019E-01, 2.000E-01, 1.984E-01
 1.200E+02, 6.315E+01, 6.892E+01, 7.869E+01, 9.533E+01, 1.473E+02, 2.330E+02, 3.101E+02, 3.840E+02, 3.840E+02, 4.117E+02, 5.208E+01, 6.742E+01, 8.183E+01, 9.760E+01, 1.469E+02, 1.944E+02, 2.593E+02, 2.839E+02, 2.839E+02, 2.767E+02, 7.288E+01, 7.983E+01, 8.216E+01, 9.109E+01, 1.939E+02, 2.237E+02, 2.361E+02, 2.346E+02, 2.346E+02, 2.261E+02, 6.391E+01, 8.032E+01, 1.040E+02, 1.151E+02, 1.377E+02, 1.908E+02, 2.025E+02, 1.997E+02, 1.997E+02, 1.960E+02, 1.336E+02, 1.302E+02, 1.286E+02, 1.280E+02, 1.285E+02, 1.298E+02, 1.340E+02, 1.381E+02, 2.835E+01, 2.988E+01, 3.160E+01, 4.066E+01, 6.553E+01, 8.688E+01, 9.781E+01, 1.019E+02, 1.048E+02, 1.048E+02, 3.016E+01, 3.737E+01, 4.452E+01, 5.738E+01, 6.530E+01, 7.401E+01, 8.155E+01, 8.122E+01, 7.879E+01, 7.879E+01,-8.642E-01, 7.573E+01,-8.254E-01, 1.126E+02, 2.321E-01, 1.793E+02, 2.266E+00, 3.011E+02,-7.318E-01, 7.404E+01,-6.429E-01, 1.095E+02, 5.347E-01, 1.943E+02, 2.043E+00, 2.589E+02,-6.595E-01, 3.049E+01,-4.023E-01, 4.072E+01, 7.565E-01, 7.692E+01, 1.405E+00, 9.797E+01,-5.824E-01, 3.346E+01,-2.353E-01, 4.753E+01, 4.653E-01, 6.710E+01, 1.068E+00, 8.330E+01, 9.638E+00, 1.004E+01, 8.270E+00, 4.333E+00, 2.007E-01, 2.005E-01, 1.996E-01, 1.968E-01
